,thscode,ths_fund_scale_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
1159,005888.OF,,,,196647833.29,74153067.06,81940764.37,104298395.09,140716253.12,131143751.59,231089131.41,541244789.42,1426388215.2,1588832173.69,1799013577.09,979260610.9,1017230586.76,795276568.0,887528773.44,731242187.37,799316905.46,875651713.73,815726079.18,741089835.48,697889560.5825001
1160,005906.OF,,277131597.62,257239393.75,225035186.09,124777423.61,98586765.46,59192942.94,48825762.42,37524321.78,35078879.73,28500629.93,26587064.13,24481079.08,22908551.16,22465629.61,20592515.09,19137065.13,18572486.1,18238566.23,17341497.9,17130637.2,17036716.71,17010480.21,65154326.90363638
1161,005910.OF,,,456440891.7,336122412.38,152403317.58,116348349.57,149980673.85,140050525.9,91606940.56,100455018.36,85107364.7,96238350.95,94706084.17,78753454.43,65648199.79,61515701.9,50456174.4,69810366.01,61675752.11,59652177.59,64934645.61,57218038.45,58339258.42,116545890.40142858
1162,005911.OF,,,,85025338.28,50445237.03,48616173.05,862531607.22,6873215887.36,14382381046.98,18726039104.64,19509059306.69,19036095115.54,15321745298.19,16721120889.64,14108969009.27,13471949778.71,10833511292.96,11953911187.58,10290970463.17,9842004379.01,9095493880.3,7897075503.95,6657965399.54,10288406294.9555
1163,005914.OF,,,,,554831007.1,165002767.48,80259072.89,78147626.44,53165462.63,55037410.35,288698562.67,538250873.19,349607814.09,447640886.2,317031000.34,320499002.71,151956333.62,137221565.18,113986186.27,106841087.92,100167049.34,99156408.6,86780689.8,212856884.56947368
1164,005937.OF,,,,6905200.19,11623144.81,9965284.63,110295252.43,127423242.65,127945679.31,165198722.94,295246795.03,394321899.35,424487913.41,318364088.19,502813135.65,550395443.03,542986345.21,524317479.7,412095936.11,460957768.39,327490064.58,229022069.25,200869757.24,287136261.10499996
1165,005974.OF,,6050238438.4,5949074799.1,5456875305.45,4230755145.53,3515888673.57,2915210270.57,2577320926.18,1849452094.69,1511313725.39,1256958008.18,1222203506.43,1237935115.76,1153304188.66,1390185981.65,1745860228.25,1830267319.11,1728208678.76,1407283176.16,1365620785.37,1211202836.43,953251553.34,1109701003.78,2348550534.58
1166,006007.OF,,,197224339.11,172279125.32,61646471.59,33663958.26,22172970.28,20636366.34,14269355.97,29220024.05,1901944394.92,1800635322.61,594281522.67,578280716.02,428616063.34,407477168.72,310439557.68,350479060.17,308343085.26,332790152.11,325610156.31,269358425.04,265629722.37,401190378.9590476
1167,006022.OF,,,85120088.8,71192484.68,25744727.43,428539136.36,440404841.01,469168672.4,425809835.53,480977970.39,536880993.71,606664103.77,608278889.1,60612911.14,362762138.1,347130672.62,465364550.06,640921255.75,568021821.34,488784143.38,418294362.85,348064648.33,177869790.82,383648001.78904766
1168,006039.OF,,,541514834.36,173554681.67,57800089.72,43003342.93,35495208.69,46762982.31,43730009.52,58111140.39,517392306.53,632939542.43,780357428.22,730120088.61,1921205563.83,2192537143.69,1725081166.08,1247485067.68,612535982.62,406108759.37,449988376.57,357857477.56,290299303.27,612565737.9071429
1169,006100.OF,,,40138333.55,26906957.63,10274514.96,6232340.97,16705011.65,42737360.68,273556908.11,165186589.41,242817904.58,214477756.14,129297543.76,152920799.29,116193540.99,281006809.94,181831768.16,187647590.64,167223815.66,214717500.86,206054545.47,192362691.53,163920162.02,144390973.6190476
1170,006111.OF,,,3026362099.7,2989990965.77,3588352481.12,3625054786.54,3679411541.0,3909347316.21,3521034968.0,4501736892.14,4934014509.21,5773707256.71,4798407550.8,4038938744.24,3626038105.25,3800606243.09,3044693857.71,3305215790.84,2921544034.17,3176641286.48,3248019287.3,2942618733.03,2783413653.02,3677864290.587143
1171,006113.OF,,,1432245018.58,1375555949.8,2118845750.58,2466663655.04,4937946348.36,5786394204.91,7511382887.91,10267507487.46,10406446653.15,10554681586.72,10615006152.99,10699687576.11,10814562057.63,10478310415.47,9332085387.82,9801161458.1,8514082825.94,8868473918.62,8345545374.56,7749876310.85,7266310078.96,7587751004.7409525
1172,006122.OF,,,,,740557696.25,570366916.58,254208391.01,165074897.52,119818147.24,270275945.11,527050139.81,597419050.17,548062597.19,626535547.19,823901716.43,794490218.39,443000888.34,453660510.07,348411693.49,349941721.06,444365082.28,469718925.26,386093814.73,470155468.3221052
1173,006132.OF,,,153276380.15,27526589.43,38500529.67,33547227.55,24757041.57,20663580.33,22123161.66,23768198.96,22829409.53,92633023.46,54782479.49,64687569.75,197703463.59,430470983.21,429911537.47,489558044.26,438037799.71,410412594.21,472204950.85,479959195.09,426751040.7,207338323.84
1174,006136.OF,,,413931004.97,145251570.91,54056984.15,44541094.29,55873069.98,64525075.69,88675801.36,215691591.84,352963663.6,508178474.78,462808125.62,374412827.37,254242264.61,248263648.82,192826906.13,221329341.95,172178671.4,191593094.14,196746585.63,178048681.05,171633313.21,219417704.35714287
1175,006154.OF,,,,266592811.49,65867107.71,89802219.8,71291208.75,75760678.21,139256259.06,153552655.07,149265127.47,136003922.32,90277154.26,106620984.93,938322209.05,1255421054.28,1047082001.04,1370523554.07,1065461022.04,1023816595.57,970090448.58,814446695.9,673627712.63,525154071.1114999
1176,006158.OF,,,184534021.03,183031445.86,212062810.64,209021432.29,210264249.93,234661073.13,237340674.3,287323334.9,2402218404.4,2617067505.04,2490157207.83,2648565193.51,2415554922.32,2534112997.8,1868700311.13,1923995804.62,1101626331.92,1078436064.26,1124300163.46,1107500471.67,1085776190.77,1245535743.3719049
1177,006160.OF,,,337025643.33,278912545.03,243404080.97,306235342.44,385396282.85,361056490.54,313881017.39,321547295.01,389565733.49,411091701.87,334301773.9,349189202.09,467624160.44,431424729.41,400890596.91,386351066.67,342433607.55,383800829.08,390220722.16,374023372.81,360948696.98,360444042.4247619
1178,006167.OF,,,,,374284803.44,304115944.57,105048546.88,92999177.45,231932492.86,159728735.08,95749360.65,98278050.25,86563105.66,147005128.47,103918543.25,109540935.41,92672344.35,120595647.2,103419717.48,100893558.04,94118051.51,101346721.04,90527280.85,137512533.91789475
1179,006179.OF,,,,,908346119.41,995751954.55,265942624.69,181265326.34,145866872.52,379515742.71,587592365.36,1659967475.03,2456194175.14,2988040676.28,2519685433.08,3798716311.96,3228315868.42,3922033681.84,3661024784.42,3860026279.33,3537310625.27,2631731284.21,2545597153.22,2119627618.62
1180,006202.OF,,,,,547881564.7,302669803.75,168763068.14,110441556.81,78260448.71,84884765.42,86484097.72,95935172.87,85327051.43,90694584.61,78350217.49,72103629.07,57826860.94,61972535.79,56254781.52,58066663.36,57416656.5,54183641.27,53030945.94,115818318.21263158
1181,006205.OF,,,217737106.52,213061092.38,232965672.16,238449299.15,77083659.12,65013481.87,55542191.03,69313793.94,75309636.68,78194593.04,81022705.77,88821128.72,66644248.55,49721568.24,39518107.99,42912477.93,33183055.05,54567278.69,50702876.65,44562727.86,44216335.6,91359192.2352381
1182,006209.OF,,,362636079.01,87893100.33,114728683.52,139587036.14,246853878.88,311216505.36,782910302.02,459374098.57,325377701.4,280351426.67,199381771.84,181222455.57,160573512.6,173129007.12,116266459.66,47980028.99,51700515.8,51824189.84,53603697.6,47967443.68,47569520.59,202007019.77095237
1183,006216.OF,,,75902186.4,72022226.78,257143104.34,227271668.3,660854522.36,634739569.84,569547093.41,927103859.41,703619917.64,345357392.63,209590513.58,161785921.0,142745241.95,143305925.1,123944158.09,126167488.69,110882091.68,114298352.83,189255250.04,151455610.98,139632265.59,289839255.2685714
1184,006223.OF,,,364225924.72,335505894.9,149563112.82,131804743.95,208534862.49,249606613.83,359343556.26,693288915.5,1043946350.91,1013822040.01,757133366.51,628623700.59,294610539.86,279231089.13,203563055.75,214027199.52,178640446.19,154031787.31,149253104.06,137046969.82,122214438.89,365143700.62
1185,006230.OF,,,364251738.54,129465297.86,43674145.69,30566863.18,23384928.85,58535047.47,68308948.89,76571664.31,57918235.94,47277922.99,43357932.35,48182052.0,74421469.15,84550602.43,79959227.05,86790831.59,88731549.44,76782748.42,60591922.75,46665529.44,39119763.84,77576591.53238095
1186,006233.OF,,,,,,,,499480137.02,104609855.8,100425758.37,95493790.18,104615381.19,82591657.38,141568861.07,172061640.75,230453530.44,181651793.75,188006412.15,192637107.14,164912765.55,180103285.07,165779311.83,141666642.38,171628620.62937504
1187,006235.OF,,,,,,245810008.54,145390706.39,43881064.93,20669078.44,17856360.97,13431991.89,13512183.49,9984020.35,13196521.0,21754973.36,76660652.62,50214465.55,65472215.18,60910832.81,64027122.57,59489099.57,56587561.59,53355020.72,57344659.99833334
1188,006243.OF,,,882918853.44,793498431.85,620231045.23,440182011.92,333774161.53,299729269.25,241205459.13,287196592.26,397297576.58,465873088.06,502325848.3,541300750.71,483357993.89,409335626.54,297754286.22,285529823.18,255456083.92,231867722.94,223906676.48,219104692.73,206246327.91,400861539.14619046
1189,006252.OF,,,,209595926.01,252139719.93,294778486.07,290744607.63,313472655.59,290321712.56,325651100.1,391725862.54,946839579.82,1630533260.15,3106147263.92,3490786504.51,2623077033.25,1590167268.09,1504970558.87,1108571878.63,1006224861.64,965753442.09,715885642.04,562329403.76,1080985838.3600001
1190,006259.OF,,,,,,6204989820.76,4522306094.88,2927525667.74,1565012176.42,1358124632.76,1818282572.33,2294891515.97,1986756992.39,1606404863.38,2023100057.88,2320661495.68,1743688703.52,1938883342.84,1507624151.61,1257691962.73,860059702.7,760641033.79,690791648.74,2077079802.0066664
1191,006267.OF,,,,21739621.83,14360389.33,15253135.34,16247077.73,24464221.36,85540041.78,155048790.05,291461174.53,280306573.96,215338431.72,240779276.93,185244538.03,175410981.07,133655309.21,140435125.74,117977626.55,109278242.26,102441516.03,90713447.03,82131071.03,124891329.57550004
1192,006274.OF,,,,149716905.79,42603419.99,57502248.95,135202962.23,95162613.32,84614454.04,96502004.08,44827129.09,19620869.35,19107363.81,16942289.48,20140295.09,20721749.43,17568341.46,18212407.75,16382132.94,23656469.42,129688573.98,185825247.15,178894803.18,68644614.02650002
1193,006302.OF,,,,260239047.95,21508036.78,54756956.1,57346009.9,64619962.62,48572280.45,72269986.86,1319208568.07,748903900.65,416532867.94,382188084.06,273388841.62,249318655.14,207765317.99,220791951.06,198118826.91,193983540.59,183864639.68,152756069.95,307882121.45,271700783.2885
1194,006308.OF,,,285611694.98,258626260.1,151865878.73,113786202.58,125474576.88,140902884.89,277203676.95,577763893.46,929984539.95,1330041001.3,2014978469.09,1774421468.6,1004133371.47,792164069.27,488645990.49,519053960.39,437640704.17,454656121.78,477501162.95,484260135.45,417887960.52,621743048.7619048
1195,006310.OF,,,22255554.2,22047415.68,16690334.68,19449462.78,34832276.55,66234136.76,82562013.01,134139123.03,236903065.81,302124980.56,403168917.8,418795946.63,354938880.73,324657524.47,213486555.19,233917659.54,208380742.75,215896991.88,229600952.71,236021564.34,208354701.46,189736133.36
1196,006314.OF,,,,,,314870155.83,92995470.25,59012379.7,44245077.34,83929035.58,1165377355.08,1142474909.46,402381806.61,332700953.77,1291625702.17,1493219884.48,984477030.74,972369710.21,930780236.08,922121027.17,994873615.65,964710277.72,869861152.18,725668098.89
1197,006336.OF,,,,,,,629793546.24,374661624.54,202683518.35,261552478.22,542703070.52,633352268.47,732420195.08,695700710.69,547532022.36,400015003.14,311699814.16,301787917.96,262165245.94,254937523.18,262647277.36,250121071.07,287625013.2,408905782.3811765
1198,006345.OF,,,,,,3917699164.64,4046752501.25,4299496370.07,4035372519.81,5240177956.03,6580343900.270001,8101672884.9,7576691630.51,7076420393.12,6106896195.28,5723776417.86,4397501621.71,5269215248.4,4581019768.39,4903244345.7,4825541220.28,2103425779.85,2099366705.43,5049145256.861111
1199,006348.OF,,,,10136236.49,12482343.45,12681747.75,13816157.04,15804098.3,28502183.97,47398389.74,450787526.29,558481317.67,528575099.63,65624170.99,330490045.52,521419571.26,840553340.91,1423965473.52,1275996071.0,1181816521.53,868408440.01,560701186.19,422553803.6,458509686.24300003
1200,006353.OF,,,,355089878.33,370406023.27,373767025.81,379744579.5,2690933999.27,2706416379.8,2735797966.31,2820187429.48,1438081440.64,1466306893.83,1481190948.81,1500981352.92,1405743816.81,1387182553.42,1399825342.9,1393837344.02,668578062.5,676794812.48,679669662.78,680315461.83,1330542548.7354999
1201,006364.OF,,,,,245249813.75,236846352.26,67594119.83,63257369.21,27206065.9,28756428.17,252259324.73,165601168.56,867394136.9,875723223.81,678500565.62,576400505.23,459793647.75,461832080.09,388237698.42,392343316.55,386188271.32,352773598.03,295092768.47,359002655.5052632
1202,006370.OF,,,,,,328449814.44,437051739.4,559190825.95,554612116.79,901844311.52,1090262623.88,1739710196.45,3997492902.48,3987323715.71,3368234842.65,3532170546.8,2571150079.99,2557582124.4,1982666319.45,2061050094.73,2162455224.67,1885355286.73,1842978794.17,1975532308.9005556
1203,006371.OF,,,,,,,215663270.67,675930081.97,559428487.89,374301083.07,902284559.11,954819495.39,1456023323.88,1554272862.89,1181872611.41,1163635723.99,891529664.35,926655966.46,773422913.29,670165253.75,748141029.99,817206981.77,620153838.05,852088655.7605884
1204,006373.OF,,,,18676142.32,5554386.18,4482275.54,4735484.4,10474827.6,22017933.65,39366244.56,41174310.39,54760034.66,70304476.56,79926750.75,78392930.31,79247527.08,67642863.89,60934623.73,54125805.24,54380472.08,79730869.3,150855929.85,163557396.3,57017064.219500005
1205,006374.OF,,,,373635.23,486649.22,639615.18,656709.1,2438614.21,5521959.71,7990076.49,10103152.68,14835876.71,19644558.44,25028760.64,23225973.63,25626034.31,19163846.93,17147058.15,15639792.53,16524716.92,19465903.08,22085848.98,22652484.84,13462563.349000001
1206,006385.OF,,,,103939855.34,90029226.24,91203111.73,158509736.06,164456113.46,111580239.58,103281816.89,197647412.13,294851769.14,342125166.48,359116046.43,272514343.18,248720680.01,213817894.29,224117631.15,193030441.44,193807018.25,141241820.77,136378359.18,130650028.06,188550935.4905
1207,006392.OF,,,,,97151250.16,66846488.16,26371199.09,125567720.18,83818200.94,68052394.37,77862595.8,240060811.71,214216372.03,957566132.76,1719891492.11,3361995911.02,2521808107.88,2074301869.42,1883231608.5,1731145828.42,1821809930.72,1765139036.6,1507384710.34,1070748508.4321052
1208,006398.OF,,,,,373663643.59,377026073.05,176369216.74,700881817.19,715765213.79,1011500794.0,1024567238.2,1886481426.77,1879149790.0,1897055966.58,1914094121.0,586154568.3,559121647.7,460992786.3,444106729.02,349145863.03,350175752.47,349224626.15,263081551.47,806239938.1763158
1209,006408.OF,,,,252059254.89,98638526.04,74584988.49,211542135.74,555779563.02,720330182.71,1437047118.32,3476433491.68,3746270267.21,4575272068.71,6121000749.07,6168279117.61,6929399217.9,4261852702.12,6056583840.55,4810009676.16,5908504414.89,5915854476.98,4410453028.82,4181838959.91,3495586689.0409994
1210,006424.OF,,,,5037605.86,22576189.54,27907904.58,51291948.53,48887674.06,14892075.24,77346662.29,98422855.47,138470126.63,200180895.08,213385233.2,162940764.57,192733966.23,165361451.28,180991732.97,147216934.05,140186241.78,132026118.26,120509457.97,94997424.92,111768163.1255
1211,006435.OF,,,,,,,,6699637635.42,5017341673.25,4623226560.22,3551529951.66,4311177292.31,3157302447.91,3779453304.41,4016111258.29,4743360824.2,4163050879.92,4522320049.53,3670902347.97,3456587384.6,4162885291.39,3995320385.62,3668219010.81,4221151643.5943747
1212,006449.OF,,,,,284963112.73,120795976.9,127239504.01,169249941.86,295740802.22,285245897.09,402355037.91,1190265841.43,816478262.58,742721240.11,472565621.69,426915831.2,326330673.53,321897612.27,256593658.66,247223114.84,232630715.94,201307096.13,165251284.18,372935327.64631575
1213,006477.OF,,,,,257254376.46,22650676.2,11041780.68,8129858.7,6067239.6,5648580.21,5432601.73,5565810.45,5935465.61,5473156.96,5542155.39,5435526.72,5128284.65,7315997.29,5801908.42,67335938.49,41298352.12,31301550.43,41740585.74,28636833.992105264
1214,006511.OF,,,,395304191.44,319303652.13,297091444.74,280976093.31,275800390.89,305834621.37,328319900.7,313340903.13,326657498.4,274784426.54,285647420.58,272537288.71,288972118.0,209892646.64,303320231.66,336815743.63,311745918.07,164994894.0,156791770.49,141234894.94,279468302.46849996
1215,006527.OF,,,,,66877218.85,33604199.41,23628816.91,22241010.83,18362507.85,18349984.69,222898515.15,312376958.99,273478983.77,315966069.44,369322930.13,562736602.3,967498780.31,1094580733.49,1553356991.86,1821777927.24,1661939806.47,1586608122.26,1482140458.3,653039295.6973683
