,thscode,ths_fund_scale_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
602,000520.OF,203624985.97,198157509.07,190826084.57,167351985.03,220884323.42,273964097.79,292359462.18,352089634.04,231074293.71,262093298.46,329539751.97,356817275.45,571569286.66,505299582.95,466115463.34,538975860.72,463529539.31,581455968.63,587943793.37,791686588.18,652527606.62,460627890.98,385315183.17,394949107.19956523
603,000522.OF,85313326.12,68841325.95,58336055.2,52206156.01,67371323.88,57873899.16,67631269.93,63147286.4,689250897.88,644258057.21,605963499.23,363148951.98,235334866.25,263647445.47,171173597.84,173392344.77,150106412.26,148129099.39,141639158.33,138305308.39,144327161.64,199508314.45,160501837.63,206495982.4073913
604,000526.OF,36220750.57,30788351.37,27774865.73,24499968.06,25362008.09,103412292.28,108233960.85,145320738.21,140546571.7,297200599.6,527905273.62,553266772.94,534175573.48,310022477.52,536408978.1,558565081.14,534217348.6,345138629.19,423685152.15,239556978.55,186432148.29,149122602.51,108966202.0,258557535.85
605,000527.OF,3903438702.79,3851508548.62,4048614379.37,3642316315.45,3716482638.12,3028915665.14,2365366400.78,2413272497.72,2293541871.0,2986365498.95,4032909786.18,6528279924.88,5932098067.09,6552731611.85,6004056215.74,5789597755.98,4773686698.22,5162665905.1,4583691153.85,4064644923.95,3893173485.02,3803783656.26,3590657648.52,4215730406.5469565
606,000530.OF,103217242.05,89643662.45,81280823.7,72566918.73,68758119.93,60181647.94,73984926.54,57226595.27,47297975.3,57218437.6,48309709.72,53055005.28,43927982.3,56358641.05,43066897.92,47587969.18,37116142.16,56996832.97,61486276.93,55206023.24,50347901.53,35223985.2,30300602.69,57841753.02956522
607,000547.OF,75698930.38,68870647.3,64364851.82,58177289.12,75405310.45,74592179.46,75822814.66,87644080.95,96890922.92,115486467.89,107484214.2,142570284.65,158643972.34,205601281.45,755817296.47,1351112240.38,1061074940.3,1291152503.85,1846578861.46,1747639563.96,1794623389.57,1671487213.12,1226563066.68,615360970.5817392
608,000551.OF,13973108.08,11702422.13,10121363.67,9184218.65,11677916.61,10561546.06,9319431.16,438921719.66,385000591.68,483760650.55,391436786.46,224971501.1,127648653.28,159190723.56,83679815.32,142014569.65,132895678.79,130456127.27,684573025.96,704788327.98,943399509.11,846758166.02,976497878.22,301414510.0421739
609,000572.OF,807038378.81,784982497.62,726169118.11,529819008.93,538156625.36,492630555.46,518831808.21,604267654.71,313509996.34,642727207.28,1821121289.25,2053078044.6,2625682476.53,2160356712.81,1599250932.25,1386906702.39,1016074321.98,1038037865.48,920590389.4,714059387.02,627619954.58,579520791.88,526456479.74,1001169052.1191307
610,000587.OF,257278141.95,223542473.9,206670930.56,179782464.94,210578340.82,192436516.81,185985464.77,192560654.89,165921013.7,190951162.94,176930849.14,172509218.86,130397084.47,147544604.55,151670160.78,238872018.82,243358957.78,229563384.77,188889416.96,179679110.72,166450268.12,105854438.32,91936798.11,183885368.55130434
611,000589.OF,165389295.02,142675090.49,135919121.88,128809879.93,156219615.53,142281800.33,254686367.66,229329082.8,178610784.39,186118372.09,242252521.34,206739131.26,131448633.68,165411305.18,154098449.35,129648565.75,106543139.24,101238015.49,70734198.24,75924678.02,78550704.03,72766990.79,69138606.38,144544971.69
612,000590.OF,118847829.92,110262080.91,106761803.49,308877630.48,304850674.33,506483562.82,525482824.97,422475711.95,354767763.33,707963356.12,794872039.45,786315431.44,771601647.6,812643271.9,961296779.33,963162893.79,593846723.97,386956043.08,368687621.97,192720724.7,88135639.1,73864106.25,64339704.85,448922428.94565225
613,000595.OF,1138578292.02,1021763647.12,978579360.6,864886729.65,1063807194.3,1178497238.49,2858567151.36,4118838485.53,4083768942.58,5831654317.85,6869414362.33,7243749174.08,6431475996.46,7326838245.09,5857465709.03,5519139883.93,4271792494.76,4657740890.47,4014604345.63,4344079630.79,4633068172.68,4123309063.59,3573090107.99,4000204758.1013045
614,000609.OF,400058282.26,368477107.83,303842328.94,227820548.18,294093354.49,270207185.0,286398444.47,308848943.86,295102162.16,353141154.75,587281883.81,504241525.22,380943725.03,430692109.92,345013821.58,348032430.43,274732811.2,341375142.03,288729059.52,287164000.82,303561616.97,260595980.5,218594286.71,333867300.2469565
615,000612.OF,794146578.04,676708209.62,589936910.4,536404356.08,729255629.17,659550807.36,688705060.3,712143980.99,563162963.21,613310734.26,445272209.52,434989395.68,295934400.1,327577156.14,329083287.14,366752705.8,644741249.74,772781101.23,833028916.91,1386180042.34,1929980928.4,1490846140.76,1194252037.06,739771513.0543478
616,000619.OF,8283180482.49,8921471688.0,8822695432.96,7949793332.67,9413296251.24,8466453211.75,7623829448.03,7404547374.64,5228349962.61,5047713988.37,4839962462.74,6181630233.520001,5775819315.22,5983299663.84,4936476135.87,5090267935.62,4320454881.95,4377704904.61,4003673443.12,4183988271.36,4696251997.41,4306912288.01,4108332690.37,6085482843.321739
617,000634.OF,377743935.08,308420636.46,295792402.41,270972446.32,322759316.42,327372775.4,435553242.95,426947878.69,415460475.64,549198880.33,662145682.8,863479784.71,841492947.32,964157592.04,848531534.57,875791543.41,702640594.72,744323630.91,627167278.7,634765398.99,678605400.31,613015629.11,571806625.56,580788940.5586956
618,000646.OF,40221940.82,44381387.32,34168970.18,26006931.51,33409142.83,31142760.98,123363538.0,131401342.3,113972016.94,107973136.87,255907012.24,244325270.13,245967821.28,135579382.2,29519298.72,56063017.08,47894084.85,162444434.75,146433828.37,18646895.5,20300490.39,18246618.88,18526174.23,90691108.53782609
619,000652.OF,750242405.93,829352719.91,918362738.93,880407625.2,1197948914.37,1307438818.17,1619680935.36,1951114461.36,1775464383.43,1874752173.7,1682774471.46,2084701914.01,2193981881.63,2184882569.29,2312847523.55,2372775462.05,2145819735.61,2151211423.67,1855121814.67,1902391297.47,1817706994.76,1647233253.3,1538532774.91,1695423751.858261
620,000654.OF,2917790193.51,2167221835.25,2133287525.27,2015748552.03,2387010179.21,2200061906.07,2006219669.2,2043968319.88,1752552400.78,1725708051.32,1634332923.01,1637665001.73,1212545689.86,1333319024.63,1212053591.08,1314507958.87,1301744645.43,1328544955.38,1140995919.29,1312533457.59,1425657300.23,1559528893.22,1318242973.11,1699184389.8239133
621,000664.OF,8783823.36,57904218.97,57425295.81,55067194.08,56958601.33,58014237.52,4078575.41,3813550.86,3781161.85,3159502.36,42430936.18,44553247.74,44955005.23,45639580.33,68376711.52,69469390.84,67841513.31,70578094.96,67858253.45,67709201.49,61790115.18,45876323.68,46054829.4,45744320.21130435
622,000727.OF,104483392.11,107000928.65,91983268.82,88691459.78,114370343.65,130882656.94,133005329.9,155807610.18,863176627.9,2448329731.68,3010582059.26,2102445247.27,1429264566.93,1622106709.36,1355050970.82,1383485820.42,1214348866.46,1360655313.62,2263272896.47,4150452259.1,5421272378.0,3806514461.04,3612595760.86,1607381680.835652
623,000739.OF,60457291.55,51761861.09,42567989.76,37020338.08,42765079.99,37791208.44,36472624.2,39653903.62,43609821.53,50588549.55,46107407.74,51202742.61,64263001.81,72505213.98,112971604.16,197952916.83,412778621.82,463114076.8,538157464.99,769782876.49,746154028.56,427122228.11,346236028.57,203958125.2295652
624,000742.OF,3165292734.02,3728786869.43,3031382871.51,2396325939.68,3414228981.19,1990333429.0,3511686724.65,2125209343.18,900396123.76,1040267751.97,985755809.37,983040179.59,692973666.15,812676268.0,690849567.36,696812693.63,575866207.52,680724244.19,593738376.47,503641380.04,503426770.64,530643516.92,457117380.87,1478746818.6582606
625,000747.OF,96077088.82,87964639.37,84761633.95,73147207.6,96056947.92,112539316.53,89845953.09,86631541.28,81670892.26,96809397.82,108339020.88,108713923.54,116564808.97,127364097.39,134377220.62,139710628.47,116779876.47,117149083.15,100577084.86,114101852.09,137227381.94,133675411.96,138052783.23,108614686.61782609
626,000753.OF,180163915.7,162120777.84,92470720.56,98651126.9,93848927.17,68280452.06,165834912.01,97920638.3,164920883.22,747613920.34,2465954826.23,2653075857.19,2418610315.46,1362289967.37,775975157.98,434676996.42,296273382.3,224168889.25,106429995.87,56049515.59,41909165.35,39338975.34,44888467.27,556150773.292174
627,000757.OF,103621918.15,89690789.93,74709612.53,82438424.95,105134330.2,75108533.01,79195008.31,82622860.88,81459597.48,93313929.27,69849170.41,67370524.52,52673911.75,58550938.1,54515475.32,54887709.47,44502653.42,52679869.09,50252966.08,47511338.06,50728247.55,49164396.95,41062914.92,67871526.97173913
628,000762.OF,240989219.85,267281119.26,264567130.15,1266220488.1,1312502800.78,963717190.87,997644976.26,8309642054.66,8419700968.57,20282763342.68,20778217146.84,18241010887.68,18084793692.02,21523366071.97,22828526753.16,22662856068.16,11729703020.06,11868512793.92,6685522602.19,6400960487.18,4721952449.09,4621420469.07,3528361796.25,9391314501.25087
629,000772.OF,73517036.35,66496867.93,56338370.2,50901881.41,56461183.38,55771566.73,249867936.6,600827008.25,941730366.6,1126909215.83,1288898116.96,2044502631.74,1821911243.08,1742103621.81,1471831966.98,1407715074.66,1655993218.68,1852332722.57,1925263031.72,3527137965.0,4825335250.1,4155644923.63,3786175676.39,1512333342.4608698
630,000794.OF,57728090.03,50577531.7,48252419.32,45686366.23,54886638.92,50675859.34,56642217.07,56235517.31,50579599.2,59306537.97,69230269.77,67533782.61,52314686.32,46214868.35,121887246.05,54425796.44,41691154.17,53362975.23,41346886.35,38956712.95,41175625.97,40639421.64,35542737.15,53690997.39521741
631,000805.OF,568781019.5,413834000.24,400887081.49,359767889.48,425459027.17,405640910.15,407842938.49,429986076.7,373173120.61,407267966.56,398582972.51,368066652.09,305071608.85,301888450.68,286776859.97,283460490.33,275487195.33,297624462.6,277425445.3,287652036.01,288459378.28,263388392.51,297092017.96,353200695.3395652
632,000823.OF,330257522.84,297807811.32,267715691.74,249755913.58,300315607.91,262130405.59,288938581.76,309705831.77,292085086.14,334980749.18,285669826.06,348962343.31,269753259.85,363750768.94,414521918.17,509715827.94,410556831.68,419991386.62,414366877.61,562246809.94,563096053.12,466100134.75,423144769.07,364590000.38652176
633,000844.OF,541713072.93,484753041.34,441006277.65,381465508.26,303246226.83,273143304.68,394140065.28,360549004.74,436868626.01,897245577.28,1354061650.55,1459368540.77,1423113001.12,751095852.08,659790630.18,277894865.31,150104812.0,143215771.99,114998203.69,109818818.29,100670512.71,95966633.1,88928074.01,488832959.59999996
634,000877.OF,841752162.13,599682256.85,626272082.2,573313140.28,714173018.66,595413185.01,1464326448.41,979047224.29,744667087.34,698948692.14,583136640.06,568521769.33,471361806.25,489201189.34,475133929.62,561342819.3,581591470.24,729604255.82,662529310.27,676246908.56,791447554.65,779895812.86,760566281.01,694268480.2008696
635,000880.OF,1068150989.47,918622145.92,842292044.69,750526329.78,930338741.19,848360483.85,791080184.53,788694055.69,607133429.61,694458385.72,563693527.85,557006035.08,501360313.91,451748059.65,382072708.5,397711850.33,377302048.94,371771400.33,383707322.57,408749054.09,525902274.45,808921685.75,1282084843.09,663116865.8691305
636,000904.OF,336458114.21,299689050.5,278112799.23,252958413.65,290481325.53,254507109.82,228450784.04,216428634.72,192775968.92,194962800.87,213852391.84,226835428.92,209028163.73,223954293.76,180643747.02,172187892.73,134212244.06,150651786.91,129995875.19,132626291.48,135651605.05,120227239.45,118879069.97,204068305.7217391
637,000932.OF,3484712.86,3372624.82,3881469.69,4188007.61,7055347.73,5691430.16,316218657.85,265990292.78,271673186.85,287462306.14,584787286.11,581806508.81,512707703.18,550376562.67,411551644.8,431118740.01,108228154.84,73304566.93,19138739.41,18529467.69,17947185.79,18728331.68,18097347.31,196319142.42260876
638,000934.OF,276740168.28,401687223.53,385325377.55,334887434.19,325366914.09,328449814.44,437051739.4,559190825.95,554612116.79,901844311.52,1090262623.88,1739710196.45,3997492902.48,3987323715.71,3368234842.65,3532170546.8,2571150079.99,2557582124.4,1982666319.45,2061050094.73,2162455224.67,1885355286.73,1842978794.17,1621025594.6891303
639,000935.OF,126059306.31,117308562.98,105523167.59,98910356.39,103373422.41,103621185.08,109505547.76,134555270.22,102866648.19,113743355.81,98075121.17,108211879.87,81205308.68,85284183.53,72935161.55,69180234.69,55517527.65,57534957.98,49890795.32,48345251.13,49412608.19,47850429.93,43043095.5,86171885.99695654
640,000936.OF,748128960.96,717928308.86,799365292.38,776466917.65,748849235.78,624696113.82,435803037.45,413415717.7,597945253.45,538839288.38,643557029.1,705796868.15,762695727.67,850007118.62,643626722.12,637885451.03,548185558.64,545891292.88,497993933.5,470287209.97,496680844.24,482245254.1,462460029.46,615163094.1699998
641,000939.OF,248996387.27,236973573.77,212565678.23,193300484.46,231767869.36,221968656.56,278469386.68,283115245.84,246206557.83,346951392.69,416031469.79,526188956.87,447947993.29,513162015.5,373643760.56,346355588.38,281281661.43,278634726.88,220581263.47,227747992.01,249656118.99,218729404.07,191533342.53,295296066.3678261
642,000940.OF,691735960.82,734509366.22,516688364.46,437698594.55,581670834.53,542806529.13,607213719.69,581377345.07,630235064.31,724587353.44,981546797.5,1082983616.35,948376998.49,1006587593.98,864657237.04,794442896.19,575978956.79,577111173.64,563863846.96,549650745.87,670346556.34,1068455603.55,912669071.15,723704096.7856522
643,000953.OF,57084498.53,47739020.66,3676629.58,3148348.5,3559046.23,136511297.68,146449999.26,214218668.89,210686209.24,341254243.92,478082890.62,391225522.01,399671292.69,212366808.99,237105449.75,259213282.99,239123412.36,211017728.04,78779312.7,27895048.53,28112126.07,26995192.51,3036117.84,163345745.54739133
644,000965.OF,256859154.13,217442081.2,189518039.53,168856908.55,272473449.36,246727641.25,254267679.99,238333971.17,194111686.65,242496098.95,241503652.79,248582406.85,142704966.95,154364799.26,130517407.99,120775142.48,99023276.95,105652603.41,88505834.61,95312939.37,244895552.93,459990597.0,1373548939.82,251585427.4430434
645,000966.OF,221013347.84,200987993.68,183123056.81,171075254.28,198080296.11,183675801.65,184410816.62,180978049.8,154865963.91,176370343.16,151237712.09,138290019.35,104810213.18,116681158.09,108640865.63,120907810.58,95962316.99,103622809.94,98736989.91,96039845.48,93873501.98,90608360.92,77206240.61,141356468.20043477
646,000967.OF,141066549.93,138226908.39,155967795.58,144471178.31,150554561.32,133409903.84,135077400.98,142004972.07,184097973.49,565050708.65,462978150.36,545802526.35,408258031.57,391182324.16,578167588.28,670959361.77,608709596.53,622215620.56,544898166.28,550965153.79,520976064.42,381391599.2,290338864.0,368120478.2534782
647,000976.OF,102892980.46,94892734.61,84658187.05,80596368.62,95356119.13,85578697.9,86810745.1,102388129.95,116656868.05,106429042.82,256472414.03,162593329.29,97301210.28,94696421.73,99251300.41,115023907.64,101633130.01,112790977.09,152777352.63,103012982.21,94823340.07,87583223.42,71271406.62,108934385.61391306
648,000977.OF,531572805.84,458770057.5,414802948.25,395153026.05,476037675.49,438390969.37,409100909.66,384379909.08,385059160.08,604944331.99,2845286258.46,2014642859.7,1282471539.72,1300629339.14,1123910738.88,1203738878.1,962503040.41,977799253.19,1072096794.48,1110064517.05,1146670814.43,987842520.6,814257575.23,927831561.8565217
649,001000.OF,1703783103.7,1538368621.98,1409619539.95,971624538.01,1275401586.57,1248115871.95,1399865174.25,1555989056.45,2538509976.13,3119612894.59,3356816867.5,3935511584.72,2919949089.99,3798424411.88,3922567783.04,3623096774.3,2846382305.49,3194446688.26,2540142766.51,2262527015.53,1920891669.68,1799642005.41,1431914528.05,2361443645.8234787
650,001004.OF,356060567.98,319038762.75,299584513.31,317208346.49,381845996.09,325528587.03,344315455.79,286414930.16,274394932.9,209524279.29,249430569.04,168640596.28,168242177.27,129112733.52,106756434.89,97203015.31,77345462.55,83671686.98,71007140.04,69161132.94,75498412.62,66921875.19,63976525.11,197429744.9360869
651,001017.OF,482186439.73,429543115.05,395766854.16,353025228.26,434134432.11,403730228.88,389971181.54,380292139.35,285022642.05,290763190.3,235208257.88,233623818.19,180040748.53,187307022.61,164273653.69,148766465.45,123740184.19,129198911.78,114325441.66,111109633.0,112796847.48,106439187.75,96364665.23,251636099.51608688
652,001018.OF,1566658063.98,1396996507.82,1111590241.35,847013747.18,1446864475.29,1986109369.1,1599416842.42,1479731414.09,1564583249.79,2321669503.08,2471577456.22,2468799427.12,2166521565.29,3451478509.73,3107290332.76,5919028844.69,6500673011.270001,7244784748.72,6974476613.34,7410671907.47,8592497622.14,6191804650.89,5060235736.39,3603498862.614348
653,001053.OF,1255088348.17,1247188108.39,1184659314.18,1059915853.04,957509990.62,655982936.23,601287816.43,597517380.36,727620071.14,1103935355.97,2229292019.47,3080476310.33,4609637983.97,5176541472.37,4227157512.62,3710766280.93,3028368936.77,3180415025.58,2765895080.67,2358492993.9,2253560694.38,2096798773.65,1882626054.26,2173510187.540435
654,001067.OF,233051006.38,217774451.37,198130317.43,180507116.18,183160250.25,171937934.35,890258961.14,966999533.26,721777237.43,919973059.29,1148822715.03,1174525365.49,1065344959.89,1005025961.24,820809842.43,698021989.41,568650374.92,497354913.31,417036875.31,328856957.76,297040725.09,259576491.87,227317574.52,573563244.0586957
655,001071.OF,1425565621.92,1860013816.33,2752148652.79,3086997228.04,6474005848.12,5676700172.17,10003270422.66,11539298937.45,10380572295.33,11098995556.91,7580139070.06,6001836580.75,4488717563.35,4586276692.09,4628854208.3,5429725240.97,5030656825.09,5562806679.06,4835880555.37,5124292166.67,6140237146.92,6218627204.85,5056497961.32,5868787671.587826
656,001073.OF,155364304.69,124326905.27,214966055.33,158314800.9,92229335.46,300540366.57,316274404.28,196754004.13,1064751678.11,1117223035.68,1315592298.04,1006483739.89,736577737.51,250360087.69,337325544.05,144810197.36,195220537.2,177611604.57,167663231.3,133616824.59,111483067.79,42143361.76,37500003.74,365092744.6047826
657,001074.OF,1139648179.43,658782907.51,602423327.6,521432772.95,619745041.23,567542695.41,520586286.55,357031590.66,313739475.76,403915262.38,489004783.56,483788520.66,391100868.8,319804763.96,359721762.52,354047306.48,352490969.49,409793212.08,335136553.69,341558190.19,355091382.58,362253470.84,378880857.4,462500877.4665218
658,001102.OF,272671959.14,271597336.5,237282712.36,191240631.55,496065774.79,469761606.6,564056803.98,641882061.09,1358910320.04,2213360386.47,4733144006.56,4903642000.85,8224035487.85,9264638314.61,7259466479.69,7013915151.270001,5321104737.7,5909656887.9,4894439789.09,4838906847.99,5013221947.08,4337796806.68,3934853001.57,3581115263.102609
659,001103.OF,645904229.87,561133987.33,506993828.43,469662201.89,1276831094.64,1293729770.58,1011212609.12,992001900.43,812871889.72,898081606.36,658668677.43,679251120.75,813463267.77,807203176.42,548340007.08,505748501.53,423916983.26,376905220.57,326671552.68,412457424.04,615492882.24,581343220.17,574385513.41,686620463.7269566
660,001106.OF,1107420230.46,953704085.48,844905014.92,730253179.75,936215260.68,870480758.27,864468137.8,862702350.98,726970667.79,743093929.84,548445825.64,558032410.38,382866007.67,444038806.09,390505659.04,360833350.62,289181137.1,304919960.89,256517279.91,238991019.66,241224865.52,225348539.35,193179785.05,568447750.5604347
661,001110.OF,2450588.0,2245356.45,2119041.25,2157721.83,2218021.28,2021744.28,2177785.17,2240902.38,1954683.33,1889583.68,3416165.62,6043505.21,13999215.86,105518459.93,179216310.11,244840200.19,186881413.46,148715111.32,139236169.96,116862262.98,28234912.01,41933745.31,35134839.15,55282945.16347827
662,001117.OF,1463501482.59,1352303815.11,1229058758.93,1100156895.03,1420696069.39,1258188339.29,1072015336.57,1005967494.19,1284816382.73,3283491593.57,2916674489.0,6926389643.47,9049185469.09,9264948452.92,7623511713.46,7265877845.15,5793956799.71,6393150038.32,5520438459.82,5432334285.96,5149465570.87,4633446983.47,4182530173.88,4114004612.7182612
663,001122.OF,913830119.35,905619783.77,905855235.31,899036888.52,883559272.95,884112225.98,956542211.41,934859140.22,935245851.14,1306515092.07,711339398.79,591056132.3,777181789.38,676522681.43,613022604.22,609125084.14,542432302.27,475842937.61,329952840.46,241212901.86,372871408.99,476307483.19,572011237.95,718002374.9265218
664,001125.OF,1684537189.79,1434674890.39,1162851481.32,1071800376.88,1387684668.75,1265238209.64,1356144699.04,1465928178.74,1201667399.27,1321278117.0,976788026.97,902174091.27,636976195.91,755485256.31,646033182.37,624743785.6,534193057.41,576483863.36,449528840.95,411918956.32,419398411.2,414593847.42,358951913.55,915611940.8460869
665,001136.OF,1554367248.2,1545332670.66,1572353554.47,1591420897.93,978299585.38,594938585.2,600981484.85,574317021.65,583204416.84,588359637.65,599009777.58,620818479.66,657642359.84,594004493.28,1203819129.26,1323913051.3,1886853152.68,2837566074.81,3349284793.48,2460858319.75,1847011420.6,1431838662.07,835531800.04,1297031592.0513043
666,001140.OF,1136088171.35,986088470.09,899283308.95,834746324.8,963065369.22,914833046.31,796809023.25,713671526.4,553462031.93,559224153.1,496078567.96,681970726.43,605341166.69,703618279.17,598557988.81,808938178.41,606578771.51,688473661.11,610061915.67,441353552.19,443728222.62,424256140.03,397469649.32,689726010.6660872
667,001143.OF,2342711287.53,2138129575.59,1973049274.58,1708280435.32,2109778684.19,2021644411.25,2040116932.71,2101722502.0,1683539547.02,1520153253.97,1112171581.27,1076398266.03,772193324.58,863045967.46,752716478.58,744295130.37,552740707.56,546548903.75,483260462.62,444636241.04,460385643.48,421146858.69,362029063.06,1227421501.4195652
668,001146.OF,1933394.13,1944494.44,1818990.03,1726710.88,1432004.48,80597770.97,102657266.0,105490737.28,136535790.03,141716143.08,212313169.12,164875914.27,188249723.89,186235077.16,194386559.95,226586043.18,183804733.96,150071806.38,55212985.26,28100158.79,3359874.92,3240895.72,2656471.06,94562900.65130435
669,001150.OF,1936177240.33,1784354105.67,1631113946.59,1411346136.09,1606543411.82,1459997290.7,1471038939.24,1567504705.06,1391579608.79,1595027163.41,1616328597.63,1701009991.93,1252541966.2,1380957183.3,1182140234.7,1167453296.28,918096772.83,932619917.03,860542116.33,856659818.61,942756836.69,912818929.04,806603528.6,1321096162.4726086
670,001157.OF,133573844.88,124613901.9,113322421.94,107430375.23,82650635.79,71013731.57,352838378.08,356465617.15,351244027.56,371951341.1,546368059.63,842748242.55,483409434.37,486943570.78,582286820.74,765067061.97,677198507.35,532286243.29,511318449.05,761608247.95,720311847.26,716688972.01,396447813.61,438599458.5113044
671,001164.OF,504096961.35,205091242.07,100828.66,327157.16,714597767.77,689123619.99,671956341.61,654122978.15,820828466.54,766015053.16,1039583883.83,1061032514.23,1613354533.78,1902069806.23,2097609282.88,2316292940.12,2265074326.94,2023330361.0,1866625835.4,1433876910.37,1160198011.91,783057259.87,582522014.81,1094386439.036087
672,001179.OF,333156723.49,556036805.68,483865523.39,394893330.7,391748751.57,387291640.94,406219633.45,379602225.75,297150411.75,256014652.55,310456883.23,352879179.18,281774954.52,283984464.53,211416160.97,262610653.54,434408398.71,448140446.14,396141726.68,428906850.71,512101313.8,343009225.55,277601642.95,366496156.51217395
673,001181.OF,1214016929.01,1099678363.99,1060210634.18,945520386.18,1075206709.46,1031813612.3,987940568.82,847868433.3,560573300.22,562535778.68,468201420.71,458961873.93,388229817.59,400001447.05,397760145.06,406131068.95,374790592.84,381285715.68,339904320.67,337435545.53,315353908.82,306731808.81,319971460.24,620874949.6530435
674,001183.OF,653464168.85,627408864.35,555091983.74,519702661.0,515737356.09,511279700.91,521675407.07,522214119.98,504497509.96,527974419.0,548225637.22,581526151.0,584508442.14,1513009233.78,1484684465.35,1340490731.78,1310919574.85,1170783596.96,919013817.36,794959340.23,562905920.23,470371246.85,377805534.93,744271734.0708697
675,001184.OF,3687520636.26,3037306443.21,2556504383.54,2204684766.47,2649207507.81,2549972512.84,2637136269.06,2763157150.3,2366071987.18,2702521164.91,2916597642.97,3336352142.15,3151068073.48,3288790317.67,2889995938.65,2941579577.97,2322294266.97,2601639839.59,2239959168.66,2255076898.07,2261221887.71,2033064958.24,2051929821.37,2671463189.3513045
676,001189.OF,202848861.18,188358946.27,180866305.4,170670865.72,158224237.96,147987474.31,249867382.35,264415082.34,243466838.25,250466386.05,568399721.87,552023442.51,490786070.4,591476076.66,504001942.33,499809493.73,560525100.41,460072554.23,424820306.34,187452798.9,180179490.17,174972734.5,143401412.25,321525805.3969565
677,001190.OF,1307270536.08,1305039939.96,1413139867.5,1415583417.5,1453948954.31,1410202080.89,1466002029.76,1489593252.83,1519730433.1,1573840040.85,1539463370.33,1584126357.42,1576990841.59,29439631.51,366729881.91,399262337.87,339526590.79,215064507.15,140002724.5,113114432.29,96981194.91,87210864.08,48804762.5,908307306.5056524
678,001196.OF,261021192.99,239657254.37,238946725.31,211407452.03,257086652.87,71320425.71,97360670.64,97385129.96,70414854.82,148873345.99,289081009.03,303495035.75,313931549.23,310234064.82,200528022.26,128404890.11,143983238.78,44817095.73,39373506.6,34054002.81,7545858.06,16099130.12,15654723.15,153942427.44086957
679,001202.OF,1096122751.27,954208384.37,890748027.42,820127343.37,701111500.77,606496137.93,515215253.11,450972819.53,385401941.87,558283915.94,644444669.31,782159091.2,754277419.77,1159397124.6,1293767130.73,1343122213.95,1086650535.65,832551707.19,611447578.05,584002671.93,554473909.44,440665288.51,421478851.13,760309837.6973914
680,001203.OF,655947754.78,642164693.87,643486062.41,633155025.01,682829785.29,352131426.08,334280623.86,286678657.12,506101159.7,622773043.94,1061419927.39,1476901457.28,1543253324.4,1715609728.49,1481609570.01,1324716601.49,1582408376.48,1433978886.27,1289410103.59,812450170.83,804270433.2,761192780.88,1008135669.83,941517620.0956523
681,001209.OF,218749983.6,195295853.23,187314161.6,165199737.74,203191223.87,184365546.06,203011811.35,202706597.84,149986390.82,159755455.68,139367346.26,155826610.98,126082292.33,147177382.83,120583597.42,113688822.78,82735617.77,83948740.57,73723770.75,68760753.76,69404611.99,61868474.12,51671751.78,137583327.61434785
682,001210.OF,899506788.11,785243754.83,692325476.29,619365691.3,764673843.03,729395692.11,1141506227.46,1339606341.81,2421062015.93,2556941342.54,1766613747.52,1631920817.23,1183364627.92,1246800269.48,866797776.44,806447022.61,663303573.29,711568746.5,792542772.21,706722617.44,797465032.45,833354907.55,707185096.04,1072335399.1343478
683,001216.OF,1093423271.31,1082831413.42,1087166521.67,2907230.14,15306596.25,117716816.48,161031122.4,211369874.18,200039832.84,214136143.36,548355984.04,1559814864.73,3758399677.59,7489937007.8,7095042127.55,6847738380.6,4874539396.69,4926591071.83,3945857681.79,4307721362.4,4404726402.07,3948672607.61,3901193383.12,2686718207.3856525
684,001220.OF,719123982.52,633215082.48,568643213.11,502166983.86,585380198.01,527699421.25,542997911.14,549657243.87,397295589.01,377326489.52,278015670.88,335273778.12,259827608.31,297124236.85,300493945.73,324701123.68,265559757.01,400225594.77,404939603.65,1038043402.31,1078396191.45,960069522.39,771793714.24,526868272.3547826
685,001222.OF,280935669.0,265025669.84,235402621.26,270260914.35,358368235.05,450212400.57,749693087.97,1355474957.33,1921898964.43,2646185138.48,3793128186.93,4405835608.67,5240774838.63,4494916873.89,2957044995.05,2890303244.67,1991242125.73,2165672989.93,1917992196.05,1524304961.65,1417504760.48,1269893586.05,1217813912.42,1905212432.1056526
686,001224.OF,38476353.74,30771929.84,30248776.76,34196101.37,101266029.77,98969875.51,103440953.22,143203865.3,1199540294.81,1386457787.87,1803892253.3,1923254452.4,2013333730.33,2400645541.94,3046171065.01,3946341702.29,3347344670.39,3571877006.36,2722169242.26,2549574599.77,2577629870.75,2371599948.81,2383630620.51,1644523333.5786958
687,001227.OF,3216010812.5,2608143417.03,2425110950.74,2215948680.99,2778250509.01,2525721634.6,2598107613.35,2791107293.07,2540916169.96,2762452346.06,2007698739.54,1733777109.26,1093655909.34,1131564936.59,901252313.3,892323027.26,676395483.47,688421422.74,590731767.63,596121787.84,761639410.7,773487538.09,685687635.64,1695414196.0308688
