,thscode,ths_ths_bond_first_type_bond
626,180208.IB,金融债
627,101800506.IB,中期票据
628,112690.SZ,金融债
629,143605.SH,公司债
630,113508.SH,可转债
631,101800564.IB,中期票据
632,101800563.IB,中期票据
633,101800562.IB,中期票据
634,1889080.IB,资产支持证券
635,1889081.IB,资产支持证券
636,1889078.IB,资产支持证券
637,101800595.IB,中期票据
638,101800586.IB,中期票据
639,101800579.IB,中期票据
640,131800011.IB,中期票据
641,149443.SH,资产支持证券
642,101800615.IB,中期票据
643,101800605.IB,中期票据
644,101800612.IB,中期票据
645,101800608.IB,中期票据
646,116924.SZ,资产支持证券
647,1822012.IB,金融债
648,143637.SH,公司债
649,180406.IB,金融债
650,1889086.IB,资产支持证券
651,1889087.IB,资产支持证券
652,101800624.IB,中期票据
653,101800629.IB,中期票据
654,1889091.IB,资产支持证券
655,101800632.IB,中期票据
656,1820021.IB,金融债
657,112713.SZ,公司债
658,180408.IB,金融债
659,1889095.IB,资产支持证券
660,143658.SH,公司债
661,101800654.IB,中期票据
662,1880116.IB,企业债
663,180409.IB,金融债
664,1889109.IB,资产支持证券
665,1889099.IB,资产支持证券
666,1889105.IB,资产支持证券
667,113509.SH,可转债
668,1822018.IB,金融债
669,143670.SH,公司债
670,101800668.IB,中期票据
671,1820027.IB,金融债
672,143669.SH,公司债
673,116983.SZ,资产支持证券
674,180309.IB,金融债
675,139406.SZ,资产支持证券
676,101800692.IB,中期票据
677,143685.SH,金融债
678,1820029.IB,金融债
679,1889119.IB,资产支持证券
680,143690.SH,公司债
681,113511.SH,可转债
682,101800710.IB,中期票据
683,127007.SH,企业债
684,1889146.IB,资产支持证券
685,180209.IB,金融债
686,180210.BC,金融债
687,123010.SH,企业债
688,1822019.IB,金融债
689,101800733.IB,中期票据
690,139012.SH,企业债
691,101800745.IB,中期票据
692,101800744.IB,中期票据
693,101800750.IB,中期票据
694,113513.SH,可转债
695,041800258.IB,短期融资券
696,101800759.IB,中期票据
697,110045.SH,可转债
698,1880142.IB,企业债
699,1826003.IB,金融债
700,1889157.IB,资产支持证券
701,143712.SH,金融债
702,112733.SZ,公司债
703,180017.BC,国债
704,101800769.IB,中期票据
705,123011.SH,企业债
706,101800784.IB,中期票据
707,1822021.IB,金融债
708,101800773.IB,中期票据
709,1822022.IB,金融债
710,101800783.IB,中期票据
711,139031.SH,企业债
712,1889163.IB,资产支持证券
713,143736.SH,公司债
714,123012.SH,企业债
715,143109.SH,金融债
716,139033.SH,企业债
717,1820037.IB,金融债
718,143094.SH,公司债
719,111809224.IB,同业存单
720,143029.SH,公司债
721,139027.SH,企业债
722,101800805.IB,中期票据
723,1823005.IB,金融债
724,1820038.IB,金融债
725,111819319.IB,同业存单
726,149690.SH,资产支持证券
727,113515.SH,可转债
728,101800820.IB,中期票据
729,101800817.IB,中期票据
730,101800824.IB,中期票据
731,143259.SH,公司债
732,128042.SZ,可转债
733,101800826.IB,中期票据
734,1889173.IB,资产支持证券
735,018007.SH,金融债
736,018008.SH,金融债
737,139053.SH,企业债
738,101800833.IB,中期票据
739,101800830.IB,中期票据
740,143583.SH,公司债
741,101800834.IB,中期票据
742,113516.SH,可转债
743,101800843.IB,中期票据
744,101800848.IB,中期票据
745,041800281.IB,短期融资券
746,139059.SH,企业债
747,143933.SH,公司债
748,149794.SH,资产支持证券
749,101800854.IB,中期票据
750,1889176.IB,资产支持证券
751,113517.SH,可转债
752,112740.SZ,金融债
753,143330.SH,公司债
754,139040.SH,企业债
755,180211.BC,金融债
756,143547.SH,公司债
757,101800869.IB,中期票据
758,101800863.IB,中期票据
759,149702.SH,资产支持证券
760,139065.SH,企业债
761,128044.SZ,可转债
762,101800892.IB,中期票据
763,1880163.IB,企业债
764,1820041.IB,金融债
765,139070.SH,企业债
766,101800900.IB,中期票据
767,101800903.IB,中期票据
768,101800898.IB,中期票据
769,1889201.IB,资产支持证券
770,139088.SH,企业债
771,149768.SH,资产支持证券
772,101800913.IB,中期票据
773,143679.SH,公司债
774,1828004.IB,金融债
775,1880169.IB,企业债
776,127850.SH,企业债
777,1822027.IB,金融债
778,149755.SH,资产支持证券
779,1889203.IB,资产支持证券
780,1820044.IB,金融债
781,101800938.IB,中期票据
782,041800311.IB,短期融资券
783,139089.SH,企业债
784,1889210.IB,资产支持证券
785,1828005.IB,金融债
786,101800961.IB,中期票据
787,128045.SZ,可转债
788,101800966.IB,中期票据
789,101800968.IB,中期票据
790,108604.SZ,金融债
791,108603.SZ,金融债
792,1820049.IB,金融债
793,101800975.IB,中期票据
794,111810411.IB,同业存单
795,149808.SH,资产支持证券
796,112761.SZ,公司债
797,139107.IB,地方政府债
798,101800988.IB,中期票据
799,101801005.IB,中期票据
800,101801000.IB,中期票据
801,180212.BC,金融债
802,1889207.IB,资产支持证券
803,101801021.IB,中期票据
804,101801025.IB,中期票据
805,1889225.IB,资产支持证券
806,101801043.IB,中期票据
807,011801752.IB,短期融资券
808,041800336.IB,短期融资券
809,041800335.IB,短期融资券
810,139091.SH,企业债
811,1820051.IB,金融债
812,143767.SH,公司债
813,139100.SH,企业债
814,1880167.IB,企业债
815,143789.SH,公司债
816,111814175.IB,同业存单
817,101801063.IB,中期票据
818,101801060.IB,中期票据
819,1826004.IB,金融债
820,139112.IB,地方政府债
821,143785.SH,金融债
822,113518.SH,可转债
823,101801079.IB,中期票据
824,101801077.IB,中期票据
825,1889250.IB,资产支持证券
826,1889251.IB,资产支持证券
827,041800343.IB,短期融资券
828,180312.IB,金融债
829,143808.SH,公司债
830,149920.SH,资产支持证券
831,139124.SH,企业债
832,143812.SH,公司债
833,139110.IB,地方政府债
834,149912.SH,资产支持证券
835,011801808.IB,短期融资券
836,1889242.IB,资产支持证券
837,139121.SH,企业债
838,143814.SH,公司债
839,149931.SH,资产支持证券
840,139150.SH,企业债
841,101801106.IB,中期票据
842,101801110.IB,中期票据
843,1880213.IB,企业债
844,101801105.IB,中期票据
845,180313.IB,金融债
846,1889264.IB,资产支持证券
847,156008.SH,资产支持证券
848,143652.SH,金融债
849,149969.SH,资产支持证券
850,149975.SH,资产支持证券
851,143825.SH,公司债
852,139152.SH,企业债
853,139207.SH,企业债
854,139177.SH,企业债
855,139157.SH,企业债
856,1889274.IB,资产支持证券
857,1889273.IB,资产支持证券
858,1880203.IB,企业债
859,101801133.IB,中期票据
860,011801904.IB,短期融资券
861,1880205.IB,企业债
862,101801150.IB,中期票据
863,101801147.IB,中期票据
864,139182.SH,企业债
865,111818282.IB,同业存单
866,011801926.IB,短期融资券
867,111817197.IB,同业存单
868,101801155.IB,中期票据
869,1820058.IB,金融债
870,139200.SH,企业债
871,139189.SH,企业债
872,111808251.IB,同业存单
873,180024.IB,国债
874,128046.SZ,可转债
875,1880190.IB,企业债
876,041800371.IB,短期融资券
877,143867.SH,公司债
878,101801189.IB,中期票据
879,101801187.IB,中期票据
880,180214.IB,金融债
881,156064.SH,资产支持证券
882,011802003.IB,短期融资券
883,101801205.IB,中期票据
884,1820059.IB,金融债
885,1820062.IB,金融债
886,1889298.IB,资产支持证券
887,041800379.IB,短期融资券
888,011802043.IB,短期融资券
889,1820061.IB,金融债
890,127889.SH,企业债
891,101801238.IB,中期票据
892,156149.SH,资产支持证券
893,011802071.IB,短期融资券
894,139216.SH,企业债
895,1828014.IB,金融债
896,101801252.IB,中期票据
897,011802080.IB,短期融资券
898,011802078.IB,短期融资券
899,011802099.IB,短期融资券
900,101801263.IB,中期票据
901,1820063.IB,金融债
902,101801278.IB,中期票据
903,101801277.IB,中期票据
904,1889305.IB,资产支持证券
905,041800397.IB,短期融资券
906,156144.SH,资产支持证券
907,155004.SH,金融债
908,108901.SZ,金融债
909,108902.SZ,金融债
910,1889284.IB,资产支持证券
911,1820065.IB,金融债
912,101801281.IB,中期票据
913,101801298.IB,中期票据
914,180216.BC,金融债
915,139227.SH,企业债
916,1820060.IB,金融债
917,128047.SZ,可转债
918,041800403.IB,短期融资券
919,123016.SH,企业债
920,113519.SH,可转债
921,011802149.IB,短期融资券
922,139253.SH,企业债
923,139254.SH,企业债
924,113520.SH,可转债
925,180410.IB,金融债
926,101801310.IB,中期票据
927,139248.SH,企业债
928,101801314.IB,中期票据
929,112798.SZ,公司债
930,128048.SZ,可转债
931,101801321.IB,中期票据
932,1822036.IB,金融债
933,156306.SH,资产支持证券
934,101801323.IB,中期票据
935,1822038.IB,金融债
936,155028.SH,公司债
937,155024.SH,公司债
938,041800410.IB,短期融资券
939,149909.SH,资产支持证券
940,156173.SH,资产支持证券
941,101801336.IB,中期票据
942,011802200.IB,短期融资券
943,011802204.IB,短期融资券
944,111889087.IB,同业存单
945,149867.SH,资产支持证券
946,149885.SH,资产支持证券
947,139261.SH,企业债
948,113521.SH,可转债
949,1828016.IB,金融债
950,011802214.IB,短期融资券
951,011802220.IB,短期融资券
952,180026.BC,国债
953,113020.SH,可转债
954,139285.SZ,资产支持证券
955,101801342.IB,中期票据
956,155035.SH,公司债
957,110046.SH,可转债
958,123017.SH,企业债
959,011802253.IB,短期融资券
960,1820070.IB,金融债
961,180412.IB,金融债
962,110047.SH,可转债
963,1822039.IB,金融债
964,011802268.IB,短期融资券
965,1828017.IB,金融债
966,011802262.IB,短期融资券
967,156291.SH,资产支持证券
968,111810557.IB,同业存单
969,149882.SH,资产支持证券
970,139284.SH,企业债
971,113522.SH,可转债
972,156282.SH,资产支持证券
973,111889851.IB,同业存单
974,156197.SH,资产支持证券
975,139302.SH,企业债
976,101801392.IB,中期票据
977,155054.SH,公司债
978,139303.SH,企业债
979,111819472.IB,同业存单
980,1828018.IB,金融债
981,128049.SZ,可转债
982,1889368.IB,资产支持证券
983,1822042.IB,金融债
984,041800433.IB,短期融资券
985,011802343.IB,短期融资券
986,111870336.IB,同业存单
987,1820077.IB,金融债
988,139308.SH,企业债
989,101801423.IB,中期票据
990,1889397.IB,资产支持证券
991,1889398.IB,资产支持证券
992,1889399.IB,资产支持证券
993,011802378.IB,短期融资券
994,011802375.IB,短期融资券
995,156391.SH,资产支持证券
996,155992.SH,公司债
997,1822043.IB,金融债
998,101801455.IB,中期票据
999,139318.SH,企业债
1000,110048.SH,可转债
1001,155085.SH,公司债
1002,156411.SH,资产支持证券
1003,011802416.IB,短期融资券
1004,128050.SZ,可转债
1005,101801475.IB,中期票据
1006,152040.SH,企业债
1007,156376.SH,资产支持证券
1008,1820086.IB,金融债
1009,101801479.IB,中期票据
1010,156445.SH,资产支持证券
1011,1820087.IB,金融债
1012,101801489.IB,中期票据
1013,139356.SH,企业债
1014,1828019.IB,金融债
1015,128051.SZ,可转债
1016,113525.SH,可转债
1017,110049.SH,可转债
1018,1889434.IB,资产支持证券
1019,139358.SH,企业债
1020,139355.SH,企业债
1021,156432.SH,资产支持证券
1022,110050.SH,可转债
1023,111803211.IB,同业存单
1024,156390.SH,资产支持证券
1025,139369.SZ,资产支持证券
1026,123018.SH,公司债
1027,139372.SH,企业债
1028,041800460.IB,短期融资券
1029,1889436.IB,资产支持证券
1030,1889439.IB,资产支持证券
1031,155981.SH,公司债
1032,101801553.IB,中期票据
1033,011802551.IB,短期融资券
1034,156501.SH,资产支持证券
1035,139381.SH,企业债
1036,156526.SH,资产支持证券
1037,156419.SH,资产支持证券
1038,101801562.IB,中期票据
1039,101801568.IB,中期票据
1040,155974.SH,公司债
1041,156443.SH,资产支持证券
1042,139393.SH,企业债
1043,156601.SH,资产支持证券
1044,1980002.IB,企业债
1045,156582.SH,资产支持证券
1046,111806276.IB,同业存单
