,thscode,x1,ww1,x2,ww2,x3,ww3,x4,ww4,x5,ww5,x6,ww6,x7,ww7,x8,ww8,x9,ww9,x10,ww10
10,660006.OF,2071.0,4868500.0,1545.0,3167031.0,239.0,3042405.21,38.0,2036619.0,875.0,2032432.88,821.0,2004698.58,411.0,1692306.0,171.0,1680840.0,620.0,1564725.0,370.0,1458494.0
11,660010.OF,2071.0,251476750.0,836.0,243865976.98,587.0,237787429.18,452.0,201131136.0,875.0,186811067.87,221.0,167812510.32,21.0,158854097.56,109.0,110308320.0,71.0,101982881.0,46.0,100697596.0
12,660012.OF,2071.0,50557500.0,836.0,50237748.0,587.0,32469808.0,214.0,31849380.0,228.0,27847680.0,33.0,21561384.0,67.0,19307205.0,44.0,18738312.0,44.0,16903125.0,27.0,13907878.57
13,688888.OF,463.0,126200000.0,37.0,120330000.0,34.0,111450000.0,99.0,79600000.0,502.0,70480000.0,10.0,62428048.8,88.0,60560000.0,86.0,59910000.0,64.0,56805000.0,73.0,51800000.0
14,690004.OF,1545.0,7784882.91,817.0,6309172.08,516.0,6283216.0,24.0,5687880.0,42.0,5073795.0,80.0,5065387.91,821.0,4941516.0,282.0,4809468.09,147.0,4597620.0,205.0,4579356.0
15,690005.OF,23.0,22491162.98,265.0,21470760.0,463.0,20261410.0,725.0,19225800.0,208.0,19215288.0,82.0,18413575.0,33.0,16474401.99,40.0,15064192.0,311.0,14857317.0,86.0,14546986.74
16,690007.OF,634.0,130261952.92,214.0,98381449.8,817.0,95922719.04,2071.0,87571207.5,77.0,87528864.0,821.0,86645760.0,452.0,85336848.0,247.0,85320378.0,89.0,84979035.9,620.0,82721795.0
17,700001.OF,120.0,7820164.0,76.0,7471527.0,81.0,7385605.0,29.0,6775785.0,254.0,6389260.0,14.0,6325270.0,13.0,5940718.0,23.0,5852546.0,45.0,5745728.4,90.0,5702574.0
18,700003.OF,396.0,249033414.63,817.0,172510111.92,32.0,158706738.85,114.0,152863108.11,189.0,144797831.5,598.0,142981072.0,109.0,141673962.27,104.0,120673153.85,156.0,117074321.1,88.0,111849276.0
19,720001.OF,27.0,291861550.5,88.0,278108666.22,27.0,269991639.12,369.0,261608508.68,44.0,238484587.32,34.0,230113296.0,14.0,228426720.28,249.0,226219582.16,23.0,225722611.52,32.0,215831768.31
20,750001.OF,725.0,216779400.0,206.0,211255986.51,265.0,202232026.34,2071.0,143433500.0,370.0,126705329.0,28.0,115267076.92,75.0,110635246.5,69.0,106199154.0,153.0,93769259.0,18.0,83856945.0
21,160133.SZ,2071.0,108713605.0,676.0,81809193.71,1545.0,54160239.0,31.0,50293136.0,587.0,33741946.0,551.0,33711652.0,836.0,30031932.0,52.0,28580846.5,34.0,27085082.74,251.0,26185117.0
22,160322.SZ,330.0,132783585.9,422.0,124238581.49,90.0,85176523.35,119.0,83696470.6,32.0,45995875.04,110.0,43089376.88,7.0,40572599.56,56.0,39916120.83,13.0,37601550.34,149.0,34979307.44
23,000041.OF,,,,,,,,,,,,,,,,,,,,
24,000043.OF,,,,,,,,,,,,,,,,,,,,
25,000082.OF,10.0,20295753.42,422.0,17056341.21,86.0,16715518.0,14.0,16006320.0,2071.0,15212190.0,121.0,13858556.0,502.0,12935705.38,55.0,12407399.0,69.0,12231213.6,36.0,11645735.49
26,000309.OF,5.0,31260859.92,6.0,31085566.82,634.0,27721100.0,5.0,27154894.0,176.0,26907218.0,539.0,26902800.0,1545.0,23572332.0,4.0,20568440.0,26.0,20123269.5,50.0,16007365.5
27,000409.OF,817.0,303484457.7,539.0,292123969.2,303.0,291098046.64,1545.0,285090919.05,58.0,244730427.2,101.0,160599331.84,255.0,138314303.4,352.0,134987224.4,282.0,111439207.5,81.0,103044933.04
28,000457.OF,500.0,82097177.4,27.0,65726285.1,20.0,39470099.9,41.0,37854052.57,25.0,32037049.2,69.0,29309150.0,20.0,27748303.0,46.0,26244163.0,205.0,25697532.0,80.0,24905688.0
29,000471.OF,551.0,41172300.0,67.0,31681368.0,426.0,29390225.94,500.0,28350420.0,214.0,26725973.4,174.0,26678006.9,20.0,26662016.0,63.0,26621155.04,463.0,26542888.8,51.0,26088690.0
30,000513.OF,42.0,52771288.08,52.0,44817821.0,11.0,41245900.0,2071.0,40446000.0,30.0,38400270.0,33.0,33281766.0,25.0,22234732.1,72.0,22136400.0,25.0,21914356.5,539.0,21405407.4
31,000524.OF,2071.0,9362500.0,240.0,7288833.32,286.0,5898221.76,182.0,4875792.0,214.0,4863960.0,836.0,4451738.0,30.0,4403586.88,67.0,4372389.48,18.0,4240636.0,156.0,4186628.75
32,000549.OF,12.0,2742989.38,539.0,2292660.0,119.0,2106684.84,144.0,1729719.6,352.0,1502720.0,138.0,1478647.0,205.0,1427784.0,239.0,1419789.1,247.0,1367582.0,1545.0,1363026.0
33,000577.OF,2071.0,226473257.5,1545.0,220202061.87,426.0,159788165.96,463.0,159663949.2,634.0,144502534.0,620.0,144454166.95,366.0,138100533.33,193.0,127862346.0,817.0,104530804.56,221.0,93678396.6
34,000592.OF,99.0,80556640.0,1545.0,49991784.78,144.0,47039650.14,179.0,43286000.0,2071.0,41007750.0,72.0,40855720.08,255.0,37617580.0,53.0,34870470.0,288.0,31636368.0,396.0,31008600.0
35,000628.OF,89.0,362387792.6,62.0,352320079.08,153.0,347117356.62,11.0,344210536.72,283.0,282909564.2,32.0,280094761.54,73.0,231537696.4,15.0,207109583.85,19.0,204931288.92,17.0,161541805.32
36,000746.OF,126.0,190538438.5,88.0,190311550.0,83.0,159828238.32,171.0,149780505.0,90.0,141657086.02,410.0,140464980.0,171.0,138780164.16,161.0,133512393.0,76.0,120883959.36,365.0,120831429.36
37,000751.OF,89.0,634648612.4,144.0,616991253.76,94.0,550974544.01,25.0,533970520.68,111.0,509804277.84,551.0,476124909.0,182.0,451272406.8,200.0,322388640.56,187.0,236059226.64,28.0,232204282.19
38,000778.OF,821.0,31053705.0,2071.0,30896250.0,283.0,29693384.28,403.0,27441754.65,426.0,25962482.62,620.0,23649220.0,215.0,21484804.8,62.0,21446876.32,205.0,19312065.0,587.0,13733032.6
39,000780.OF,29.0,49504180.01,53.0,44206069.0,251.0,38202840.0,80.0,33560738.95,41.0,31799037.5,26.0,30553487.0,69.0,28293736.0,18.0,25650569.0,14.0,23616060.0,22.0,20458510.55
40,000828.OF,396.0,578071668.72,260.0,574560000.0,516.0,560944838.54,59.0,522483588.94,246.0,412727320.53,539.0,298096560.0,255.0,232365224.0,58.0,231792645.56,422.0,213153802.52,95.0,201239782.0
41,000831.OF,94.0,313440666.06,53.0,307280960.25,366.0,293929716.9,286.0,280199636.34,80.0,250528552.9,551.0,233220000.0,92.0,220660000.0,75.0,208050000.0,26.0,178796200.5,83.0,130464649.2
42,000866.OF,52.0,9639264.19,99.0,9365448.0,315.0,9278100.0,500.0,8625989.4,24.0,8494827.0,98.0,8305418.0,42.0,7950117.0,27.0,7581266.0,58.0,7489216.0,22.0,7299314.0
43,000893.OF,153.0,60677040.0,55.0,57940500.0,14.0,51511200.0,79.0,44019900.0,49.0,43461300.0,251.0,40014000.0,17.0,37976489.78,2.0,37944000.0,6.0,35496000.0,62.0,34978460.56
44,000925.OF,88.0,194610416.0,265.0,129713357.56,206.0,108441100.41,331.0,70316037.0,240.0,68222947.76,205.0,66370978.56,46.0,66319751.94,69.0,64128615.84,88.0,61071996.37,174.0,54190449.6
45,000955.OF,2071.0,27076350.0,875.0,20324328.77,31.0,14574740.0,1545.0,14058009.63,587.0,8783810.0,836.0,7773242.0,34.0,6972121.29,251.0,6737535.0,551.0,6727500.0,150.0,6337020.0
46,000960.OF,47.0,232082389.44,311.0,213012180.09,22.0,207762899.76,39.0,201454739.2,551.0,162164145.0,676.0,137804003.91,176.0,130473291.56,65.0,105168472.5,23.0,100486234.8,366.0,90426468.26
47,000971.OF,2071.0,141392475.0,44.0,130783751.35,598.0,125022595.75,821.0,122191506.12,587.0,80313403.73,251.0,77730073.2,171.0,68046205.95,836.0,51370288.6,22.0,49622412.0,214.0,48057411.6
48,000978.OF,11.0,15581124.0,13.0,15227700.0,75.0,14922360.0,7.0,14112392.0,4.0,14000370.0,12.0,13767443.0,6.0,13687060.24,29.0,13290250.32,6.0,13108386.0,26.0,11727932.3
49,000979.OF,22.0,163297123.36,21.0,162818996.64,27.0,162722940.48,30.0,162414813.0,149.0,161704827.6,42.0,160458112.92,119.0,160284721.13,18.0,46021536.0,7.0,40148923.68,330.0,29814023.11
50,000985.OF,817.0,62595421.11,83.0,61489890.8,288.0,59848148.4,13.0,57486333.44,156.0,48886921.95,53.0,46224564.2,95.0,40124704.5,620.0,39912265.0,133.0,39292420.68,80.0,38943795.88
51,000991.OF,193.0,466827806.4,725.0,460479600.0,363.0,336837958.2,265.0,334715096.0,62.0,251851840.28,183.0,231160611.33,22.0,208571971.44,121.0,193974597.68,119.0,193847096.25,208.0,158679933.12
52,000996.OF,2071.0,73776500.0,101.0,70009400.0,821.0,67692000.0,502.0,61670000.0,158.0,50258493.15,836.0,46132000.0,147.0,45523500.0,634.0,40321600.0,171.0,37280355.6,598.0,29737500.0
53,001008.OF,174.0,43332764.25,2071.0,38011750.0,408.0,35974260.0,1545.0,32351823.0,64.0,28277920.0,17.0,27838500.0,634.0,24142558.0,58.0,23313864.0,11.0,23092310.4,153.0,19535547.0
54,001009.OF,200.0,17553972.12,96.0,16610537.96,99.0,16264318.32,246.0,15575924.07,260.0,14847600.0,185.0,13942607.85,47.0,13920530.0,31.0,13719028.05,30.0,13430340.0,160.0,13146000.0
55,001028.OF,539.0,9559800.0,12.0,8570530.12,119.0,7682477.84,205.0,7574220.0,27.0,7138578.25,247.0,6960000.0,138.0,6849561.0,144.0,6743742.6,1545.0,6534507.0,221.0,6144984.72
56,001036.OF,94.0,31016933.5,200.0,27027786.0,551.0,24120031.0,89.0,23659011.75,111.0,23444694.0,676.0,21155296.73,149.0,19474377.96,25.0,18984012.03,144.0,15030511.8,240.0,14719309.6
57,001040.OF,65.0,66752262.5,246.0,51265620.0,200.0,45555773.24,89.0,44891600.0,80.0,43869650.0,20.0,34168862.0,30.0,30991042.5,63.0,28847883.06,260.0,28000000.0,6.0,27403200.0
58,001044.OF,2071.0,86781012.5,32.0,75056478.95,35.0,64508926.68,73.0,62706334.6,99.0,53970567.12,19.0,53586498.0,10.0,50960020.5,41.0,49317014.64,2.0,47434671.56,426.0,45588188.04
59,001054.OF,2071.0,430675000.0,463.0,375093659.2,247.0,365400000.0,725.0,232001694.0,174.0,218682414.16,370.0,178300000.0,119.0,169431160.5,119.0,161722230.0,254.0,158150000.0,121.0,155420000.0
60,001070.OF,255.0,56301700.0,206.0,54453263.75,59.0,52272843.03,20.0,47315490.75,147.0,29338139.16,20.0,27539096.0,383.0,26140368.0,43.0,25986723.0,179.0,24891336.0,396.0,23824941.0
61,001072.OF,516.0,32997946.0,88.0,28855209.76,303.0,20076540.0,383.0,19432320.0,159.0,17917493.23,315.0,16457220.0,160.0,16210896.0,500.0,15667260.0,41.0,15406868.0,20.0,14152068.0
62,001126.OF,2071.0,75179002.5,1545.0,73452669.36,352.0,53011077.76,240.0,43201648.0,539.0,40396500.0,408.0,35365663.2,247.0,31663650.0,174.0,30710018.64,516.0,25502334.8,551.0,25360881.0
63,001158.OF,1545.0,108240300.0,408.0,82890000.0,346.0,80320000.0,189.0,76440000.0,352.0,73727200.0,817.0,67074000.0,71.0,64924013.0,79.0,64461100.14,46.0,60307200.0,174.0,57626800.0
64,001163.OF,836.0,62174403.0,2071.0,60434937.5,171.0,55643516.54,1545.0,50410714.83,254.0,38067337.6,182.0,35562846.72,222.0,32627957.52,40.0,30249104.0,138.0,28835445.0,88.0,28623423.18
65,001166.OF,1545.0,64639503.6,396.0,53442872.7,144.0,52074500.1,288.0,51012972.0,352.0,40077636.32,120.0,39837240.0,19.0,33447700.0,516.0,29070936.0,147.0,28650432.0,221.0,25092600.0
66,001171.OF,94.0,235091754.0,366.0,215070000.0,53.0,192051882.09,80.0,182200000.0,92.0,168504000.0,551.0,149500000.0,75.0,138700000.0,2071.0,109209817.5,26.0,89400000.0,46.0,67592000.0
67,001178.OF,725.0,54547452.0,183.0,53794870.14,159.0,43952791.61,65.0,42478512.33,171.0,30015000.0,500.0,28288680.0,288.0,25938420.0,82.0,18437900.0,11.0,17870791.0,9.0,17616192.0
68,001186.OF,121.0,92046268.0,174.0,88445802.77,41.0,77446449.0,78.0,45993150.98,50.0,38409000.0,150.0,35330249.3,21.0,33438257.44,153.0,32135599.0,15.0,31023090.56,69.0,28426008.26
69,001195.OF,426.0,24405200.0,2071.0,23593500.0,20.0,23448306.0,24.0,22656000.0,43.0,20084400.0,44.0,19477871.0,8.0,18355750.0,47.0,16632800.0,24.0,16408000.0,188.0,15678406.04
70,001223.OF,500.0,4939200.0,598.0,4520100.0,98.0,4067455.0,15.0,3350756.0,159.0,3263820.0,21.0,3234408.0,37.0,3205411.0,114.0,2979392.0,80.0,2946576.0,98.0,2645566.0
71,001230.OF,80.0,144754392.65,150.0,130388956.3,251.0,109120564.8,251.0,91808502.8,26.0,81490001.0,13.0,57098248.74,44.0,53208196.2,41.0,51840050.0,286.0,46640126.64,90.0,41947929.0
72,001236.OF,2071.0,112537250.0,135.0,60865975.0,82.0,48804695.81,20.0,44074200.0,28.0,43143219.12,539.0,42409980.0,13.0,38585225.0,174.0,38485381.16,255.0,38294620.0,725.0,37929600.0
73,001245.OF,539.0,254070720.0,634.0,220695237.4,1545.0,212070810.0,346.0,211048530.8,88.0,149506172.0,516.0,120956332.8,79.0,99134804.4,119.0,97158909.0,817.0,95062686.63,25.0,83016682.85
74,001291.OF,2071.0,8613500.0,1545.0,4169256.0,411.0,2411640.0,634.0,2116884.0,620.0,1817100.0,821.0,1590762.0,346.0,1485920.0,598.0,1407575.0,352.0,1319576.0,325.0,1295341.68
75,001313.OF,221.0,29927493.64,1545.0,27113393.37,539.0,27105840.0,634.0,27000603.41,198.0,26285050.8,352.0,25475800.0,33.0,20034250.17,147.0,14628080.05,144.0,14578169.66,47.0,14406470.0
76,001396.OF,2071.0,21346500.0,598.0,15580269.25,2.0,13406508.0,1545.0,12777566.97,221.0,12609996.6,725.0,12373200.0,331.0,10009692.0,206.0,9156025.0,502.0,9137732.0,14.0,8181600.0
77,001404.OF,383.0,176867241.6,99.0,169187655.2,104.0,155922967.5,72.0,143559498.36,106.0,133116611.2,20.0,132054250.68,98.0,127862878.0,82.0,127773309.44,239.0,125245680.96,67.0,111296186.88
78,001410.OF,346.0,386520924.0,65.0,332237329.2,16.0,244502955.6,634.0,223966579.21,21.0,221440454.4,20.0,187721776.0,174.0,178911905.28,37.0,171995997.92,40.0,170954920.98,1545.0,164744943.72
79,001416.OF,30.0,50815821.92,331.0,22938498.0,60.0,22906400.0,206.0,22431007.0,725.0,21540600.0,265.0,20895056.0,634.0,19883589.0,452.0,18873504.0,2071.0,18363607.5,222.0,16422768.0
80,001473.OF,2071.0,44659125.0,725.0,44537400.0,1545.0,41371848.0,171.0,36572625.0,66.0,30313395.0,370.0,23252103.0,114.0,19909142.46,111.0,18508029.93,13.0,16092360.9,97.0,14457239.3
81,001476.OF,246.0,189980302.68,185.0,113708603.25,346.0,61226731.2,1545.0,60915235.5,9.0,56025139.14,539.0,52200399.6,331.0,50802246.58,875.0,46339469.59,500.0,42424200.0,198.0,41388294.6
82,001490.OF,2071.0,64573162.5,725.0,40139820.0,836.0,39350596.0,821.0,38076750.0,366.0,30692352.94,408.0,19330316.4,598.0,17887701.0,183.0,17884185.0,88.0,17879004.0,20.0,17668080.0
83,001496.OF,1545.0,24895269.0,2071.0,23608480.0,198.0,22021920.0,452.0,16349760.0,33.0,15985764.96,539.0,14441220.0,205.0,14051484.0,109.0,13046400.0,23.0,11773405.0,174.0,11503441.6
84,001528.OF,46.0,12639000.0,426.0,7453809.8,25.0,7203600.0,74.0,5562440.0,33.0,5410800.0,12.0,5009760.0,46.0,4858080.0,109.0,4826000.0,124.0,4753406.25,403.0,4733760.0
85,001542.OF,159.0,38867725.26,171.0,38338977.53,502.0,36508992.4,396.0,34949838.0,255.0,34545420.0,500.0,34001100.0,179.0,33925920.0,383.0,33769641.6,346.0,33096458.4,136.0,32813640.0
86,001576.OF,1545.0,224572564.65,221.0,218644370.1,539.0,199476648.0,303.0,199018294.12,67.0,180990019.89,9.0,169169164.2,19.0,167512062.41,20.0,161927363.36,43.0,142081501.44,52.0,139813103.49
87,001579.OF,28.0,78760000.0,251.0,73836000.0,240.0,68994133.16,26.0,56507677.16,352.0,56352000.0,55.0,43700400.0,47.0,42043951.56,188.0,40369516.0,63.0,40000000.0,426.0,39862926.0
88,001583.OF,193.0,81437341.4,183.0,77384207.82,370.0,66546017.5,725.0,66461652.0,33.0,52531915.26,74.0,45980553.83,23.0,42826003.68,88.0,38390625.0,105.0,35256669.65,62.0,26638652.21
89,001605.OF,218.0,140822995.07,408.0,97885906.2,463.0,92581582.0,14.0,88737276.5,110.0,87895016.75,119.0,79860288.34,32.0,75242353.37,33.0,70245770.25,725.0,64650600.0,422.0,63250093.99
90,001616.OF,1545.0,336171521.07,65.0,266805468.0,315.0,252282186.0,46.0,225321100.8,109.0,192218112.0,366.0,187989460.95,57.0,183945723.39,205.0,174877247.88,73.0,162138454.8,119.0,161577581.02
91,001637.OF,60.0,58411320.0,69.0,24059481.69,43.0,22793253.0,24.0,22470788.0,33.0,22366422.0,10.0,22353884.0,135.0,22335300.0,31.0,22162960.0,47.0,22107436.0,34.0,21438186.31
92,001645.OF,52.0,368601984.71,120.0,352537753.8,21.0,347951858.64,53.0,343195482.04,14.0,300295960.4,26.0,293112306.3,43.0,291496504.32,41.0,283683852.62,18.0,275459851.41,10.0,245813302.72
93,001651.OF,725.0,19434600.0,370.0,16300186.0,2071.0,16084775.0,403.0,15596753.0,205.0,13069290.0,265.0,12578532.0,12.0,12474623.0,149.0,10288624.14,620.0,9835895.0,193.0,8818345.0
94,001672.OF,37.0,17133600.0,43.0,15832000.0,40.0,15816490.92,8.0,15279570.6,72.0,14142700.0,3.0,12750000.0,11.0,12565845.12,63.0,12563200.0,7.0,12131897.0,2.0,11988000.0
95,001703.OF,2071.0,22900675.0,74.0,16628623.38,422.0,14108829.87,22.0,11749977.99,6.0,10074014.5,1.0,10001225.16,60.0,7710712.78,13.0,7291295.0,16.0,7169097.93,18.0,4317317.43
96,001705.OF,817.0,127392498.36,1545.0,96567585.87,240.0,90517375.2,69.0,88647992.1,188.0,87092363.16,182.0,87053073.6,73.0,86137339.4,551.0,82292275.0,82.0,81728948.4,502.0,79696563.88
97,001717.OF,286.0,1178990932.11,53.0,1152300883.43,366.0,1075350000.0,80.0,1047650045.55,94.0,1024557000.0,551.0,971767342.0,92.0,802403129.36,75.0,638020000.0,83.0,524968972.2,176.0,455900000.0
98,001725.OF,174.0,232359214.08,31.0,182164188.5,83.0,136200000.0,46.0,133380000.0,1545.0,120267000.0,138.0,116050506.6,63.0,96640000.0,100.0,83897902.5,17.0,81259321.24,10.0,71243195.85
99,001726.OF,836.0,30723912.0,150.0,30015670.0,821.0,23709123.0,587.0,22171548.0,2071.0,18537750.0,221.0,17210232.0,77.0,17120597.63,286.0,15467465.0,403.0,15014895.0,634.0,14641781.0
100,001736.OF,65.0,151708972.6,60.0,126627870.0,200.0,109750516.6,65.0,88354123.0,72.0,81580102.08,72.0,81574207.26,89.0,81423490.4,383.0,76736784.0,247.0,74410520.0,71.0,70822371.6
101,001766.OF,366.0,85412254.59,35.0,65741662.9,83.0,64805049.6,77.0,50214868.88,83.0,47711673.17,6.0,47403406.4,286.0,45238679.7,92.0,45198830.92,75.0,28108942.0,13.0,26258407.35
102,001790.OF,539.0,665240763.6,634.0,664083899.49,1545.0,661098077.64,221.0,590247567.88,43.0,478398172.8,20.0,441904220.64,67.0,427007580.12,144.0,423000674.26,21.0,341096218.65,19.0,301000391.01
103,001825.OF,1545.0,50464033.2,370.0,31279186.83,725.0,29584746.0,2071.0,28087500.0,205.0,27464967.0,52.0,25360749.54,24.0,19594360.0,8.0,17070706.0,10.0,16803608.8,24.0,16600815.0
104,001878.OF,149.0,190675524.08,32.0,125896276.6,500.0,111785856.0,5.0,108876441.12,16.0,103737748.54,69.0,102501485.19,821.0,92494348.8,65.0,84130866.04,422.0,76385384.64,17.0,74517994.43
105,001956.OF,104.0,75591841.5,96.0,69156026.43,147.0,65181375.0,99.0,59192029.8,383.0,54587836.8,98.0,53999044.0,260.0,53529200.0,19.0,41523174.39,47.0,38858820.0,99.0,38131456.0
106,001974.OF,2071.0,37955575.0,411.0,36199548.0,1545.0,35037786.0,634.0,31753260.0,836.0,31088816.12,208.0,29847338.16,193.0,29125825.0,121.0,28965380.0,120.0,25090176.0,251.0,24899816.83
107,001975.OF,22.0,277057088.07,31.0,254326501.64,23.0,254063992.18,33.0,245295578.44,46.0,218890456.08,28.0,193476843.95,149.0,193245158.46,123.0,159969067.8,20.0,120993012.0,72.0,118842460.88
108,002121.OF,422.0,258354392.31,330.0,239352111.53,34.0,192942132.12,16.0,151746762.31,2.0,129679588.52,20.0,120850549.25,11.0,120673686.01,383.0,118375680.0,2.0,116556521.37,251.0,98023443.0
109,002168.OF,1545.0,457658830.23,205.0,438163925.76,65.0,347124769.2,57.0,284008068.3,97.0,279025175.66,46.0,269242206.36,119.0,260308286.46,539.0,255398940.0,315.0,237423415.32,46.0,228706305.12
110,002210.OF,875.0,11534056.58,35.0,7236960.0,19.0,4117465.0,25.0,4094895.0,33.0,4064904.0,3.0,4030546.0,27.0,4003875.2,30.0,3930515.78,3.0,3891048.0,3.0,3842282.52
111,002229.OF,383.0,69265920.0,106.0,65254885.42,247.0,46566286.0,64.0,45808141.69,42.0,44211420.0,6.0,43252874.1,44.0,40343194.0,159.0,39740542.66,159.0,39371202.99,153.0,33496872.0
112,003145.OF,676.0,16316503.78,265.0,13762196.0,39.0,13620112.0,49.0,11774074.0,160.0,11418240.0,228.0,9871785.0,99.0,9591952.0,21.0,9520148.0,20.0,9099015.0,106.0,7501410.25
113,003298.OF,135.0,133679800.0,79.0,112914264.85,82.0,92970631.85,88.0,81128171.0,149.0,74484828.0,12.0,74450929.8,61.0,66657851.12,66.0,55619327.66,35.0,49675960.0,40.0,46056528.64
114,003745.OF,303.0,312298360.56,516.0,300289052.0,817.0,279295992.27,539.0,271163473.2,94.0,260942650.78,11.0,234949250.96,47.0,193304837.28,200.0,159761583.12,6.0,151265693.25,634.0,140848389.0
115,003834.OF,221.0,1366153159.94,1545.0,1292427266.55,43.0,1260985993.54,65.0,1152830566.8,205.0,918916732.92,62.0,904633034.76,71.0,903333160.8,24.0,898470507.4,136.0,890554861.8,29.0,890238256.0
116,003984.OF,205.0,470697028.92,1545.0,468710565.75,65.0,394403662.8,97.0,317138524.22,46.0,291077056.32,119.0,268018478.04,539.0,261144464.4,57.0,252510455.34,46.0,250652244.72,5.0,239860055.04
117,004075.OF,286.0,274151857.75,366.0,248399612.97,176.0,176429835.16,92.0,166917574.96,83.0,158588452.8,221.0,137915248.32,42.0,126400572.02,551.0,125011601.0,89.0,110143808.32,80.0,102153208.55
118,004476.OF,422.0,57109308.16,222.0,48300682.86,71.0,47245882.32,151.0,43252737.53,247.0,41338688.0,22.0,29557280.48,156.0,28953650.0,51.0,28581240.0,22.0,23237083.74,40.0,22432838.0
119,004640.OF,10.0,53713847.25,81.0,46767798.0,7.0,38858160.0,58.0,32409333.6,1545.0,31309509.0,9.0,29857506.0,5.0,29499454.24,3.0,29229397.6,46.0,25846317.36,31.0,23486436.78
120,004683.OF,53.0,17976763.43,80.0,16457215.0,251.0,16410654.0,46.0,15130952.0,176.0,11430963.06,20.0,9701832.0,45.0,9397969.2,25.0,9328644.0,8.0,8908251.66,286.0,8904902.0
121,004851.OF,286.0,994096383.02,366.0,808205100.9,221.0,786206055.6,311.0,698322853.05,75.0,686959324.1,69.0,660921088.0,74.0,504055760.55,31.0,474720770.6,176.0,399945113.5,77.0,388291243.76
122,005267.OF,370.0,450401847.0,32.0,433698714.65,149.0,411079204.1,620.0,391924847.7,408.0,382489181.7,65.0,309158240.48,27.0,305988964.26,5.0,286069620.74,121.0,281306960.72,73.0,258410153.4
123,005268.OF,2071.0,36513750.0,821.0,24198028.47,1545.0,20448597.12,366.0,17349266.76,66.0,17329284.0,188.0,17083412.28,43.0,16478745.6,222.0,15889260.0,114.0,13894280.0,598.0,13019077.5
124,040018.OF,,,,,,,,,,,,,,,,,,,,
125,110022.OF,228.0,2540001306.15,821.0,2485100411.73,587.0,2459645505.1,2071.0,2455160207.5,836.0,2438835763.38,283.0,1767289514.14,114.0,1464030292.61,214.0,1441027800.0,64.0,977922955.59,403.0,893750406.85
126,118001.OF,,,,,,,,,,,,,,,,,,,,
127,162208.OF,396.0,38246187.0,676.0,30385659.31,22.0,24999801.08,150.0,20856972.6,221.0,20148714.4,44.0,19581800.0,106.0,17478250.0,83.0,17270188.0,246.0,16783187.4,516.0,16028838.0
128,320022.OF,2071.0,30521750.0,2.0,24918888.57,94.0,21691987.96,2.0,17398557.0,821.0,13792245.0,14.0,13598772.6,43.0,13578257.0,5.0,13303884.75,189.0,12219424.0,9.0,12178427.9
129,340006.OF,452.0,162814896.0,78.0,137044332.71,725.0,120862800.0,146.0,120239835.62,144.0,82129512.14,50.0,71731690.08,598.0,63961199.25,41.0,63353190.0,37.0,59929084.85,96.0,57701831.9
