,jydm,jydm_mc,p00483_f002,p00483_f007,p00483_f008
49,002206.OF,博时裕康纯债,1382011,8.460,9.0295227279138505
50,004020.OF,广发景祥纯债,130208,6.530,6.9935081802134378
51,005921.OF,农银金鑫定开债券,130209,6.600,6.9187304240648758
52,519138.OF,海富通瑞祥一年定开债券,1380017,5.600,6.1854115915458475
53,003528.OF,汇添富长添利定期开放债券A,124153,6.500,6.6543074502326492
54,005684.OF,财通资管鸿睿12个月定开债券A,124201,6.390,4.3423729339857056
55,000345.OF,鹏华丰融定期开放债券,1380060,8.600,6.3681014006193913
56,002206.OF,博时裕康纯债,1380102,8.190,8.7353088984011526
57,002206.OF,博时裕康纯债,1382138,8.400,8.9584767747644774
58,004923.OF,华夏鼎祥三个月定期开放债券A,122244,4.590,3.7335928259529608
59,519324.OF,浦银安盛盛鑫定开债券A,1320015,9.280,5.5078203308659047
60,003528.OF,汇添富长添利定期开放债券A,1382312,6.510,6.6657497177067463
61,005124.OF,易方达恒益定开债券发起式,101353003,2.920,1.7811790037925136
62,519138.OF,海富通瑞祥一年定开债券,124337,5.570,6.1576989954929813
63,005124.OF,易方达恒益定开债券发起式,101353010,2.680,1.6350339710362076
64,161115.SZ,易方达岁丰添利债券A,1380279,8.700,7.8633713334216558
65,000183.OF,嘉实丰益策略定期债券,112196,1.060,5.8389181647831237
66,006150.OF,招商添利两年债券,1380363,9.250,6.9112056007216711
67,002716.OF,博时裕通3个月定开债发起式A,018002,0.030,0.02993118818340822945
68,004031.OF,鑫元添利三个月定期开放债券,018002,84.890,100.0000000000000000
69,004307.OF,博时富元纯债债券,140402,5.560,4.1631699280290656
70,004821.OF,国寿安保安吉纯债半年定开债券发起式,122271,3.600,2.4568662379408145
71,005820.OF,博时富兴纯债3个月定开债发起式,101456006,5.920,4.6936790537571626
72,004887.OF,长信稳通三个月定开债券发起式,1428002,9.310,9.8864448212798412
73,004911.OF,中加纯债定开债券A,1428002,8.230,8.4107332052856188
74,004956.OF,中银证券安誉债券A,140318,20.420,19.2049843189536292
75,003832.OF,中银丰润定期开放债券,140423,6.680,6.8810570843168162
76,001960.OF,兴银瑞益,140428,7.970,6.2874252954392676
77,002638.OF,兴业天融债券,140428,6.690,7.6671112528858734
78,003640.OF,兴业裕丰债券,140209,11.950,11.9975218624157076
79,003832.OF,中银丰润定期开放债券,140211,6.890,7.1050817174809385
80,005754.OF,平安短债A,101453008,2.490,1.8773561076444736
81,003770.OF,中银丰庆定期开放债券,1480174,6.530,7.4506728169001715
82,004672.OF,华夏短债债券A,122295,8.200,6.6572335604318082
83,161115.SZ,易方达岁丰添利债券A,101453009,6.410,5.7959060341406087
84,004940.OF,中加聚鑫纯债一年A,124668,8.320,6.1826701822673946
85,519784.OF,交银境尚收益债券A,101454018,5.350,2.8727009275546578
86,005684.OF,财通资管鸿睿12个月定开债券A,1480265,4.160,2.8221125755703933
87,005820.OF,博时富兴纯债3个月定开债发起式,101456018,6.010,4.7615997712144254
88,000053.OF,鹏华永诚一年定开债券,1480262,5.870,5.2038758119234592
89,000345.OF,鹏华丰融定期开放债券,1480272,9.070,6.7136546273758122
90,004238.OF,永赢瑞益债券A,101456023,3.030,2.2676525793014988
91,002638.OF,兴业天融债券,140330,8.380,9.5920517979386869
92,519784.OF,交银境尚收益债券A,101459024,5.340,2.8707308181696395
93,003213.OF,中银悦享定期开放债券,101451016,4.980,5.4312148789016957
94,003809.OF,招商招顺纯债A,101461014,8.560,6.3934627372295188
95,004503.OF,鹏华永泰定期开放债券,101461015,9.050,19.6846162764061131
96,005782.OF,创金合信汇益纯债一年定开债券A,124771,7.890,4.8321038474143880
97,004911.OF,中加纯债定开债券A,091401002,8.240,8.4123921270223615
98,000345.OF,鹏华丰融定期开放债券,1480320,8.360,6.1903686809870930
99,004504.OF,鹏华永泽定期开放债券,1480320,5.950,4.4804360222119866
100,519138.OF,海富通瑞祥一年定开债券,1480335,5.690,6.2860364750914119
101,000053.OF,鹏华永诚一年定开债券,1480325,5.810,5.1514542935110546
102,519137.OF,海富通瑞福债券A,1480337,8.100,6.6916981713180472
103,519138.OF,海富通瑞祥一年定开债券,1480337,5.670,6.2699364937241216
104,000053.OF,鹏华永诚一年定开债券,1480187,5.990,5.3112670337956674
105,003832.OF,中银丰润定期开放债券,140215,11.430,11.7826968684887882
106,003213.OF,中银悦享定期开放债券,101461017,4.980,5.4349709057889029
107,004052.OF,华夏鼎智债券A,101461017,3.500,3.7025715826999226
108,005712.OF,兴全祥泰定期开放债券,101473006,8.490,6.0663092656822729
109,161014.SZ,富国汇利回报定期开放债券,122298,3.780,3.0221553675325535
110,003929.OF,中银证券安进债券A,1480411,3.290,3.6910465969435683
111,002994.OF,招商招裕纯债A,140441,9.320,9.9320325386128950
112,005784.OF,创金合信汇誉纯债六个月定开债券A,1480426,8.510,7.2667046823517048
113,003213.OF,中银悦享定期开放债券,1428009,8.500,9.2695524124657532
114,003155.OF,中加丰尚纯债债券A,140221,5.030,4.2391554922958505
115,004136.OF,博时民泽纯债债券,140221,5.190,5.3248146223000640
116,002447.OF,博时裕安一年定开债发起式,101456051,6.180,5.4728628936533538
117,004722.OF,中银丰和定期开放债券,140350,7.760,8.7726298508823932
118,003213.OF,中银悦享定期开放债券,1428012,7.500,8.1806265603374088
119,003213.OF,中银悦享定期开放债券,1428011,9.000,9.8095617637922367
120,002600.OF,易方达裕景添利6个月定期开放债券,1480473,7.680,4.4828955057818191
121,005171.OF,富国景利纯债债券,101456059,4.450,4.2627561494010496
122,004672.OF,华夏短债债券A,101456059,8.280,6.7273166627662776
123,002438.OF,创金合信尊盛纯债债券,101468005,5.180,4.2794598198895375
124,005684.OF,财通资管鸿睿12个月定开债券A,124952,4.860,3.3032552336233752
125,005684.OF,财通资管鸿睿12个月定开债券A,124947,4.830,3.2806890788068199
126,002600.OF,易方达裕景添利6个月定期开放债券,122328,9.690,5.6547784193755038
127,005073.OF,永赢永益债券A,101458029,4.690,3.9265662148417937
128,485105.OF,工银增强收益债券A,101471004,6.580,6.2693566487202519
129,001819.OF,兴全稳益定开债券,140024,9.350,6.9851243113061989
130,005666.OF,上银慧佳盈债券,140373,6.610,6.4723311150895145
131,485105.OF,工银增强收益债券A,127017,6.460,6.1554520225093315
132,003863.OF,招商招祥纯债A,101453029,5.410,4.9550173092786605
133,004027.OF,广发景源纯债A,101456074,2.240,1.7778530345299084
134,161019.SZ,富国新天锋债券(LOF)A,140228,9.900,11.9205761992828159
135,000116.OF,嘉实丰益纯债定期债券,112232,5.380,3.7769877692703617
136,160128.SZ,南方金利定开债券A,112232,3.820,2.1243602825673543
137,003528.OF,汇添富长添利定期开放债券A,091402002,6.450,6.5961672553705052
138,004388.OF,鹏华丰享债券,101460049,3.650,3.5316661756010383
139,002991.OF,嘉实稳鑫纯债债券,101456087,2.680,2.1745244533918278
140,003863.OF,招商招祥纯债A,101456087,9.250,8.4645632372890892
141,485105.OF,工银增强收益债券A,101478003,6.140,5.8453783178240484
142,002341.OF,招商招瑞纯债债券发起式A,150402,4.230,3.4660270307671018
143,006504.OF,广发汇承定期开放债券,150402,13.220,17.8936997622042430
144,001993.OF,博时裕泰纯债债券,1580013,6.400,5.4916243385934428
145,001246.OF,兴银长乐定开债,1580005,2.640,1.9844985284382108
146,004459.OF,鑫元瑞利定开债券,101555001,5.980,5.5677860012656873
147,005736.OF,中欧兴华债券,101555001,4.990,3.0721632893664997
148,650001.OF,英大纯债债券A,113008,0.480,0.45930164560897311860
149,485107.OF,工银添利债券A,113008,0.280,0.20748627427164099223
150,485105.OF,工银增强收益债券A,113008,1.910,1.8201814759201514
151,003730.OF,博时富华纯债债券,150205,9.530,9.3942042488788554
152,003660.OF,中加纯债两年债券A,1580039,6.310,3.9303176875471808
153,003730.OF,博时富华纯债债券,150405,20.200,19.9189595064946398
154,519138.OF,海富通瑞祥一年定开债券,1580046,7.500,8.2935029018254229
155,003863.OF,招商招祥纯债A,101552006,4.110,3.7630601030429739
156,002109.OF,博时裕丰3个月定开债发起式,150306,8.280,6.3970507196972490
157,006150.OF,招商添利两年债券,122341,9.200,6.8739940189263024
158,000914.OF,中加纯债债券,101555007,9.810,7.5071419341206145
159,003730.OF,博时富华纯债债券,150308,14.180,13.9821358115566915
160,002638.OF,兴业天融债券,150208,8.640,9.8899610063006041
161,004728.OF,中欧瑾泰债券A,150209,12.730,11.9676314301337085
162,000053.OF,鹏华永诚一年定开债券,1580098,5.830,5.1672639577941608
163,005171.OF,富国景利纯债债券,101561008,4.480,4.3000421737053929
164,519330.OF,浦银安盛盛跃纯债债券A,1528002,8.810,7.9384158219288559
165,005531.OF,华安安悦债券A,150412,5.560,4.8130851435616604
166,001911.OF,博时裕恒纯债债券,101554028,8.230,6.4365849020726374
167,002970.OF,博时裕昂纯债债券,101558014,9.740,10.0811456607145256
168,004027.OF,广发景源纯债A,101554029,4.600,3.6492749725994016
169,002603.OF,工银瑞信瑞丰半年定期开放纯债债券,101558018,4.280,3.0786274136750895
170,004027.OF,广发景源纯债A,101558018,2.240,1.7748700596397575
171,004238.OF,永赢瑞益债券A,101559021,2.660,1.9878810259539070
172,002603.OF,工银瑞信瑞丰半年定期开放纯债债券,101560019,7.760,5.5848097023239695
173,003285.OF,国寿安保安康纯债债券,091501002,2.510,1.8944513266662804
174,003590.OF,建信睿富纯债债券,091501002,9.510,9.7910413614011141
175,004238.OF,永赢瑞益债券A,101554035,3.630,2.7179719439038635
176,005712.OF,兴全祥泰定期开放债券,122374,9.550,6.8234429440968061
177,004504.OF,鹏华永泽定期开放债券,122377,9.740,7.3413236378207746
178,000252.OF,景顺长城景兴信用纯债债券A,101551034,6.300,5.2549872129512410
179,002198.OF,博时裕达纯债,101551034,9.290,7.1841194949949866
180,006066.OF,中加颐睿纯债债券A,101551034,2.320,1.9179250244869862
181,002985.OF,中银季季红定期开放债券,110031,0.410,0.26769831792910619052
182,002198.OF,博时裕达纯债,101564026,6.680,5.1637369323747324
183,519776.OF,交银裕盈纯债债券A,101564026,5.860,4.9821536787467863
184,005393.OF,南方卓利3个月定开债发起式,150213,7.080,7.2127170875608124
185,005531.OF,华安安悦债券A,150216,5.500,4.7618120512387303
186,005684.OF,财通资管鸿睿12个月定开债券A,122392,6.620,4.4971122812992274
187,005462.OF,博时富业3个月定开债发起式,122396,2.480,1.7349869189691211
188,002994.OF,招商招裕纯债A,101561014,9.330,9.9418438915108629
189,004027.OF,广发景源纯债A,101559035,2.240,1.7750455287509429
190,000187.OF,华泰柏瑞丰盛纯债债券A,101552022,4.320,3.4926381835191420
191,000116.OF,嘉实丰益纯债定期债券,122402,4.480,3.1449935334651842
192,002354.OF,博时裕腾纯债,122407,8.510,7.2285523526633492
193,005442.OF,兴业安和6个月定开债券发起式,122425,6.470,5.0989860702265781
194,005736.OF,中欧兴华债券,122431,4.960,3.0564920620713204
195,003571.OF,招商招琪纯债A,101554055,2.460,2.4970548963406896
196,003809.OF,招商招顺纯债A,122436,9.040,6.7538098417594619
197,003662.OF,鹏华永盛定期开放债券,112273,9.180,6.4098332076838303
198,002991.OF,嘉实稳鑫纯债债券,112274,3.290,2.6710462235840780
199,000205.OF,易方达投资级信用债债券A,101552031,3.490,2.7926828963533123
200,000346.OF,建信安心回报6个月定期开放债券A,101561023,8.630,6.8873734444702710
201,005782.OF,创金合信汇益纯债一年定开债券A,1520054,9.410,5.7632513555921695
202,000552.OF,中加纯债一年A,122446,8.590,5.2192894331734956
203,003662.OF,鹏华永盛定期开放债券,122449,9.190,6.4173964327076460
204,003983.OF,鹏华丰惠债券,122449,3.960,3.2718176068259802
205,002548.OF,嘉实稳瑞纯债债券,122450,3.470,2.7303528650932560
206,003327.OF,万家鑫璟纯债A,112277,4.950,5.0981411190219362
207,005577.OF,交银丰晟收益债券A,122358,8.460,4.4805433202966862
208,005820.OF,博时富兴纯债3个月定开债发起式,101562033,7.620,6.0401774875590396
209,002970.OF,博时裕昂纯债债券,1589225,1.070,1.1070654085465867
210,002603.OF,工银瑞信瑞丰半年定期开放纯债债券,101553028,4.470,3.2210538791451101
211,006066.OF,中加颐睿纯债债券A,101553028,1.970,1.6257092107370768
212,002994.OF,招商招裕纯债A,150220,9.250,9.8564851212985423
213,002898.OF,富国两年期理财债券A,122468,2.880,2.9415266234183689
214,002140.OF,博时裕诚纯债债券,112285,5.490,5.3974730235092111
215,519718.OF,交银纯债债券A/B,123935,1.520,1.4956501489223938
216,519680.OF,交银增利债券A/B,123935,1.280,1.0043955905094491
217,005577.OF,交银丰晟收益债券A,101560059,8.520,4.5137558020859234
218,003327.OF,万家鑫璟纯债A,136000,4.980,5.1306101240589950
219,000265.OF,易方达恒久1年定期债券A,122497,5.180,3.0480353991860930
220,000205.OF,易方达投资级信用债债券A,101560061,3.500,2.7940556268371667
221,006107.OF,招商添利6个月定开债发起式A,101560061,4.360,3.7414028627595649
222,002336.OF,创金合信尊享纯债债券A,150221,17.750,17.1178700136696906
223,004027.OF,广发景源纯债A,101568004,2.640,2.0988913203546143
224,002898.OF,富国两年期理财债券A,136013,3.660,3.7386459359166229
225,005622.OF,博时富安3个月定开债发起式,101554074,4.340,3.7334850160789698
226,001993.OF,博时裕泰纯债债券,101564059,7.800,6.6941892988735964
227,000402.OF,工银纯债债券A,136014,3.210,2.4745278872877724
228,002755.OF,博时裕盛纯债,136014,9.150,9.4261469964057864
229,485107.OF,工银添利债券A,132004,0.200,0.14718830095738465559
230,485105.OF,工银增强收益债券A,132004,1.720,1.6422487121904417
231,161115.SZ,易方达岁丰添利债券A,132004,4.490,4.0588294540977997
232,006150.OF,招商添利两年债券,132004,2.870,2.1442108405193473
233,000469.OF,富国目标齐利一年期纯债债券,136031,5.240,3.2476557504496173
234,005784.OF,创金合信汇誉纯债六个月定开债券A,136036,9.220,7.8758638675185813
235,003280.OF,鹏华丰恒债券,136035,5.690,7.1084778802497828
236,005024.OF,南方兴利半年定开债券发起,136035,3.660,2.8528225807482712
237,004978.OF,富国聚利纯债三个月定开债发起式,150316,5.900,5.9100093617288380
238,004728.OF,中欧瑾泰债券A,150316,8.600,8.0898316869677742
239,005791.OF,华夏鼎福三个月定开债券A,150316,9.800,8.3632449074049998
240,000546.OF,兴业定开债券A,136053,8.880,6.5287614754810022
241,006029.OF,鹏华尊享定期开放发起式债券,136053,9.780,10.0302466751981720
242,002898.OF,富国两年期理财债券A,112296,2.890,2.9538249479597454
243,003193.OF,创金合信尊智纯债A,136061,7.620,5.8065730891043438
244,160128.SZ,南方金利定开债券A,136057,5.140,2.8600260741936694
245,000345.OF,鹏华丰融定期开放债券,127313,7.310,5.4121795604096034
246,003280.OF,鹏华丰恒债券,127313,6.620,8.2683340718889927
247,002600.OF,易方达裕景添利6个月定期开放债券,136065,6.340,3.7002140754563940
248,005782.OF,创金合信汇益纯债一年定开债券A,1520070,8.030,4.9183774265642761
249,485105.OF,工银增强收益债券A,132005,8.930,8.5057652342174358
250,003102.OF,长盛盛裕纯债A,136085,8.470,6.8329520515969339
251,000355.OF,南方丰元信用增强债券A,136090,7.870,6.6141540642910688
252,519680.OF,交银增利债券A/B,101580018,9.520,7.4734564900831830
253,519718.OF,交银纯债债券A/B,127334,9.090,8.9263392187986310
254,005784.OF,创金合信汇誉纯债六个月定开债券A,1580317,7.270,6.2075851022628415
255,002625.OF,博时安怡6个月定开债,160403,29.310,22.3032501112847186
256,002169.OF,永赢稳益债券,160403,9.510,8.5008117361417724
257,004728.OF,中欧瑾泰债券A,160403,7.970,7.4948708481911269
258,005791.OF,华夏鼎福三个月定开债券A,160403,18.200,15.5297494916505884
259,001819.OF,兴全稳益定开债券,160404,2.860,2.1366000417464086
260,003730.OF,博时富华纯债债券,160405,22.160,21.8502510172284939
261,000207.OF,建信双债增强A,110032,3.770,4.1849797377304676
262,650001.OF,英大纯债债券A,110032,0.270,0.26065280935596808454
263,003660.OF,中加纯债两年债券A,110032,0.660,0.41257595842154092638
264,519138.OF,海富通瑞祥一年定开债券,110032,0.140,0.14995623270377743901
265,004503.OF,鹏华永泰定期开放债券,110032,1.060,2.3109797660986084
266,650001.OF,英大纯债债券A,110033,0.940,0.90329906654514153503
267,485107.OF,工银添利债券A,110033,0.690,0.50994409159724121358
268,003209.OF,鹏华丰达债券,127382,5.830,4.9323109818263390
269,004940.OF,中加聚鑫纯债一年A,101653001,8.120,6.0316248225067176
270,004910.OF,中加颐享纯债债券A,101653001,6.590,5.2399044262885896
271,002140.OF,博时裕诚纯债债券,127365,5.480,5.3887735605923029
272,003847.OF,华安鼎丰债券发起式A,101658004,8.650,8.9663449740548885
273,002868.OF,鹏华丰茂债券,101663001,5.960,4.7003240321568183
274,001545.OF,博时裕嘉3个月定开债发起式,1620004,8.990,6.6332373086373211
275,002927.OF,长盛盛和纯债A,136155,5.800,4.8827422923099650
276,005442.OF,兴业安和6个月定开债券发起式,101659008,4.970,3.9207381904199322
277,004504.OF,鹏华永泽定期开放债券,136175,7.220,5.4368479566358836
278,000799.OF,民生加银半年理财,136175,6.860,7.6201065324332440
279,000207.OF,建信双债增强A,113009,0.400,0.43814946839682734244
280,002600.OF,易方达裕景添利6个月定期开放债券,128010,0.280,0.16253725134415823783
281,003102.OF,长盛盛裕纯债A,136196,5.140,4.1492888866562766
282,005754.OF,平安短债A,1628001,1.980,1.4946894445880217
283,005845.OF,长城久荣定期开放债券型发起式,1628001,7.470,7.5756510207362160
284,006360.OF,财通资管鸿益中短债债券A,131128,2.660,2.6700999501415594
285,003809.OF,招商招顺纯债A,136194,5.740,4.2907684105546611
286,001369.OF,兴业稳固收益两年理财债券,101651005,8.070,6.8143565025175986
287,001299.OF,兴业添利债券,101651005,2.850,2.5310926547674479
288,002750.OF,工银泰享三年理财债券,101651005,5.000,4.4651565897278985
289,000799.OF,民生加银半年理财,136212,6.840,7.5945630823652912
290,002524.OF,兴业福益债券,116132,3.800,3.8539554362493129
291,001961.OF,博时裕荣纯债债券,116132,0.330,0.34375387934540193229
292,002994.OF,招商招裕纯债A,116132,6.370,6.7921474693050453
293,000191.OF,富国信用债债券A/B,136219,2.500,1.9492293646860404
294,002625.OF,博时安怡6个月定开债,160206,13.000,9.8886555312239527
295,002466.OF,博时裕新纯债,160206,6.860,5.1962105525016259
296,675041.OF,西部利得合享A,160206,8.660,8.3385411464378116
297,002929.OF,博时聚盈纯债债券,160206,6.400,5.9234416261061608
298,002638.OF,兴业天融债券,160206,7.190,8.2388685228661911
299,004118.OF,博时裕鹏纯债债券,160206,8.490,7.4885975270799199
300,519328.OF,浦银安盛盛泰纯债债券A,160206,8.780,7.3359756636076035
301,004061.OF,华夏鼎隆债券A,160206,26.450,20.9391586211940101
302,004728.OF,中欧瑾泰债券A,160206,13.710,12.8910345386255898
303,005393.OF,南方卓利3个月定开债发起式,160206,5.830,5.9413719589613189
304,005791.OF,华夏鼎福三个月定开债券A,160206,13.320,11.3610242915611397
305,005864.OF,国投瑞银顺达纯债债券,160206,6.520,5.1649105426875665
306,006707.OF,永赢宏益债券A,160301,4.890,8.1760908607129924
307,519332.OF,浦银安盛盛达纯债债券A,1628004,5.590,5.0257777197356495
308,002336.OF,创金合信尊享纯债债券A,160207,8.260,7.9676898222940226
309,519332.OF,浦银安盛盛达纯债债券A,160207,5.990,5.3834920879973181
310,004230.OF,永赢添益债券,160207,11.770,9.0434474129864560
311,005920.OF,富国颐利纯债债券,160207,7.030,7.0656621640739301
312,003209.OF,鹏华丰达债券,101659010,5.870,4.9652129956529550
313,002698.OF,博时裕利纯债债券,160407,7.550,5.6567857339992386
314,000191.OF,富国信用债债券A/B,136228,2.500,1.9480586563589016
315,001545.OF,博时裕嘉3个月定开债发起式,160208,11.600,8.5522179928371301
316,002994.OF,招商招裕纯债A,160208,9.210,9.8103717626780932
317,002750.OF,工银泰享三年理财债券,160208,4.830,4.3148051299667686
318,161019.SZ,富国新天锋债券(LOF)A,136253,5.730,6.8985279958231065
319,003746.OF,广发汇瑞3个月定期开放债券,1628003,8.670,7.3714637217969023
320,005754.OF,平安短债A,1628003,3.300,2.4899101897528396
321,003285.OF,国寿安保安康纯债债券,1628005,2.960,2.2304949130897367
322,000914.OF,中加纯债债券,101662022,9.710,7.4302366187986539
323,003673.OF,中加丰裕纯债债券A,101660013,6.480,6.1808311598273811
324,000914.OF,中加纯债债券,101672001,9.630,7.3740365806787597
325,002927.OF,长盛盛和纯债A,136260,5.810,4.8877049331193053
326,002868.OF,鹏华丰茂债券,136260,7.810,6.1632206879963392
327,003809.OF,招商招顺纯债A,136260,5.740,4.2903327995485134
328,003280.OF,鹏华丰恒债券,139029,8.290,10.3499466113933142
329,005670.OF,嘉实致兴定期纯债债券,1680086,1.780,2.2518927431594527
330,161014.SZ,富国汇利回报定期开放债券,127400,5.670,4.5364954730788702
331,005862.OF,华夏鼎禄三个月定开债券A,160411,28.040,15.3884510052366049
332,003428.OF,中加丰盈一年定期开放债券型发起式,1620013,8.760,7.5677070817647006
333,002927.OF,长盛盛和纯债A,136268,5.820,4.8941563661714478
334,001961.OF,博时裕荣纯债债券,061607004,0.790,0.83301585127285335753
335,005670.OF,嘉实致兴定期纯债债券,101661013,1.980,2.5007365101351517
336,005307.OF,财通资管鸿达纯债债券A,1680099,5.100,5.6026993994874337
337,000295.OF,鹏华丰实定期开放债券A,136270,4.940,7.0908074536266443
338,002268.OF,兴业丰利债券,1605049,8.490,7.5698565934416668
339,005897.OF,平安合颖定开债,1620015,8.820,6.8547195465217552
340,005024.OF,南方兴利半年定开债券发起,112352,2.610,2.0359050011855681
341,000402.OF,工银纯债债券A,136283,3.020,2.3290779964712236
342,005590.OF,添富鑫永定开债A,136292,3.390,2.0953793619429562
343,000295.OF,鹏华丰实定期开放债券A,136301,6.000,8.6151260779512522
344,000111.OF,易方达纯债1年定期开放债券A,136301,6.910,3.9458964531729609
345,004923.OF,华夏鼎祥三个月定期开放债券A,127056,3.240,2.6345255498557602
346,005784.OF,创金合信汇誉纯债六个月定开债券A,127413,8.790,7.5045297699791562
347,005782.OF,创金合信汇益纯债一年定开债券A,127413,8.480,5.1920830494064294
348,002445.OF,兴业丰泰债券,1605052,6.170,4.9401078312587497
349,519784.OF,交银境尚收益债券A,136304,7.340,3.9433709450527894
350,000402.OF,工银纯债债券A,112358,2.370,1.8258381747620997
351,005841.OF,富国尊利纯债定期开放债券型发起式,112358,2.900,2.0544925005100725
352,003660.OF,中加纯债两年债券A,136313,8.350,5.2034704507376372
353,003417.OF,中加丰泽纯债,136313,6.920,5.1581605222393550
354,002927.OF,长盛盛和纯债A,1680133,9.130,7.6802931974419914
355,002868.OF,鹏华丰茂债券,1680133,9.860,7.7822472617620544
356,003209.OF,鹏华丰达债券,1680133,5.860,4.9597293266818523
357,005388.OF,兴业安弘3个月定开债券发起式,101659019,7.840,8.8899528711537047
358,519782.OF,交银裕隆纯债债券A,101658015,6.380,4.7005202726610664
359,002750.OF,工银泰享三年理财债券,130856,8.620,7.7073677613422537
360,002268.OF,兴业丰利债券,1605042,9.440,8.4109517704907409
361,002600.OF,易方达裕景添利6个月定期开放债券,1680140,7.630,4.4559725787825186
362,003280.OF,鹏华丰恒债券,136334,8.410,10.5063317158839942
363,003651.OF,博时丰达6个月定开债发起式,136344,3.280,2.0760474940626551
364,002268.OF,兴业丰利债券,130865,8.830,7.8712723180187215
365,006171.OF,鹏扬淳利定期开放债券,160210,23.260,19.8163381970772897
366,002750.OF,工银泰享三年理财债券,130887,9.990,8.9233921292950140
367,002750.OF,工银泰享三年理财债券,130895,7.130,6.3677022035402462
368,004956.OF,中银证券安誉债券A,160412,12.170,11.4462088539657194
369,002109.OF,博时裕丰3个月定开债发起式,160413,7.790,6.0199454636904613
370,003162.OF,博时富宁纯债债券,160413,4.710,4.1935094337073376
371,004728.OF,中欧瑾泰债券A,160413,8.500,7.9940511705267072
372,002466.OF,博时裕新纯债,1605131,8.920,6.7573412824408522
373,160128.SZ,南方金利定开债券A,112364,3.770,2.0995090370688961
374,002445.OF,兴业丰泰债券,130909,6.210,4.9719827078794333
375,519762.OF,交银裕通纯债债券A,101660036,8.850,10.2227155065741969
