,jydm,jydm_mc,p00483_f002,p00483_f007,p00483_f008
83,003213.OF,中银悦享定期开放债券,1428012,7.690,7.8917460399389593
84,003213.OF,中银悦享定期开放债券,1428011,9.350,9.5922850041664372
85,003952.OF,兴业嘉瑞6个月定开债券A,1480472,5.540,4.3806709446851369
86,002600.OF,易方达裕景添利6个月定期开放债券,1480473,4.470,2.7571433656826603
87,005684.OF,财通资管鸿睿12个月定开债券A,124952,4.730,4.1920747458514284
88,000252.OF,景顺长城景兴信用纯债债券A,101456061,7.140,6.4318410496832232
89,005684.OF,财通资管鸿睿12个月定开债券A,124947,4.680,4.1411588582499940
90,000355.OF,南方丰元信用增强债券A,122329,7.770,6.4978578779788132
91,005754.OF,平安短债A,101458029,1.070,1.0153124440214798
92,485105.OF,工银增强收益债券A,101471004,7.240,7.8315038603155525
93,485105.OF,工银增强收益债券A,101460037,6.680,7.2190674548903308
94,003155.OF,中加丰尚纯债债券A,1422011,8.770,8.3236081759584344
95,000552.OF,中加纯债一年A,101459055,4.750,3.2928686890251416
96,485105.OF,工银增强收益债券A,127017,7.020,7.5917929792141591
97,003863.OF,招商招祥纯债A,101453029,5.400,4.9938912135088860
98,003223.OF,广发景丰纯债,101456074,4.150,4.1961963296869365
99,519138.OF,海富通瑞祥一年定开债券,1480564,8.240,5.1427023080632972
100,003528.OF,汇添富长添利定期开放债券A,091402002,6.590,6.7104804081735440
101,006066.OF,中加颐睿纯债债券A,101456085,3.380,2.5388634289450011
102,003863.OF,招商招祥纯债A,101456087,5.890,5.4522887316384572
103,004637.OF,华夏鼎兴债券A,101560001,4.970,4.6165504141950838
104,000345.OF,鹏华丰融定期开放债券,127096,8.750,6.1670499976946739
105,004459.OF,鑫元瑞利定开债券,101555001,5.800,5.9006779427926768
106,001001.OF,华夏债券A/B,019503,5.240,4.3940333115234515
107,485105.OF,工银增强收益债券A,113008,1.940,2.0920429276704158
108,001001.OF,华夏债券A/B,113008,0.640,0.53824337740269746407
109,485107.OF,工银添利债券A,113008,0.300,0.23149518562623203953
110,000546.OF,兴业定开债券A,113008,0.260,0.20032235906470427366
111,002552.OF,华夏恒利3个月定开债券,113008,1.570,1.5385096612920330
112,003730.OF,博时富华纯债债券,150205,9.440,10.2995776887388426
113,004956.OF,中银证券安誉债券A,150404,12.860,12.5093295902761947
114,003730.OF,博时富华纯债债券,150405,19.940,21.7684207518324308
115,004637.OF,华夏鼎兴债券A,101559005,4.970,4.6115472561107345
116,003863.OF,招商招祥纯债A,101552006,4.050,3.7461340040197294
117,003730.OF,博时富华纯债债券,150308,13.980,15.2629086611569573
118,519330.OF,浦银安盛盛跃纯债债券A,150210,4.460,3.8676612606560284
119,006360.OF,财通资管鸿益中短债债券A,150410,3.490,3.3015581847142740
120,004042.OF,华夏鼎茂债券A,101560014,5.820,4.9159666119850513
121,519330.OF,浦银安盛盛跃纯债债券A,1528002,6.120,5.3059496197994643
122,000346.OF,建信安心回报6个月定期开放债券A,101569004,8.040,6.1323234847487143
123,001911.OF,博时裕恒纯债债券,101554028,8.260,6.5539400854160564
124,002927.OF,长盛盛和纯债A,101573007,5.520,5.3373656841734444
125,005719.OF,招商招诚半年定开债发起式,101570004,5.880,5.2378169814027965
126,002970.OF,博时裕昂纯债债券,101558014,8.960,8.5577337172779414
127,005073.OF,永赢永益债券A,101552013,4.990,4.1394170947001816
128,070025.OF,嘉实信用债券A,101559024,4.760,3.8770732635401403
129,003285.OF,国寿安保安康纯债债券,091501002,2.450,1.9260877530254897
130,003590.OF,建信睿富纯债债券,091501002,9.330,9.4892522454202594
131,005435.OF,国投瑞银顺银债券,101556022,5.910,4.7762373742704069
132,519718.OF,交银纯债债券A/B,101562012,5.220,4.0785995828103286
133,004923.OF,华夏鼎祥三个月定期开放债券A,101552016,2.470,2.3135634666163194
134,004027.OF,广发景源纯债A,101556023,3.390,2.6074021110120672
135,006360.OF,财通资管鸿益中短债债券A,150313,3.490,3.3012310386396887
136,002198.OF,博时裕达纯债,101551034,9.070,7.5199421350772120
137,004042.OF,华夏鼎茂债券A,101573008,3.870,3.2660388765815255
138,002198.OF,博时裕达纯债,101564026,6.500,5.3872632607379323
139,005393.OF,南方卓利3个月定开债发起式,150213,4.430,4.5081855335416600
140,519137.OF,海富通瑞福债券A,150216,10.300,8.4250266168924019
141,000355.OF,南方丰元信用增强债券A,122392,5.110,4.2749486438575223
142,005684.OF,财通资管鸿睿12个月定开债券A,122392,8.980,7.9521625366568547
143,002994.OF,招商招裕纯债A,101561014,9.230,11.1835606044824149
144,002338.OF,兴业优债增利债券A,1580172,7.480,7.5995854084827827
145,000187.OF,华泰柏瑞丰盛纯债债券A,101552022,6.310,5.4153447036757875
146,003983.OF,鹏华丰惠债券,101552022,3.260,2.6611840796174180
147,217022.OF,招商产业债券A,101558028,2.340,1.8414963851082988
148,005442.OF,兴业安和6个月定开债券发起式,122425,6.480,4.8136580201144890
149,004821.OF,国寿安保安吉纯债半年定开债券发起式,101552026,3.150,2.4252053675087728
150,003809.OF,招商招顺纯债A,122436,8.930,7.1764931254420019
151,000546.OF,兴业定开债券A,112273,4.340,3.3578476427528979
152,003662.OF,鹏华永盛定期开放债券,112273,8.880,5.4899393754596962
153,002991.OF,嘉实稳鑫纯债债券,112274,3.870,3.1325703194834818
154,000606.OF,天弘优选债券,150420,10.450,9.2855308151459970
155,005782.OF,创金合信汇益纯债一年定开债券A,1520054,9.460,7.9756314969650214
156,003662.OF,鹏华永盛定期开放债券,122449,8.850,5.4716825348136056
157,003983.OF,鹏华丰惠债券,122449,3.880,3.1599299791767126
158,002548.OF,嘉实稳瑞纯债债券,122450,3.410,2.7497118284046142
159,003605.OF,景顺长城景泰汇利定期开放债券A,112277,8.270,5.5139517847322023
160,004238.OF,永赢瑞益债券A,101561024,6.780,5.4909647269153304
161,217022.OF,招商产业债券A,101564043,2.040,1.6105133141770682
162,000402.OF,工银纯债债券A,122358,2.500,2.0626338481710557
163,005577.OF,交银丰晟收益债券A,122358,8.600,4.6355612837702382
164,002970.OF,博时裕昂纯债债券,1589225,0.840,0.80634154833974178745
165,004637.OF,华夏鼎兴债券A,101553027,4.990,4.6333792186606226
166,004923.OF,华夏鼎祥三个月定期开放债券A,122464,2.460,2.3028386102481182
167,002143.OF,博时裕坤3个月定开债发起式,150220,4.830,4.9165109122554688
168,002994.OF,招商招裕纯债A,150220,9.110,11.0322536080688293
169,005388.OF,兴业安弘3个月定开债券发起式,150220,6.600,4.8883351604267358
170,006360.OF,财通资管鸿益中短债债券A,122484,4.890,4.6276775126530156
171,005577.OF,交银丰晟收益债券A,101560059,8.610,4.6392145682023299
172,002898.OF,富国两年期理财债券A,101559046,3.570,1.8877396171901522
173,000205.OF,易方达投资级信用债债券A,101560061,3.210,2.6892609269464643
174,006107.OF,招商添利6个月定开债发起式A,101560061,4.370,3.7111915891169202
175,002336.OF,创金合信尊享纯债债券A,150221,25.650,22.8480043040055798
176,003285.OF,国寿安保安康纯债债券,1520065,2.460,1.9358106546788897
177,004027.OF,广发景源纯债A,101568004,7.820,6.0073106621999968
178,002898.OF,富国两年期理财债券A,136013,3.590,1.8965557545075297
179,001001.OF,华夏债券A/B,119240,3.910,3.2784769037431244
180,001993.OF,博时裕泰纯债债券,101564059,7.640,5.7151658237809805
181,000402.OF,工银纯债债券A,136014,3.640,3.0060927802825598
182,485105.OF,工银增强收益债券A,132004,1.910,2.0675134625820432
183,161115.SZ,易方达岁丰添利债券A,132004,9.730,8.3957662886755583
184,000546.OF,兴业定开债券A,132004,2.670,2.0655393508986188
185,002338.OF,兴业优债增利债券A,132004,8.930,9.0773081621749131
186,003605.OF,景顺长城景泰汇利定期开放债券A,132004,0.920,0.61103158789659933057
187,004821.OF,国寿安保安吉纯债半年定开债券发起式,132004,0.020,0.01792587394492501111
188,000469.OF,富国目标齐利一年期纯债债券,136031,5.120,3.2270830930875116
189,005784.OF,创金合信汇誉纯债六个月定开债券A,136036,9.370,7.3946831078154589
190,005442.OF,兴业安和6个月定开债券发起式,136036,3.500,2.6001616073855275
191,005024.OF,南方兴利半年定开债券发起,136035,3.670,2.9306849060985075
192,003640.OF,兴业裕丰债券,150316,11.300,9.2899961885774418
193,004978.OF,富国聚利纯债三个月定开债发起式,150316,5.890,5.1729634670167873
194,002447.OF,博时裕安一年定开债发起式,101572004,6.260,5.3381510771748023
195,006029.OF,鹏华尊享定期开放发起式债券,136053,9.890,9.8452896978443925
196,004705.OF,南方祥元A,136051,5.400,5.1452612817951454
197,003193.OF,创金合信尊智纯债A,112296,7.910,7.3199841233728996
198,002600.OF,易方达裕景添利6个月定期开放债券,136078,4.930,3.0419451756379397
199,002898.OF,富国两年期理财债券A,136062,5.850,3.0938611399853418
200,003193.OF,创金合信尊智纯债A,136061,7.600,7.0291162945614753
201,003869.OF,长信稳势纯债债券,136057,8.050,6.7538320727722102
202,000552.OF,中加纯债一年A,112298,4.720,3.2706438680967337
203,000345.OF,鹏华丰融定期开放债券,127313,8.430,5.9380435603359497
204,005782.OF,创金合信汇益纯债一年定开债券A,1520070,8.080,6.8144075422793033
205,485105.OF,工银增强收益债券A,132005,9.130,9.8711311230347258
206,160602.OF,鹏华普天债券A,132005,0.070,0.06726411736383291067
207,003102.OF,长盛盛裕纯债A,136085,8.550,8.1880152857888762
208,000355.OF,南方丰元信用增强债券A,136090,5.010,4.1875301343080594
209,004705.OF,南方祥元A,136090,4.350,4.1473954954704153
210,002354.OF,博时裕腾纯债,1521021,7.450,5.9407284633233791
211,004334.OF,博时广利3个月定开债发起式,1580305,2.600,2.6572705989798577
212,005845.OF,长城久荣定期开放债券型发起式,101551108,4.890,4.2204316405919737
213,002354.OF,博时裕腾纯债,1520077,7.440,5.9337070172916761
214,002109.OF,博时裕丰3个月定开债发起式,160403,6.620,5.6191970486843363
215,002625.OF,博时安怡6个月定开债,160403,28.910,23.1067546556919346
216,003428.OF,中加丰盈一年定期开放债券型发起式,160403,24.870,24.6835066547643022
217,004728.OF,中欧瑾泰债券A,160403,8.010,6.3211190794317345
218,005791.OF,华夏鼎福三个月定开债券A,160403,18.160,14.1112669823844539
219,003730.OF,博时富华纯债债券,160405,21.890,23.8959999836709034
220,485107.OF,工银添利债券A,110033,0.580,0.43822211499191351319
221,003209.OF,鹏华丰达债券,127382,5.820,4.6875401840683851
222,519137.OF,海富通瑞福债券A,127365,7.050,5.7662345660515299
223,003859.OF,招商招旭纯债A,136148,3.840,3.4592042159122252
224,003952.OF,兴业嘉瑞6个月定开债券A,136161,5.870,4.6422943483260548
225,002868.OF,鹏华丰茂债券,101663001,5.840,5.0386496358758946
226,002927.OF,长盛盛和纯债A,136155,5.870,5.6724019590959714
227,530021.OF,建信纯债A,160205,3.180,2.5264173468082650
228,070025.OF,嘉实信用债券A,160205,7.260,5.9034331018323904
229,004200.OF,博时富瑞纯债债券A,136188,4.790,3.5713365779355447
230,100018.OF,富国天利增长债券A,128010,0.140,0.11600455581320014868
231,110035.OF,易方达双债增强债券A,128010,0.930,0.79154909880231540818
232,002600.OF,易方达裕景添利6个月定期开放债券,128010,0.170,0.10329811882878530191
233,000914.OF,中加纯债债券,101662012,9.420,7.0767960994126771
234,006360.OF,财通资管鸿益中短债债券A,131128,3.500,3.3070183868289923
235,003809.OF,招商招顺纯债A,136194,5.720,4.5977442431258272
236,006150.OF,招商添利两年债券,136213,9.150,6.4692549507491058
237,001961.OF,博时裕荣纯债债券,116132,0.320,0.33360162705456724685
238,002817.OF,招商招恒纯债A,116132,6.670,7.2102955133030075
239,002994.OF,招商招裕纯债A,116132,6.380,7.7302525182198842
240,000254.OF,长城定期开放债券A,160206,8.520,8.6721924598171964
241,519762.OF,交银裕通纯债债券A,160206,5.850,4.7027357357842425
242,002817.OF,招商招恒纯债A,160206,9.450,10.2083810583499689
243,002625.OF,博时安怡6个月定开债,160206,12.830,10.2593908448143800
244,002466.OF,博时裕新纯债,160206,6.750,5.7346286877034149
245,675041.OF,西部利得合享A,160206,10.270,8.2782600193711407
246,002929.OF,博时聚盈纯债债券,160206,8.140,8.2348427031197952
247,003290.OF,长城久稳债券A,160206,10.020,10.6345124126131155
248,003518.OF,万家鑫瑞纯债A,160206,9.010,8.3600254770562024
249,005336.OF,中加颐慧定开债券A,160206,5.990,5.0495423982344142
250,006172.OF,万家鑫悦纯债A,160206,11.780,11.2508481529989112
251,006043.OF,永赢惠益债券A,160206,16.170,14.4510082021447627
252,002169.OF,永赢稳益债券,160302,8.100,8.8853010212101593
253,006043.OF,永赢惠益债券A,160302,7.280,6.5031575517034411
254,519332.OF,浦银安盛盛达纯债债券A,1628004,5.660,4.7770900021811288
255,002336.OF,创金合信尊享纯债债券A,160207,8.240,7.3355941091193672
256,004230.OF,永赢添益债券,160207,11.630,9.0644107175814297
257,003209.OF,鹏华丰达债券,101659010,5.860,4.7185897276400946
258,003162.OF,博时富宁纯债债券,160407,6.170,4.6442681282075966
259,003285.OF,国寿安保安康纯债债券,1628005,2.910,2.2886566621320795
260,519332.OF,浦银安盛盛达纯债债券A,1628005,8.210,6.9380915724588753
261,003673.OF,中加丰裕纯债债券A,101660013,9.650,6.6742650330852083
262,000345.OF,鹏华丰融定期开放债券,1680084,8.250,5.8159466849038304
263,002868.OF,鹏华丰茂债券,136260,7.720,6.6606589151338885
264,161014.SZ,富国汇利回报定期开放债券,127400,5.660,4.3110906193817537
265,004722.OF,中银丰和定期开放债券,160411,4.710,4.7947319268402501
266,002927.OF,长盛盛和纯债A,136268,5.860,5.6701309544081139
267,001961.OF,博时裕荣纯债债券,061607004,0.460,0.47520659111541877086
268,000147.OF,易方达高等级信用债债券A,112343,2.720,2.0326382987460741
269,002268.OF,兴业丰利债券,1605049,9.050,9.2170196709610596
270,519782.OF,交银裕隆纯债债券A,101661014,6.530,5.7000730787380596
271,005338.OF,兴业3个月定开债券,127409,5.920,4.6847087958067393
272,070025.OF,嘉实信用债券A,136275,4.760,3.8705706742070520
273,005590.OF,添富鑫永定开债A,136292,3.340,2.3273461590295491
274,004705.OF,南方祥元A,136280,5.270,5.0202116373394334
275,002445.OF,兴业丰泰债券,1605052,6.580,6.3989924675192877
276,003660.OF,中加纯债两年债券A,136313,8.250,5.9002159496723721
277,003417.OF,中加丰泽纯债,136313,6.530,5.4145432761351420
278,002868.OF,鹏华丰茂债券,1680133,9.680,8.3509140215484527
279,003209.OF,鹏华丰达债券,1680133,5.830,4.6974195842957472
280,002927.OF,长盛盛和纯债A,1680133,9.120,8.8184373698776215
281,005879.OF,中加颐兴定开债券,1680133,3.610,2.7471191888236728
282,000207.OF,建信双债增强A,136318,7.490,8.2661149957287692
283,002268.OF,兴业丰利债券,130857,8.040,8.1937283774357462
284,004601.OF,博时富腾纯债债券,101664023,7.190,6.0247422705391557
285,003651.OF,博时丰达6个月定开债发起式,136344,3.290,2.8307289267233617
286,002268.OF,兴业丰利债券,130865,9.430,9.6063820595226444
287,002991.OF,嘉实稳鑫纯债债券,101660031,2.580,2.0923517097407436
288,002338.OF,兴业优债增利债券A,160210,8.760,8.8976598224180768
289,003269.OF,招商招乾3个月定开债发起式A,160210,5.800,4.8055350528902422
290,003452.OF,招商招盛纯债A,160210,3.070,3.1152940594657035
291,002109.OF,博时裕丰3个月定开债发起式,160413,7.930,6.7308892750493479
292,003162.OF,博时富宁纯债债券,160413,4.640,3.4958188501767888
293,003518.OF,万家鑫瑞纯债A,160413,4.950,4.5943289680912852
294,005898.OF,浦银安盛盛泽定开债券,160413,9.100,7.7283758242013426
295,003258.OF,博时富祥纯债债券A,136360,9.840,7.2952701008517199
296,002927.OF,长盛盛和纯债A,136361,5.710,5.5179736403216641
297,002445.OF,兴业丰泰债券,1605101,5.790,5.6318284797263620
298,519138.OF,海富通瑞祥一年定开债券,136370,8.980,5.6034219081833527
299,003660.OF,中加纯债两年债券A,1680195,5.820,4.1641257784087659
300,002336.OF,创金合信尊享纯债债券A,160417,34.000,30.2826291322270079
301,000355.OF,南方丰元信用增强债券A,019536,6.440,5.3819459652041412
302,519206.OF,万家年年恒荣A,1680212,3.710,2.2047301554962354
303,004027.OF,广发景源纯债A,1680227,4.260,3.2724594150646377
304,002445.OF,兴业丰泰债券,130937,8.810,8.5662653004975152
305,004122.OF,兴银长益三个月定开债,127434,3.100,2.7129691078912643
306,002268.OF,兴业丰利债券,1605168,5.220,5.3227176326654983
307,004882.OF,中银丰荣定期开放债券,101652021,3.870,3.5856876789420503
308,004672.OF,华夏短债债券A,136436,4.260,4.7097653869160462
309,004061.OF,华夏鼎隆债券A,160306,12.120,9.7368374337665195
310,004728.OF,中欧瑾泰债券A,160306,9.400,7.4220925476508603
311,005871.OF,天弘荣享,101654051,3.980,3.2012689089958074
312,070005.OF,嘉实债券,127003,0.060,0.05442776890375537687
313,110035.OF,易方达双债增强债券A,136479,6.230,5.2743583941770506
314,001299.OF,兴业添利债券,061608001,2.620,2.4369543367721363
315,003102.OF,长盛盛裕纯债A,101652025,5.870,5.6201858008316976
316,485105.OF,工银增强收益债券A,132006,0.110,0.11913559659913998627
317,100018.OF,富国天利增长债券A,132006,1.290,1.0393404821312032
318,161014.SZ,富国汇利回报定期开放债券,132006,0.560,0.42796601525828883398
319,217022.OF,招商产业债券A,132006,0.020,0.01587193636935881835
320,000546.OF,兴业定开债券A,132006,1.600,1.2376742649414555
321,004821.OF,国寿安保安吉纯债半年定开债券发起式,132006,0.380,0.29334648232616276024
322,002755.OF,博时裕盛纯债,131837,0.990,1.16946789210909036388
323,000207.OF,建信双债增强A,136513,3.860,4.2622544907114872
324,003269.OF,招商招乾3个月定开债发起式A,101664036,4.830,4.0036505746092405
325,003662.OF,鹏华永盛定期开放债券,136519,8.750,5.4088575243550000
326,110035.OF,易方达双债增强债券A,136529,6.240,5.2864821442336238
327,000469.OF,富国目标齐利一年期纯债债券,136523,4.330,2.7330533626327537
328,003102.OF,长盛盛裕纯债A,101661025,5.860,5.6061043571535264
329,000265.OF,易方达恒久1年定期债券A,136535,7.500,5.5612703291946863
330,002994.OF,招商招裕纯债A,101654059,9.070,10.9938786452103112
331,003209.OF,鹏华丰达债券,127446,5.790,4.6654291454642889
332,004122.OF,兴银长益三个月定开债,101652030,4.850,4.2496124391329310
333,003660.OF,中加纯债两年债券A,136994,9.260,6.6207109244075488
334,004910.OF,中加颐享纯债债券A,136994,4.400,3.3556249901903784
335,004140.OF,兴业福鑫债券,1622009,8.690,7.0872241864676420
336,003673.OF,中加丰裕纯债债券A,160420,7.790,5.3878835901540790
337,004061.OF,华夏鼎隆债券A,160421,12.060,9.6881873016901403
338,005921.OF,农银金鑫定开债券,160421,16.730,17.5413561651075525
339,006043.OF,永赢惠益债券A,160421,7.410,6.6190479496706246
340,161019.SZ,富国新天锋债券(LOF)A,019544,4.220,3.8315018946939649
341,004859.OF,泰康年年红纯债一年债券,112419,3.800,2.3224860416469712
342,100018.OF,富国天利增长债券A,128013,0.050,0.03911858610135149415
343,002600.OF,易方达裕景添利6个月定期开放债券,128013,0.420,0.25929581124696645664
344,005124.OF,易方达恒益定开债券发起式,101653029,2.480,1.6031990572943419
345,003162.OF,博时富宁纯债债券,160017,9.900,7.4509940453547505
346,005442.OF,兴业安和6个月定开债券发起式,136594,3.450,2.5625300472510712
347,519334.OF,浦银安盛盛勤定开债券A,101654065,6.670,6.8315397133953443
348,000345.OF,鹏华丰融定期开放债券,1680321,8.640,6.0853755249393114
349,100072.OF,富国强回报定期开放债券A,136615,3.750,2.5929835484644015
350,000516.OF,富国祥利一年期定期开放债券型A,136615,3.920,3.0194705693601536
351,005784.OF,创金合信汇誉纯债六个月定开债券A,136595,8.890,7.0175593655836574
352,003569.OF,招商招丰纯债A,101654068,8.430,7.2868239157863042
353,006076.OF,创金合信恒利超短债债券A,101654068,4.510,3.5695399935945062
354,003155.OF,中加丰尚纯债债券A,1620038,8.990,8.5298314565084053
355,004614.OF,鹏扬利泽债券A,136611,2.860,2.4817471536288599
356,003155.OF,中加丰尚纯债债券A,160309,27.880,26.4486622987988643
357,002483.OF,富国泰利定期开放债券发起式,136623,7.200,5.8898532902216442
358,005871.OF,天弘荣享,136623,4.290,3.4499586801022450
359,004238.OF,永赢瑞益债券A,101653033,5.240,4.2458915992393956
360,000207.OF,建信双债增强A,019547,4.090,4.5084117348580903
361,003569.OF,招商招丰纯债A,1622014,9.050,7.8302182832373567
362,002904.OF,博时安仁一年定开债发起式A,1622015,7.790,9.2079223740644281
363,002548.OF,嘉实稳瑞纯债债券,101651042,3.340,2.6967753285982267
364,001545.OF,博时裕嘉3个月定开债发起式,160213,14.410,12.1001900875107904
365,000552.OF,中加纯债一年A,101669026,4.760,3.2941760314326950
366,005754.OF,平安短债A,131922,0.170,0.15708470067949178627
367,001246.OF,兴银长乐定开债,131875,0.170,0.14440786251944382560
368,001299.OF,兴业添利债券,142151,0.030,0.02562886663510967885
369,001246.OF,兴银长乐定开债,142151,0.160,0.12858058635379912529
370,002466.OF,博时裕新纯债,142151,0.130,0.10750753173300932039
371,005719.OF,招商招诚半年定开债发起式,101662066,9.580,8.5344483121432247
372,160128.SZ,南方金利定开债券A,136711,6.810,5.2437712928355435
373,005782.OF,创金合信汇益纯债一年定开债券A,1680390,7.880,6.6451054915394448
374,000552.OF,中加纯债一年A,101661031,5.610,3.8871211803785423
375,004614.OF,鹏扬利泽债券A,136710,2.990,2.5961385906287588
376,004705.OF,南方祥元A,136713,4.240,4.0384453598960460
377,003547.OF,鹏华丰禄债券,101652039,6.570,5.0920871034040505
378,000111.OF,易方达纯债1年定期开放债券A,136753,4.710,4.4893922704947494
379,000147.OF,易方达高等级信用债债券A,112457,2.540,1.9016005489580653
