,thscode,ths_top_n_top_stock_mv_to_si_mv_fund
76,001396.OF,71.772697832783
77,001404.OF,55.756748089489
78,001410.OF,24.979266666226
79,001416.OF,23.508738922278
80,001473.OF,85.497499320215
81,001476.OF,39.235484731592
82,001490.OF,52.934415644016
83,001496.OF,47.606831718165
84,001528.OF,55.135967435264
85,001542.OF,62.891704786668
86,001576.OF,59.242735663562
87,001579.OF,46.038583523831
88,001583.OF,52.577178072435
89,001605.OF,36.001930118327
90,001616.OF,55.551477359074
91,001637.OF,21.171529398503
92,001645.OF,72.086435850754
93,001651.OF,36.166409080822
94,001672.OF,37.444561390268
95,001703.OF,53.795574045894
96,001705.OF,48.847815583925
97,001717.OF,63.762018377496
98,001725.OF,56.23116655247
99,001726.OF,51.803588365352
100,001736.OF,22.717805154878
101,001766.OF,64.02126349002
102,001790.OF,66.801178593893
103,001825.OF,64.428233919194
104,001878.OF,55.263018548007
105,001956.OF,66.120881956552
106,001974.OF,29.924097896194
107,001975.OF,50.281621887714
108,002121.OF,64.296026468123
109,002168.OF,62.323675039239
110,002210.OF,16.024641820357
111,002229.OF,49.87517636843
112,003145.OF,38.245218842178
113,003298.OF,60.704064267085
114,003745.OF,71.92245722977
115,003834.OF,64.704837133131
116,003984.OF,62.805876548268
117,004075.OF,61.886729450589
118,004476.OF,43.817665946835
119,004640.OF,61.079740100175
120,004683.OF,46.097418550508
121,004851.OF,66.468726523652
122,005267.OF,77.840413548143
123,005268.OF,58.009571807758
124,040018.OF,
125,110022.OF,81.920842709278
126,118001.OF,
127,162208.OF,43.827284422999
128,320022.OF,35.6495665548
129,340006.OF,52.893560500944
130,376510.OF,38.613036290275
131,450009.OF,53.692000569383
132,457001.OF,
133,519193.OF,60.167302728733
134,519714.OF,79.266704426031
135,519965.OF,34.785267930711
136,519975.OF,21.131712925455
137,540008.OF,65.770787378665
138,540010.OF,70.31422375415
139,580008.OF,58.477622210232
140,160314.SZ,51.411119839106
141,160421.SZ,62.790431697773
142,160518.SZ,46.47291950052
143,160613.SZ,50.747357955882
144,160916.SZ,60.782650233131
145,160918.SZ,59.066946878225
146,161005.SZ,39.840550334258
147,161224.SZ,51.86018049518
148,161610.SZ,27.94180657313
149,161706.SZ,71.815077920592
150,161810.SZ,70.78824728135
151,161903.SZ,77.644251355583
152,162006.SZ,59.426628317743
153,162605.SZ,76.703998378511
154,162703.SZ,77.800245659133
155,163302.SZ,47.173742973945
156,163406.SZ,40.373920991238
157,163409.SZ,48.43295015351
158,163412.SZ,54.496791808164
159,163415.SZ,40.624309397009
160,163503.SZ,66.948460643961
161,165313.SZ,40.127906040272
162,166001.SZ,43.424869778006
163,166006.SZ,56.038182847678
164,166009.SZ,56.361441893627
165,166024.SZ,49.643786204829
166,168101.SZ,84.258082820382
167,168102.SZ,69.794889584807
168,501038.SH,77.706194621377
169,501046.SH,81.81283723356
170,501049.SH,58.187926113209
171,501051.SH,50.87853423924
172,000011.OF,62.579554557283
173,000017.OF,50.300944552688
174,000020.OF,49.184043715661
175,000021.OF,34.395390567584
176,000031.OF,64.735746625442
177,000039.OF,51.069818814765
178,000083.OF,65.960888424328
179,000117.OF,63.700476218774
180,000127.OF,68.626288837295
181,000167.OF,65.94270279105
182,000172.OF,19.29786677423
183,000173.OF,51.218530598627
184,000242.OF,46.04472711337
185,000251.OF,73.113823709946
186,000263.OF,38.921865566366
187,000264.OF,56.137692080745
188,000294.OF,53.965260637834
189,000308.OF,53.911749835811
190,000339.OF,46.142221987984
191,000390.OF,41.083343959063
192,000408.OF,48.125863284944
193,000480.OF,52.250160583445
194,000520.OF,61.732742445467
195,000522.OF,76.348910798172
196,000527.OF,35.002386861031
197,000589.OF,51.582505510653
198,000595.OF,62.158963135213
199,000609.OF,50.705354081823
200,000612.OF,45.245845391964
201,000619.OF,58.407083179364
202,000652.OF,52.249370849049
203,000727.OF,74.800337777199
204,000742.OF,62.994364667363
205,000747.OF,78.659151418849
206,000877.OF,23.744870289348
207,000880.OF,70.372613855063
208,000934.OF,
209,000939.OF,88.728569294535
210,000940.OF,49.911147607543
211,000965.OF,42.782084857153
212,000967.OF,46.940023181414
213,000976.OF,60.242487985629
214,000977.OF,46.172926713209
215,001000.OF,59.776474082261
216,001017.OF,26.774560394123
217,001018.OF,43.451258527739
218,001053.OF,36.808543284537
219,001071.OF,48.207781199046
220,001074.OF,20.261270428876
221,001102.OF,79.355480371835
222,001106.OF,52.31426842449
223,001117.OF,44.900883620019
224,001125.OF,55.455710602209
225,001143.OF,50.46161447774
226,001150.OF,32.876915520592
227,001179.OF,48.696424542975
228,001184.OF,63.779379352608
229,001222.OF,56.824919090644
230,001255.OF,57.233360248769
231,001256.OF,39.600040052387
232,001280.OF,46.971850616214
233,001297.OF,68.834745687467
234,001349.OF,54.276546461418
235,001366.OF,35.452964971273
236,001371.OF,43.051151515292
237,001373.OF,46.910880733526
238,001382.OF,94.382007347679
239,001398.OF,70.901959896007
240,001437.OF,70.979342265942
241,001457.OF,42.529196822036
242,001468.OF,42.783883843611
243,001475.OF,72.329510162046
244,001480.OF,73.623153127215
245,001513.OF,32.35753331818
246,001564.OF,43.842369256638
247,001569.OF,51.024568092595
248,001607.OF,67.528307360786
249,001667.OF,24.928439232361
250,001668.OF,
251,001808.OF,51.805984448135
252,001810.OF,45.092481099495
253,001832.OF,74.990463462725
254,001837.OF,77.773386541796
255,001838.OF,79.077655891309
256,001857.OF,87.311287105279
257,001869.OF,60.352416812795
258,001898.OF,55.577945752982
259,001910.OF,58.614644727865
260,001924.OF,47.241005583604
261,001927.OF,62.278590565357
262,001955.OF,87.726468693822
263,001985.OF,51.129550462828
264,001986.OF,96.487734384659
265,001990.OF,19.480215360956
266,002124.OF,45.181981191765
267,002249.OF,56.966187716773
268,002259.OF,53.454463358942
269,002340.OF,36.559796364207
270,002545.OF,28.394234781395
271,002562.OF,28.075182600956
272,002593.OF,64.66895802784
273,002624.OF,83.247297753719
274,002653.OF,31.75363780083
275,002685.OF,64.844639659974
276,002692.OF,54.992063116524
277,002707.OF,60.303638615177
278,002803.OF,50.431929976343
279,002808.OF,38.190447466096
280,002939.OF,84.450575245054
281,002983.OF,58.488485256176
282,003095.OF,64.966148621195
283,003131.OF,27.211123765361
284,003243.OF,
285,003244.OF,
286,003245.OF,
287,003293.OF,41.020498013803
288,003378.OF,45.960420202651
289,003580.OF,34.487509967327
290,003715.OF,85.399921239097
291,003940.OF,57.028320724116
292,004183.OF,60.304111869873
293,004263.OF,67.117250995722
294,004374.OF,62.495074271211
295,004394.OF,44.33543708065
296,004434.OF,44.32353219972
297,004477.OF,53.209769071016
298,004505.OF,62.764599586284
299,004666.OF,63.198604207889
300,004868.OF,78.830420860358
301,004871.OF,56.657079143617
302,004877.OF,
303,004881.OF,31.406303925329
304,004958.OF,20.962753332544
305,005028.OF,49.046224784432
306,005075.OF,27.244576132167
307,005094.OF,85.799488410819
308,005241.OF,64.57638741511
309,005244.OF,42.729053296589
310,005250.OF,61.403071792105
311,005258.OF,25.945102750968
312,005299.OF,39.188576661682
313,005335.OF,77.186795885915
314,005521.OF,56.030842540422
315,020005.OF,76.93960232259
316,020010.OF,50.323513498767
317,020023.OF,33.671557542809
318,040004.OF,50.503542075723
319,040005.OF,51.415818295925
320,040007.OF,34.93096456495
321,040008.OF,57.015111336292
322,040011.OF,64.469192248164
323,040015.OF,45.702048428754
324,040016.OF,55.454173729452
325,040020.OF,56.590148126603
326,040025.OF,40.889005770943
327,050009.OF,68.52710516563
328,050010.OF,52.500387645295
329,050018.OF,62.961522725199
330,070001.OF,71.387682776146
331,070002.OF,64.439450900063
332,070006.OF,65.083921333473
333,070011.OF,49.928250270029
334,070017.OF,26.554317642547
335,070019.OF,68.618244707027
336,070021.OF,58.506872952472
337,070032.OF,61.087743990549
338,070099.OF,56.812840446292
339,090004.OF,65.397719121169
340,090009.OF,43.983872565024
341,090013.OF,57.269116892818
342,090015.OF,53.582960572922
343,100020.OF,69.630422726597
344,100022.OF,46.461126808727
345,100026.OF,61.476350584163
346,100039.OF,51.315879816272
347,100060.OF,57.495132320942
348,100061.OF,
349,110013.OF,51.853833769337
350,110015.OF,64.021424548148
351,110023.OF,47.760117088742
352,110029.OF,46.132554595866
353,121003.OF,27.634227805803
354,121008.OF,55.805501784135
355,160603.OF,59.324805623825
356,160624.OF,60.657966826217
357,161606.OF,66.809273460176
358,162209.OF,48.988537589717
359,163411.OF,44.280173896063
360,163805.OF,73.964505505041
361,163807.OF,31.939224777847
362,163822.OF,41.044659761892
363,166002.OF,37.450231816591
364,166005.OF,48.349297649874
365,166301.OF,37.610186639253
366,180010.OF,31.797969110935
367,180012.OF,74.595847546441
368,180013.OF,52.94118623535
369,180018.OF,71.710893505586
370,180028.OF,46.404734058103
371,180031.OF,56.985542396994
372,200001.OF,28.660481297117
373,200006.OF,53.425931598791
374,200008.OF,67.490061680033
375,202003.OF,43.261356025758
376,202005.OF,57.451241325765
377,202007.OF,34.289787127454
378,202011.OF,49.691671143078
379,202023.OF,50.096728415104
380,202212.OF,51.754814343942
381,206009.OF,60.493509766738
382,210003.OF,50.963171877229
383,210009.OF,51.518792411114
384,213003.OF,65.941383332052
385,217009.OF,49.054853382089
386,217010.OF,52.240006860838
387,217012.OF,70.095232119705
388,217013.OF,57.833313413134
389,217020.OF,57.257801633998
390,229002.OF,24.485526321354
391,233006.OF,68.352487902696
392,233007.OF,74.802844257281
393,233009.OF,14.628944145346
394,233011.OF,53.230273915279
395,240004.OF,49.881749628601
396,240008.OF,69.299395373782
397,240022.OF,53.943819816463
398,257010.OF,45.035586864185
399,257020.OF,57.411131717337
400,257070.OF,69.957300072153
401,260101.OF,43.210106147513
402,260103.OF,55.062856788834
403,260104.OF,75.462241684523
404,260108.OF,75.505183735747
405,260109.OF,76.743324832487
406,260116.OF,57.072305527014
407,262001.OF,
408,270005.OF,76.411182838775
409,270006.OF,63.170408743027
410,270008.OF,74.236642877282
411,270021.OF,67.290247733727
412,270025.OF,79.54346002541
413,270028.OF,45.15100453962
414,270041.OF,59.405413913309
415,270050.OF,72.98841579163
416,288002.OF,35.458496292969
417,290011.OF,90.018609193757
418,290012.OF,61.972099603688
419,320003.OF,54.962285338183
420,320005.OF,64.118772908802
421,320007.OF,83.408081713825
422,320011.OF,56.12394819462
423,320012.OF,59.744559239834
424,320015.OF,53.818265498469
425,340007.OF,69.67455280102
426,370027.OF,56.102166929567
427,375010.OF,55.329009676972
428,377010.OF,44.542419097072
429,377016.OF,
430,377240.OF,52.983532743294
431,378010.OF,42.246451285611
432,378546.OF,
433,379010.OF,54.834456031592
434,398011.OF,46.43146820515
435,398021.OF,37.798453528062
436,398061.OF,40.048774235175
437,400001.OF,51.490582299196
438,400007.OF,45.938831386486
439,400025.OF,45.064885050838
440,410003.OF,59.902094940357
441,410007.OF,58.644796168962
442,420001.OF,48.584544865226
443,420003.OF,72.304856712967
444,420005.OF,69.798960288967
445,450002.OF,53.671614155678
446,450003.OF,53.656964379008
447,450004.OF,25.448938563338
448,460001.OF,74.57931264278
449,460007.OF,72.535923949332
450,460009.OF,11.785104871768
451,470006.OF,61.903985764597
452,470008.OF,51.832112924096
453,470009.OF,59.301284171788
454,481001.OF,47.851726165254
455,481004.OF,66.415767128906
456,481006.OF,45.636393229616
457,481008.OF,38.680622538694
458,481013.OF,54.276890389238
459,487021.OF,41.373606265452
460,519001.OF,52.354394866091
461,519002.OF,30.911242539129
462,519003.OF,31.101005361729
463,519005.OF,50.565500493498
464,519008.OF,53.273490118934
465,519011.OF,68.224822053283
466,519015.OF,68.099796391375
467,519017.OF,56.331715332249
468,519018.OF,48.453113822699
469,519020.OF,80.09690553194
470,519021.OF,61.16360267148
471,519025.OF,34.747874187711
472,519026.OF,60.327345483143
473,519029.OF,51.207026199464
474,519035.OF,42.17390074906
475,519069.OF,57.69206135031
476,519087.OF,53.767040137342
477,519089.OF,53.154654012814
478,519093.OF,51.289092867195
479,519133.OF,24.059645285296
480,519139.OF,52.885719386862
481,519181.OF,79.907028839715
482,519195.OF,79.095047963679
483,519196.OF,75.408143186943
484,519224.OF,28.24986917587
485,519621.OF,61.185515546637
486,519651.OF,61.842931579955
487,519664.OF,71.801909943917
488,519668.OF,57.284410424837
489,519672.OF,68.694210131214
490,519674.OF,86.611378360689
491,519688.OF,61.153180869234
492,519690.OF,50.086781438102
493,519692.OF,76.471909163817
494,519694.OF,78.005015326353
495,519696.OF,
496,519704.OF,46.879525369068
497,519710.OF,83.437967727726
498,519712.OF,55.744413964904
499,519727.OF,76.038507642356
500,519736.OF,60.486933431829
501,519756.OF,38.801131597104
502,519767.OF,44.522405101518
503,519773.OF,55.45587132217
504,519908.OF,53.974838290287
505,519915.OF,64.172710339628
506,519929.OF,54.198927293149
507,519983.OF,21.237989919589
508,519991.OF,51.937294743635
509,519995.OF,40.090562188106
510,530001.OF,42.545072274118
511,530003.OF,86.5028858245
512,530006.OF,89.319478342397
513,550001.OF,42.6600196158
514,550002.OF,40.955141480553
515,550003.OF,44.734656963306
516,550008.OF,41.822758199055
