,thscode,ths_top_n_top_stock_mv_to_si_mv_fund
230,001255.OF,47.117880716337
231,001256.OF,37.985757715992
232,001280.OF,54.792779503605
233,001297.OF,58.937823371493
234,001349.OF,40.798547782374
235,001366.OF,33.775170642646
236,001371.OF,40.299971178571
237,001373.OF,43.170106350969
238,001382.OF,99.839691111247
239,001398.OF,60.073922303894
240,001437.OF,68.094954141236
241,001457.OF,32.97107352898
242,001468.OF,34.863273381278
243,001475.OF,72.297901791877
244,001480.OF,63.972501551197
245,001513.OF,28.842157442241
246,001564.OF,52.096267706863
247,001569.OF,52.407759629425
248,001607.OF,65.93853553622
249,001667.OF,22.180141092303
250,001668.OF,
251,001808.OF,46.80267828429
252,001810.OF,50.661931000126
253,001832.OF,75.057139500991
254,001837.OF,78.958665939587
255,001838.OF,86.792329936676
256,001857.OF,74.505327901264
257,001869.OF,57.568799647638
258,001898.OF,47.990635852566
259,001910.OF,59.620932338316
260,001924.OF,46.059122114129
261,001927.OF,62.198891569763
262,001955.OF,84.28935086751
263,001985.OF,51.524862305425
264,001986.OF,86.787795852845
265,001990.OF,14.821252397484
266,002124.OF,39.125556552247
267,002249.OF,52.781861048907
268,002259.OF,46.629178075598
269,002340.OF,42.883766595508
270,002545.OF,30.271474480387
271,002562.OF,27.797626579083
272,002593.OF,55.641297319774
273,002624.OF,75.922199694793
274,002653.OF,35.051243269663
275,002685.OF,60.644985502547
276,002692.OF,38.560425333954
277,002707.OF,46.634919421801
278,002803.OF,56.533930238845
279,002808.OF,39.275024511838
280,002939.OF,85.746935772943
281,002983.OF,68.103946917848
282,003095.OF,58.500811112038
283,003131.OF,25.730276871839
284,003243.OF,
285,003244.OF,
286,003245.OF,
287,003293.OF,46.66401644754
288,003378.OF,50.894468455499
289,003580.OF,37.199722603701
290,003715.OF,62.666294582399
291,003940.OF,48.735546325508
292,004183.OF,50.031439142721
293,004263.OF,67.380128190856
294,004374.OF,51.458817470086
295,004394.OF,43.50552358573
296,004434.OF,34.559551562066
297,004477.OF,52.959634778024
298,004505.OF,57.599152204098
299,004666.OF,49.314165430848
300,004868.OF,75.143482420012
301,004871.OF,45.471017627246
302,004877.OF,
303,004881.OF,30.986366822883
304,004958.OF,26.165053304801
305,005028.OF,40.982250531705
306,005075.OF,25.079836923097
307,005094.OF,68.715567480089
308,005241.OF,68.784081214784
309,005244.OF,40.321689432293
310,005250.OF,54.410068056335
311,005258.OF,26.144259211482
312,005299.OF,48.002809338305
313,005335.OF,71.935080419914
314,005521.OF,45.79351487167
315,020005.OF,75.113243404108
316,020010.OF,51.905155960771
317,020023.OF,40.184276532028
318,040004.OF,52.985626380192
319,040005.OF,37.97316139326
320,040007.OF,33.56249184076
321,040008.OF,43.126500175403
322,040011.OF,66.293124110852
323,040015.OF,47.508543021427
324,040016.OF,42.694411610179
325,040020.OF,42.909670915819
326,040025.OF,31.940112508132
327,050009.OF,59.828348210355
328,050010.OF,49.379571446786
329,050018.OF,67.696458298745
330,070001.OF,73.068874915143
331,070002.OF,61.080498499088
332,070006.OF,64.347197298428
333,070011.OF,42.127701420843
334,070017.OF,23.160008661828
335,070019.OF,68.256072384165
336,070021.OF,44.309401028153
337,070032.OF,63.319587986884
338,070099.OF,58.767685593167
339,090004.OF,57.806263881634
340,090009.OF,54.46939806399
341,090013.OF,57.086629606547
342,090015.OF,53.952713053985
343,100020.OF,76.251742148514
344,100022.OF,39.212545106583
345,100026.OF,56.713977429578
346,100039.OF,52.276125843509
347,100060.OF,40.527658730583
348,100061.OF,
349,110013.OF,43.096467757837
350,110015.OF,53.094582799083
351,110023.OF,48.487672754542
352,110029.OF,48.599603255897
353,121003.OF,30.860938397606
354,121008.OF,53.810150985124
355,160603.OF,49.876443577456
356,160624.OF,53.642703829463
357,161606.OF,77.81470943752
358,162209.OF,60.620247588706
359,163411.OF,34.046355276497
360,163805.OF,74.989931293818
361,163807.OF,36.321526864999
362,163822.OF,34.370900591222
363,166002.OF,29.460216282052
364,166005.OF,51.157947101317
365,166301.OF,29.284486486079
366,180010.OF,26.661117451845
367,180012.OF,82.49256239015
368,180013.OF,48.096347766723
369,180018.OF,64.304751369569
370,180028.OF,48.605727140621
371,180031.OF,55.718000816652
372,200001.OF,31.756385504145
373,200006.OF,51.084590557131
374,200008.OF,71.149946785481
375,202003.OF,37.670527897858
376,202005.OF,55.063019915455
377,202007.OF,37.715641674102
378,202011.OF,56.584636553071
379,202023.OF,45.477872551079
380,202212.OF,49.866509564122
381,206009.OF,53.024284236364
382,210003.OF,54.280683451124
383,210009.OF,57.172304226014
384,213003.OF,63.258953014551
385,217009.OF,48.895370558754
386,217010.OF,55.422097111541
387,217012.OF,56.976774884459
388,217013.OF,60.85842379735
389,217020.OF,43.449691875536
390,229002.OF,19.60701495613
391,233006.OF,71.738224927961
392,233007.OF,76.468950221731
393,233009.OF,10.69544777302
394,233011.OF,56.528151599585
395,240004.OF,34.728222162889
396,240008.OF,71.96943738635
397,240022.OF,60.258262227467
398,257010.OF,50.297843036945
399,257020.OF,51.693905990714
400,257070.OF,59.63969006297
401,260101.OF,43.531379964453
402,260103.OF,56.444831565205
403,260104.OF,74.095263870055
404,260108.OF,77.473038641305
405,260109.OF,78.940092523918
406,260116.OF,48.576453978583
407,262001.OF,
408,270005.OF,65.571981189404
409,270006.OF,53.38736682564
410,270008.OF,71.556785686319
411,270021.OF,73.280791377711
412,270025.OF,74.863388614047
413,270028.OF,49.341930222904
414,270041.OF,59.744084985336
415,270050.OF,61.357539905051
416,288002.OF,27.05893035108
417,290011.OF,91.409248585997
418,290012.OF,56.758211462333
419,320003.OF,50.746920951018
420,320005.OF,71.577604664953
421,320007.OF,71.722299243992
422,320011.OF,56.312920659723
423,320012.OF,63.817911336847
424,320015.OF,59.725589356827
425,340007.OF,63.840856100026
426,370027.OF,52.503623431588
427,375010.OF,50.702967240855
428,377010.OF,51.989116792735
429,377016.OF,
430,377240.OF,60.726777791535
431,378010.OF,37.164486503428
432,378546.OF,
433,379010.OF,41.591574579505
434,398011.OF,49.4373491667
435,398021.OF,44.37349124363
436,398061.OF,48.246559016003
437,400001.OF,57.822160595238
438,400007.OF,39.063984390433
439,400025.OF,56.75206784453
440,410003.OF,64.391520291401
441,410007.OF,63.833145690239
442,420001.OF,46.587943290684
443,420003.OF,66.244846411861
444,420005.OF,71.647207570795
445,450002.OF,53.358303439078
446,450003.OF,49.829988056771
447,450004.OF,30.41140751162
448,460001.OF,69.689875686672
449,460007.OF,62.445942615531
450,460009.OF,9.5433080888661
451,470006.OF,57.335612663801
452,470008.OF,47.713354009106
453,470009.OF,42.863043892159
454,481001.OF,44.370327386815
455,481004.OF,59.068186967403
456,481006.OF,44.714358866791
457,481008.OF,36.257918743045
458,481013.OF,42.700319273867
459,487021.OF,47.081810223056
460,519001.OF,38.977809972359
461,519002.OF,35.378170823389
462,519003.OF,35.345791534098
463,519005.OF,58.697894658622
464,519008.OF,49.233226225844
465,519011.OF,63.788132607846
466,519015.OF,64.902702766063
467,519017.OF,58.807938703053
468,519018.OF,37.836774565789
469,519020.OF,73.382620385982
470,519021.OF,49.537018222504
471,519025.OF,30.573221445762
472,519026.OF,51.593918312984
473,519029.OF,54.895687045805
474,519035.OF,56.724527120384
475,519069.OF,39.32882950905
476,519087.OF,55.421293540742
477,519089.OF,44.187444889885
478,519093.OF,52.371352294928
479,519133.OF,28.777495039795
480,519139.OF,42.66725294027
481,519181.OF,76.336859344964
482,519195.OF,65.152950273587
483,519196.OF,76.361965803526
484,519224.OF,23.570635268051
485,519621.OF,56.520320173694
486,519651.OF,60.62051660512
487,519664.OF,65.541176900362
488,519668.OF,57.198736690676
489,519672.OF,65.777132728934
490,519674.OF,83.610173072085
491,519688.OF,69.984687057981
492,519690.OF,45.336490836289
493,519692.OF,74.850126109709
494,519694.OF,74.783725281827
495,519696.OF,
496,519704.OF,49.802336428588
497,519710.OF,84.953926821746
498,519712.OF,76.351967595424
499,519727.OF,80.81613610747
500,519736.OF,66.016843876107
501,519756.OF,34.175687028595
502,519767.OF,48.826704235447
503,519773.OF,53.714775561034
504,519908.OF,43.765218596959
505,519915.OF,68.753622879393
506,519929.OF,51.494248611119
507,519983.OF,20.400940044494
508,519991.OF,49.814419480523
509,519995.OF,32.296908982463
510,530001.OF,44.809882644743
511,530003.OF,83.329596403337
512,530006.OF,81.902816953485
513,550001.OF,39.450687169779
514,550002.OF,41.254424041918
515,550003.OF,39.968329162093
516,550008.OF,37.523973048303
