,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
336,006045.OF,长城基金,2125954559.07
337,006053.OF,中航基金,3628014669.57
338,006066.OF,中加基金,3410252221.04
339,006076.OF,创金合信基金,1751692113.11
340,006082.OF,鑫元基金,1045768596.78
341,006088.OF,永赢基金,1167046568.39
342,006097.OF,平安基金,946621214.52
343,006107.OF,招商基金,2524310921.08
344,006112.OF,易方达基金,1090601778.68
345,006116.OF,国泰基金,2328575607.53
346,006120.OF,国联基金,2003790031.3
347,006137.OF,广发基金,4243982734.65
348,006150.OF,招商基金,482634395.29
349,006151.OF,南方基金,2050803886.54
350,006169.OF,工银瑞信,528597171.07
351,006171.OF,鹏扬基金,1064168083.39
352,006172.OF,万家基金,9667933364.81
353,006191.OF,华夏基金,7939156603.28
354,006275.OF,永赢基金,2040392798.97
355,006287.OF,永赢基金,5598609146.07
356,006319.OF,易方达基金,2237176873.73
357,006325.OF,招商基金,8319494024.89
358,006332.OF,招商基金,504598556.32
359,006360.OF,财通证券资管,5281565970.21
360,006367.OF,交银施罗德,1717645672.87
361,006378.OF,广发基金,215158672.52
362,006393.OF,招商基金,3040806146.03
363,006405.OF,华富基金,539794583.94
364,006411.OF,中加基金,998222826.33
365,006421.OF,中银基金,1978195270.33
366,006427.OF,招商基金,12802348378.82
367,006434.OF,鹏华基金,271337485.01
368,006436.OF,浦银安盛基金,1408118025.47
369,006450.OF,嘉实基金,3033707558.94
370,006464.OF,浦银安盛基金,1013651908.24
371,006468.OF,嘉实基金,1143419725.54
372,006489.OF,招商基金,5408549364.24
373,006504.OF,广发基金,353212349.33
374,006517.OF,南方基金,144892140.88
375,006552.OF,广发基金,512205464.44
376,006570.OF,中金基金,8103948171.82
377,006582.OF,博时基金,2049883598.16
378,006591.OF,广发基金,12173580502.48
379,006597.OF,国泰基金,8916151201.31
380,006599.OF,国寿安保基金,214062574.68
381,006617.OF,工银瑞信,6650672244.12
382,006626.OF,山西证券,5901113885.99
383,006629.OF,招商基金,3449691484.46
384,006635.OF,永赢基金,1702973760.69
385,006646.OF,汇添富基金,7956128925.01
386,006653.OF,南方基金,8379729509.74
387,006660.OF,永赢基金,1413324730.44
388,006662.OF,易方达基金,6479356271.2
389,006664.OF,易方达基金,6479356271.2
390,006665.OF,华夏基金,6263119679.75
391,006668.OF,华夏基金,7100959594.08
392,006683.OF,富国基金,10214265270.56
393,006684.OF,富国基金,16091672011.84
394,006707.OF,永赢基金,1197914928.94
395,006714.OF,博时基金,2040687516.82
396,006740.OF,工银瑞信,638203913.8
397,006750.OF,富国基金,938354922.39
398,006758.OF,农银汇理基金,7944798497.74
399,006764.OF,景顺长城基金,730076725.96
400,006771.OF,永赢基金,2006089177.28
401,006772.OF,汇添富基金,1126300333.62
402,006776.OF,华夏基金,2220419167.6
403,006782.OF,国泰基金,4022738062.14
404,006791.OF,建信基金,1067893636.62
405,006793.OF,交银施罗德,8746573213.7
406,006797.OF,嘉实基金,7660421734.0
407,006804.OF,富国基金,6959737352.91
408,006806.OF,西部利得基金,634256028.05
409,006824.OF,创金合信基金,4813557021.270001
410,006829.OF,鹏扬基金,246870942.38
411,006834.OF,工银瑞信,3037433851.2
412,006838.OF,鑫元基金,325735618.58
413,006841.OF,嘉实基金,12093374971.85
414,006846.OF,中银基金,1601871775.07
415,006850.OF,永赢基金,2281120654.72
416,006852.OF,永赢基金,6730231418.98
417,006869.OF,广发基金,2451827552.98
418,006874.OF,创金合信基金,4100034321.28
419,006884.OF,汇添富基金,7234980293.14
420,006885.OF,汇添富基金,7234980293.14
421,006893.OF,汇添富基金,3711098488.91
422,006901.OF,上银基金,6101583304.22
423,006907.OF,银华基金,5479724276.73
424,006915.OF,南方基金,2117315694.37
425,006919.OF,国寿安保基金,2886478115.04
426,006929.OF,博时基金,997403823.84
427,006934.OF,平安基金,56926853.08
428,006936.OF,华安基金,1480927497.16
429,006944.OF,永赢基金,8809732995.29
430,006953.OF,华安基金,4507971539.83
431,006955.OF,国泰基金,4143017224.0
432,006956.OF,鹏华基金,2405545315.93
433,006958.OF,鹏华基金,896296293.38
434,006963.OF,中加基金,2055059625.07
435,006965.OF,财通基金,8475962764.78
436,006970.OF,广发基金,500241912.2
437,006984.OF,兴证全球基金,4025466490.41
438,006985.OF,兴证全球基金,8681431240.44
439,006986.OF,平安基金,211122368.45
440,006995.OF,南方基金,4704138504.72
441,006998.OF,广发基金,4830681638.54
442,007017.OF,平安基金,8731149629.7
443,007050.OF,鑫元基金,1697846059.27
444,007053.OF,平安基金,360702416.27
445,007061.OF,中加基金,1054780994.96
446,007068.OF,浦银安盛基金,6023728232.22
447,007086.OF,永赢基金,4933363080.75
448,007104.OF,易方达基金,311322292.51
449,007105.OF,国泰基金,1034768448.53
450,007121.OF,中加基金,1123462137.0
451,007145.OF,泰康基金,4422254088.95
452,007158.OF,平安基金,990057135.14
453,007167.OF,华安基金,1001838366.58
454,007175.OF,国联基金,486328501.93
455,007184.OF,蜂巢基金,2464633374.22
456,007199.OF,永赢基金,3278466407.82
457,007201.OF,民生加银基金,517074138.22
458,007213.OF,华安基金,798486959.38
459,007215.OF,国寿安保基金,3717622109.24
460,007220.OF,天弘基金,1005391260.15
461,007268.OF,山西证券,1870815729.49
462,007278.OF,国泰基金,513068880.2
463,007295.OF,天弘基金,1799986095.35
464,007321.OF,鹏华基金,3734454104.55
465,007342.OF,国投瑞银基金,2174712643.83
466,007347.OF,永赢基金,4769284913.12
467,007373.OF,永赢基金,2047797703.61
468,007374.OF,永赢基金,3086081031.65
469,007408.OF,鹏扬基金,91609310.36
470,007417.OF,泰康基金,5176619806.53
471,007427.OF,永赢基金,1044587998.1
472,007440.OF,南方基金,2019677598.63
473,007447.OF,平安基金,841710875.82
474,007451.OF,易方达基金,2511420338.67
475,007454.OF,民生加银基金,3008507466.95
476,007496.OF,农银汇理基金,8055065234.51
477,007513.OF,博时基金,1632846310.48
478,007515.OF,鹏华基金,6550975728.17
479,007517.OF,博时基金,1979533517.76
480,007525.OF,易方达基金,4384944859.67
481,007529.OF,嘉实基金,4284411678.14
482,007535.OF,中欧基金,7208827465.6
483,007537.OF,景顺长城基金,1208332332.46
484,007542.OF,永赢基金,3584211396.23
485,007544.OF,鹏华基金,1067175380.8
486,007555.OF,中航基金,2920365061.8
487,007562.OF,景顺长城基金,876309336.31
488,007572.OF,中加基金,507130088.74
489,007573.OF,农银汇理基金,8028306400.73
490,007576.OF,华夏基金,1967411305.58
491,007584.OF,鹏华基金,1276599226.26
492,007585.OF,工银瑞信,14115785405.73
493,007589.OF,嘉实基金,2233329819.41
494,007595.OF,招商基金,1946225302.78
495,007600.OF,泰康基金,8553401877.12
496,007603.OF,景顺长城基金,2314938826.72
497,007616.OF,富国基金,3440273337.19
498,007618.OF,富国基金,3440273337.19
499,007619.OF,中欧基金,8189222273.19
500,007645.OF,平安基金,780136784.39
501,007653.OF,长盛基金,61834611.08
502,007659.OF,博时基金,5264238110.53
503,007670.OF,嘉实基金,661026530.77
504,007680.OF,中加基金,9159366674.36
505,007681.OF,鹏华基金,2752816322.7
506,007682.OF,鹏华基金,8174494282.58
507,007691.OF,永赢基金,1493407817.28
508,007692.OF,永赢基金,2575474830.15
509,007706.OF,南方基金,3657248111.77
510,007714.OF,南方基金,4910233405.54
511,007716.OF,嘉实基金,931508494.53
512,007717.OF,工银瑞信,3037433851.2
513,007723.OF,鹏华基金,8277789365.44
514,007740.OF,天弘基金,965867580.53
515,007744.OF,长盛基金,5304524228.270001
516,007754.OF,上银基金,816829254.91
517,007758.OF,平安基金,7058097169.74
518,007761.OF,鑫元基金,8048846647.69
519,007762.OF,富国基金,2552895216.26
520,007772.OF,浦银安盛基金,4459131627.96
521,007823.OF,天弘基金,8119947001.71
522,007828.OF,创金合信基金,2313831131.23
523,007830.OF,建信基金,8007726746.3
524,007836.OF,泰康基金,7720392612.66
525,007852.OF,工银瑞信,10974549744.87
526,007867.OF,华泰柏瑞基金,8010859290.94
527,007870.OF,鹏华基金,1596213970.2
528,007871.OF,国泰基金,2008294787.43
529,007888.OF,农银汇理基金,1859771426.3
530,007915.OF,财通证券资管,11182202982.08
531,007928.OF,中加基金,8092804514.98
532,007930.OF,淳厚基金,825307280.07
533,007935.OF,平安基金,3586337277.41
534,007948.OF,汇添富基金,7993738270.82
535,007949.OF,富国基金,1302079688.78
536,007953.OF,平安基金,997427915.71
537,007954.OF,平安基金,1019306713.06
538,007958.OF,华泰柏瑞基金,2470357684.43
539,007967.OF,大成基金,10409580257.22
540,007970.OF,国寿安保基金,11803272221.29
541,007985.OF,博时基金,2665610527.59
542,007986.OF,嘉实基金,975449097.86
543,007990.OF,富国基金,10083713577.86
544,007996.OF,博时基金,1440926931.98
545,007997.OF,易方达基金,2343996885.16
546,008003.OF,大成基金,8010185272.17
547,008014.OF,天弘基金,11779222376.17
548,008017.OF,国泰基金,13749914533.3
549,008018.OF,华富基金,7235120451.28
550,008022.OF,建信基金,15180270305.48
551,008027.OF,工银瑞信,7787474151.83
552,008030.OF,农银汇理基金,4782865656.22
553,008031.OF,创金合信基金,3962505429.83
554,008032.OF,海富通基金,3215096701.69
555,008102.OF,中金基金,8055694366.06
556,008104.OF,中金基金,3225245196.22
557,008117.OF,博时基金,18557511515.8
558,008130.OF,广发基金,14632859728.34
559,008139.OF,鑫元基金,1558023601.0
560,008170.OF,博时基金,2844397346.57
561,008204.OF,交银施罗德,7610483173.81
562,008207.OF,国泰基金,2623401501.99
563,008214.OF,华安基金,12248800562.56
564,008217.OF,国泰基金,2241458708.39
565,008219.OF,西部利得基金,7997418783.17
566,008223.OF,交银施罗德,7842862642.99
567,008229.OF,鑫元基金,8049113165.1
568,008231.OF,海富通基金,8013324717.73
569,008242.OF,英大基金,6178688833.21
570,008266.OF,华夏基金,1111660724.26
571,008278.OF,国泰基金,543387091.86
572,008302.OF,永赢基金,1856100459.06
573,008316.OF,蜂巢基金,8026897100.72
574,008338.OF,嘉实基金,20271749157.2
575,008349.OF,华夏基金,7176071515.69
576,008352.OF,交银施罗德,1088565478.7
577,008366.OF,广发基金,499332452.98
578,008383.OF,招商基金,10487100369.68
579,008406.OF,兴银基金,502646564.66
580,008409.OF,景顺长城基金,10983314055.81
581,008411.OF,博时基金,1792832443.0
582,008429.OF,中信保诚基金,9277014590.77
583,008460.OF,招商基金,9276658737.96
584,008463.OF,招商基金,8169180840.31
585,008465.OF,蜂巢基金,234701754.56
586,008471.OF,工银瑞信,7993014227.49
587,008478.OF,天弘基金,8333819738.03
588,008493.OF,鹏华基金,1476659201.28
589,008497.OF,鹏扬基金,1648617493.82
590,008508.OF,国联基金,1518245706.57
591,008509.OF,南方基金,997383439.9
592,008516.OF,浦银安盛基金,7233305688.13
593,008521.OF,富国基金,8058252719.94
594,008535.OF,兴银基金,1256402087.05
595,008539.OF,工银瑞信,2897633670.73
596,008558.OF,永赢基金,3065459441.97
597,008568.OF,蜂巢基金,3266058648.83
598,008569.OF,中航基金,201835908.75
599,008575.OF,财通基金,4031587065.22
600,008582.OF,兴银基金,1512691476.81
601,008587.OF,淳厚基金,160775873.24
602,008596.OF,平安基金,11119146398.48
603,008608.OF,广发基金,8043042807.89
604,008620.OF,嘉实基金,2591285251.13
605,008644.OF,天弘基金,604364908.9
606,008646.OF,天弘基金,4356602465.96
607,008648.OF,嘉实基金,1021338875.99
608,008649.OF,华泰柏瑞基金,3813543256.78
609,008650.OF,华泰柏瑞基金,2017399636.81
610,008651.OF,博时基金,8835124884.91
611,008661.OF,嘉实基金,1755792286.21
612,008674.OF,博时基金,8297947809.48
613,008675.OF,华安基金,8150691220.520001
614,008700.OF,泰康基金,294779561.11
615,008722.OF,永赢基金,1961050145.63
616,008730.OF,天弘基金,2004022598.87
617,008738.OF,天弘基金,1002059175.21
618,008746.OF,财通基金,2740041074.26
619,008761.OF,南方基金,1080506929.47
620,008762.OF,天弘基金,4160903822.51
621,008774.OF,招商基金,6145647460.93
622,008796.OF,国联基金,1026548761.39
623,008802.OF,浦银安盛基金,2034144970.95
624,008807.OF,鹏扬基金,1039102528.79
625,008826.OF,天弘基金,7990845595.68
626,008829.OF,博时基金,1051154999.83
627,008857.OF,华夏基金,1162451962.73
628,008862.OF,中银证券,220292703.05
629,008863.OF,中银证券,2937595152.84
630,008875.OF,国寿安保基金,2684903044.57
631,008902.OF,国寿安保基金,1903119167.64
632,008925.OF,鹏华基金,2248478666.01
633,008995.OF,中银证券,198518346.0
634,009001.OF,长城基金,14034620167.83
635,009021.OF,鹏华基金,1185002912.56
636,009041.OF,浦银安盛基金,1042776716.05
637,009045.OF,浦银安盛基金,515362546.72
638,009082.OF,华夏基金,6361575427.520001
639,009091.OF,兴银基金,2824371669.27
640,009105.OF,兴业基金,7767477081.18
641,009148.OF,平安基金,963564044.56
642,009166.OF,平安基金,1042766811.63
643,009167.OF,博时基金,1009897804.82
644,009207.OF,兴银基金,998050584.17
645,009212.OF,易方达基金,8050922202.6
646,009235.OF,景顺长城基金,8523305144.34
647,009237.OF,兴业基金,1321935852.85
648,009252.OF,蜂巢基金,509812228.96
649,009254.OF,蜂巢基金,8075299432.13
650,009257.OF,工银瑞信,638203913.8
651,009271.OF,博时基金,246820303.13
652,009284.OF,上银基金,1002432907.02
653,009289.OF,富国基金,2675821947.62
654,009290.OF,富国基金,2652836722.69
655,009292.OF,易方达基金,2043782590.67
656,009294.OF,嘉实基金,1977370884.58
657,009298.OF,英大基金,5343886136.91
658,009306.OF,平安基金,8401388020.95
659,009309.OF,国寿安保基金,126363561.35
660,009338.OF,万家基金,3569158484.36
661,009343.OF,泰康基金,555472438.82
662,009356.OF,博时基金,6070765531.85
663,009417.OF,国投瑞银基金,8341744468.46
664,009450.OF,中金基金,3952682526.06
665,009453.OF,平安基金,208918022.36
666,009483.OF,鹏华基金,5363608017.65
667,009577.OF,上银基金,5065404400.78
