,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
48,000090.OF,民生加银基金,1394147778.25
49,000111.OF,易方达基金,3184206302.28
50,000116.OF,嘉实基金,316727723.87
51,000137.OF,民生加银基金,1632056377.36
52,000139.OF,富国基金,12043362984.99
53,000147.OF,易方达基金,368405461.25
54,000183.OF,嘉实基金,1420432423.85
55,000186.OF,华泰柏瑞基金,8997794015.49
56,000187.OF,华泰柏瑞基金,3634139704.65
57,000191.OF,富国基金,18139279969.3
58,000205.OF,易方达基金,5853497901.520001
59,000207.OF,建信基金,227529341.03
60,000244.OF,天弘基金,1058225062.19
61,000252.OF,景顺长城基金,801238397.34
62,000254.OF,长城基金,88836978.37
63,000265.OF,易方达基金,2572282054.56
64,000295.OF,鹏华基金,1987603223.97
65,000345.OF,鹏华基金,825086409.53
66,000346.OF,建信基金,3083954098.84
67,000355.OF,南方基金,551642077.96
68,000402.OF,工银瑞信,11970146170.41
69,000469.OF,富国基金,952113348.31
70,000516.OF,富国基金,3545284677.04
71,000546.OF,兴业基金,2725669101.49
72,000552.OF,中加基金,1024296360.29
73,000606.OF,天弘基金,2709794727.07
74,000783.OF,博时基金,9636871112.0
75,000799.OF,民生加银基金,5107201155.87
76,000815.OF,鑫元基金,387970847.1
77,000914.OF,中加基金,13067389262.94
78,000931.OF,国寿安保基金,664748958.78
79,000943.OF,工银瑞信,366485090.62
80,001246.OF,兴银基金,5068367145.24
81,001299.OF,兴业基金,9674482006.16
82,001368.OF,兴业基金,8026488292.68
83,001369.OF,兴业基金,7867104836.33
84,001545.OF,博时基金,1378381458.01
85,001578.OF,博时基金,7234119449.98
86,001619.OF,兴银基金,2984434212.87
87,001783.OF,兴银基金,5083588740.87
88,001785.OF,民生加银基金,1632056377.36
89,001819.OF,兴证全球基金,10022827846.32
90,001911.OF,博时基金,2548278478.12
91,001960.OF,兴银基金,3645260799.97
92,001961.OF,博时基金,3705514311.15
93,001993.OF,博时基金,1411750441.29
94,002109.OF,博时基金,1953709018.72
95,002140.OF,博时基金,1113804248.08
96,002143.OF,博时基金,300226352.14
97,002169.OF,永赢基金,7919436092.67
98,002175.OF,博时基金,2047454042.47
99,002188.OF,鹏华基金,1852778268.86
100,002198.OF,博时基金,1293363471.64
101,002206.OF,博时基金,511431263.58
102,002268.OF,兴业基金,4407654244.46
103,002301.OF,兴业基金,8834703715.05
104,002336.OF,创金合信基金,1095143841.49
105,002341.OF,招商基金,1548279051.96
106,002354.OF,博时基金,434788820.07
107,002377.OF,建信基金,472300946.67
108,002395.OF,鹏华基金,2721917263.84
109,002438.OF,创金合信基金,1009141329.37
110,002445.OF,兴业基金,4375203424.95
111,002447.OF,博时基金,976107322.94
112,002466.OF,博时基金,3685380688.75
113,002483.OF,富国基金,240992926.55
114,002524.OF,兴业基金,2064622616.63
115,002548.OF,嘉实基金,1477747465.66
116,002549.OF,嘉实基金,8247415592.12
117,002550.OF,嘉实基金,1302620073.93
118,002552.OF,华夏基金,2996858014.84
119,002568.OF,博时基金,1013607954.58
120,002578.OF,博时基金,5116718983.53
121,002600.OF,易方达基金,1838890483.94
122,002603.OF,工银瑞信,14931372786.95
123,002625.OF,博时基金,305345188.13
124,002638.OF,兴业基金,9151058710.85
125,002698.OF,博时基金,6120087730.91
126,002716.OF,博时基金,3061674865.57
127,002750.OF,工银瑞信,15379871170.64
128,002754.OF,博时基金,1030405799.96
129,002755.OF,博时基金,483561067.25
130,002781.OF,博时基金,5168199941.82
131,002832.OF,工银瑞信,1410480277.99
132,002864.OF,广发基金,1132833147.67
133,002868.OF,鹏华基金,1084740903.55
134,002898.OF,富国基金,19945022424.13
135,002904.OF,博时基金,3146111975.93
136,002927.OF,长盛基金,2158254427.56
137,002929.OF,博时基金,1329302407.16
138,002930.OF,博时基金,490838858.18
139,002970.OF,博时基金,444299264.64
140,002985.OF,中银基金,43199664.5
141,002991.OF,嘉实基金,2566976678.74
142,002994.OF,招商基金,56879202.52
143,003039.OF,广发基金,994954709.49
144,003056.OF,嘉实基金,5023972610.45
145,003102.OF,长盛基金,5266344800.2
146,003155.OF,中加基金,1999426238.6
147,003162.OF,博时基金,3066586040.38
148,003188.OF,博时基金,6264778474.28
149,003192.OF,创金合信基金,956252699.62
150,003193.OF,创金合信基金,206215111.63
151,003209.OF,鹏华基金,3923109767.64
152,003213.OF,中银基金,21790016961.42
153,003214.OF,易方达基金,882702961.45
154,003223.OF,广发基金,8613325818.13
155,003258.OF,博时基金,3218252233.26
156,003260.OF,博时基金,268941034.32
157,003265.OF,招商基金,3604674619.68
158,003268.OF,博时基金,1533651114.11
159,003269.OF,招商基金,4693273485.85
160,003280.OF,鹏华基金,18442890152.58
161,003285.OF,国寿安保基金,13185993024.62
162,003289.OF,创金合信基金,1023543216.05
163,003290.OF,长城基金,813272684.88
164,003309.OF,兴业基金,437617635.62
165,003313.OF,中银基金,24524897347.84
166,003315.OF,景顺长城基金,4464180195.03
167,003327.OF,万家基金,9483346543.34
168,003329.OF,万家基金,982194886.13
169,003417.OF,中加基金,950518028.91
170,003428.OF,中加基金,2158417471.64
171,003445.OF,中加基金,6205198503.25
172,003452.OF,招商基金,6742883777.09
173,003454.OF,招商基金,1893214672.57
174,003528.OF,汇添富基金,15364876632.58
175,003547.OF,鹏华基金,5059400476.21
176,003571.OF,招商基金,7689435678.5
177,003590.OF,建信基金,7273084384.65
178,003605.OF,景顺长城基金,6828654178.84
179,003607.OF,博时基金,1993719379.51
180,003640.OF,兴业基金,2483602670.21
181,003651.OF,博时基金,310246447.05
182,003660.OF,中加基金,792481778.03
183,003662.OF,鹏华基金,641832220.11
184,003671.OF,兴业基金,2651052426.46
185,003673.OF,中加基金,1934910314.28
186,003703.OF,博时基金,1900066978.91
187,003730.OF,博时基金,1080083956.66
188,003746.OF,广发基金,7396358524.57
189,003770.OF,中银基金,5633582525.35
190,003809.OF,招商基金,1680259438.04
191,003832.OF,中银基金,16843138925.33
192,003847.OF,华安基金,4000447015.24
193,003859.OF,招商基金,5765290357.47
194,003863.OF,招商基金,8082899883.78
195,003869.OF,长信基金,4686377329.18
196,003880.OF,嘉实基金,3036185883.14
197,003929.OF,中银证券,33785904302.12
198,003949.OF,兴证全球基金,18068765249.93
199,003983.OF,鹏华基金,1661751702.2
200,004020.OF,广发基金,2311162565.79
201,004027.OF,广发基金,2873222978.84
202,004030.OF,嘉实基金,1056329647.66
203,004031.OF,鑫元基金,1692119113.64
204,004032.OF,工银瑞信,7604788254.65
205,004042.OF,华夏基金,10398739936.77
206,004052.OF,华夏基金,4591546392.23
207,004061.OF,华夏基金,1014586168.47
208,004118.OF,博时基金,1130884670.86
209,004122.OF,兴银基金,3028735353.39
210,004126.OF,浦银安盛基金,608532457.36
211,004127.OF,鹏华基金,3596870717.13
212,004136.OF,博时基金,492435975.16
213,004140.OF,兴业基金,6068513447.14
214,004141.OF,兴业基金,2553393422.85
215,004200.OF,博时基金,13480874303.52
216,004230.OF,永赢基金,2544292512.15
217,004238.OF,永赢基金,6204699809.95
218,004307.OF,博时基金,3506524533.7
219,004322.OF,创金合信基金,495619236.44
220,004334.OF,博时基金,6106496220.26
221,004366.OF,博时基金,1097291741.41
222,004388.OF,鹏华基金,10846178443.42
223,004438.OF,鹏华基金,358310222.47
224,004459.OF,鑫元基金,1057012024.15
225,004479.OF,博时基金,1946013112.81
226,004498.OF,鹏华基金,1999161479.56
227,004499.OF,鹏华基金,2946263322.66
228,004503.OF,鹏华基金,690623614.08
229,004504.OF,鹏华基金,433687981.4
230,004544.OF,嘉实基金,1902025988.07
231,004547.OF,华夏基金,301914993.23
232,004555.OF,南方基金,4417980968.91
233,004601.OF,博时基金,573547702.59
234,004614.OF,鹏扬基金,9857354601.19
235,004637.OF,华夏基金,1030522134.01
236,004639.OF,华夏基金,2241305374.54
237,004655.OF,汇添富基金,1120689356.62
238,004672.OF,华夏基金,14806442065.2
239,004689.OF,博时基金,497966176.68
240,004705.OF,南方基金,3663506768.87
241,004722.OF,中银基金,47993037506.66
242,004728.OF,中欧基金,593658958.76
243,004736.OF,富国基金,1113515654.82
244,004797.OF,国寿安保基金,5269439359.61
245,004821.OF,国寿安保基金,7012787261.7
246,004839.OF,银华基金,3073733554.96
247,004859.OF,泰康基金,6399120158.56
248,004882.OF,中银基金,8148615246.97
249,004887.OF,长信基金,1086018567.22
250,004899.OF,中银基金,2954554714.22
251,004910.OF,中加基金,2595188610.53
252,004911.OF,中加基金,8831980217.39
253,004919.OF,兴证全球基金,7012371305.97
254,004920.OF,富国基金,8592683342.24
255,004923.OF,华夏基金,2064915943.46
256,004940.OF,中加基金,251520846.23
257,004954.OF,中银证券,1039711403.12
258,004956.OF,中银证券,1028862817.45
259,004978.OF,富国基金,4652567036.3
260,005024.OF,南方基金,2040788600.32
261,005072.OF,中银基金,3024803095.56
262,005073.OF,永赢基金,2042425187.71
263,005099.OF,易方达基金,316135281.93
264,005124.OF,易方达基金,7012310434.49
265,005171.OF,富国基金,2807695739.81
266,005200.OF,浦银安盛基金,1033160929.05
267,005307.OF,财通证券资管,7059177489.48
268,005309.OF,中银证券,41769457523.53
269,005321.OF,中银证券,11841442622.39
270,005322.OF,中银基金,3149769270.34
271,005336.OF,中加基金,7040809006.84
272,005362.OF,中银证券,1112244652.15
273,005364.OF,华夏基金,4291363077.47
274,005369.OF,富国基金,5014883592.17
275,005383.OF,富国基金,222403260.87
276,005388.OF,兴业基金,3002295575.98
277,005393.OF,南方基金,7872258613.38
278,005398.OF,鹏扬基金,1183047603.8
279,005419.OF,中欧基金,1936079446.78
280,005432.OF,上银基金,2502637366.14
281,005435.OF,国投瑞银基金,2390461672.14
282,005439.OF,易方达基金,1024196970.63
283,005442.OF,兴业基金,4971180467.4
284,005462.OF,博时基金,2007213923.98
285,005469.OF,南方基金,2008465715.19
286,005525.OF,工银瑞信,5062184485.94
287,005531.OF,华安基金,1752224542.41
288,005577.OF,交银施罗德,6874523391.3
289,005590.OF,汇添富基金,5671848575.54
290,005594.OF,招商基金,6112467962.43
291,005606.OF,招商基金,992338627.95
292,005622.OF,博时基金,5257751888.55
293,005631.OF,博时基金,8358450570.95
294,005648.OF,招商基金,2212852527.28
295,005666.OF,上银基金,8130891538.96
296,005670.OF,嘉实基金,3463212348.05
297,005684.OF,财通证券资管,2421913025.51
298,005703.OF,永赢基金,5068585214.47
299,005705.OF,永赢基金,6977100077.47
300,005709.OF,华安基金,4261218935.04
301,005710.OF,兴业基金,2040033775.38
302,005712.OF,兴证全球基金,10036794668.62
303,005718.OF,长信基金,10056960935.66
304,005719.OF,招商基金,1799920490.57
305,005736.OF,中欧基金,2413534564.76
306,005740.OF,易方达基金,7562454045.61
307,005754.OF,平安基金,8647675245.86
308,005772.OF,工银瑞信,14162660089.45
309,005781.OF,华富基金,4934246859.6
310,005782.OF,创金合信基金,512280056.8
311,005784.OF,创金合信基金,305667625.14
312,005791.OF,华夏基金,2016344031.05
313,005816.OF,国泰基金,219565399.05
314,005820.OF,博时基金,3234451826.32
315,005831.OF,鹏华基金,3481760472.19
316,005836.OF,创金合信基金,545014429.71
317,005841.OF,富国基金,6887695986.44
318,005842.OF,海富通基金,532667855.45
319,005845.OF,长城基金,3034931500.78
320,005853.OF,财通基金,550286915.69
321,005854.OF,财通基金,51081139.1
322,005862.OF,华夏基金,4131715895.52
323,005864.OF,国投瑞银基金,457440725.44
324,005871.OF,天弘基金,7973814015.13
325,005879.OF,中加基金,4055972629.04
326,005897.OF,平安基金,1724706285.93
327,005898.OF,浦银安盛基金,1864146183.6
328,005920.OF,富国基金,1337506985.3
329,005921.OF,农银汇理基金,5383506635.4
330,005971.OF,平安基金,1996757172.63
331,005972.OF,交银施罗德,455029.2
332,005988.OF,兴业基金,979949792.91
333,006029.OF,鹏华基金,4182993623.98
334,006032.OF,创金合信基金,220239524.6
335,006043.OF,永赢基金,2674554874.17
336,006045.OF,长城基金,2183397868.62
337,006053.OF,中航基金,4085075562.89
338,006066.OF,中加基金,3528311400.75
339,006076.OF,创金合信基金,4343234273.04
340,006082.OF,鑫元基金,1058943237.31
341,006088.OF,永赢基金,1339425670.09
342,006097.OF,平安基金,959507670.65
343,006107.OF,招商基金,8023536167.19
344,006112.OF,易方达基金,617470619.09
345,006116.OF,国泰基金,6836314109.19
346,006120.OF,国联基金,1963404090.62
347,006137.OF,广发基金,4114299320.66
348,006150.OF,招商基金,503137936.06
349,006151.OF,南方基金,4082225559.29
350,006169.OF,工银瑞信,23742070.29
351,006171.OF,鹏扬基金,774377901.18
352,006172.OF,万家基金,3439791171.86
353,006191.OF,华夏基金,7618035995.66
354,006275.OF,永赢基金,2097762981.21
355,006287.OF,永赢基金,6778638457.45
356,006319.OF,易方达基金,4509800653.16
357,006325.OF,招商基金,7233082918.01
358,006332.OF,招商基金,369358018.92
359,006360.OF,财通证券资管,8586322989.0
360,006367.OF,交银施罗德,4011731259.09
361,006378.OF,广发基金,3741184805.18
362,006393.OF,招商基金,3036484695.23
363,006405.OF,华富基金,663496048.14
364,006411.OF,中加基金,996312634.45
365,006421.OF,中银基金,1915780680.65
366,006427.OF,招商基金,8211262708.58
367,006434.OF,鹏华基金,1345360376.64
368,006436.OF,浦银安盛基金,2924961684.5
369,006450.OF,嘉实基金,3932766755.51
370,006464.OF,浦银安盛基金,1622534184.38
371,006468.OF,嘉实基金,1173749030.12
372,006489.OF,招商基金,5576010611.07
373,006504.OF,广发基金,360820493.74
374,006517.OF,南方基金,622508557.32
375,006552.OF,广发基金,513402507.41
376,006570.OF,中金基金,8264401408.01
377,006582.OF,博时基金,2533012617.76
378,006591.OF,广发基金,17689770415.17
379,006597.OF,国泰基金,15723533911.64
380,006599.OF,国寿安保基金,2004090551.19
381,006617.OF,工银瑞信,5652066322.36
382,006626.OF,山西证券,14473792843.02
383,006629.OF,招商基金,4431753311.44
384,006635.OF,永赢基金,1686168769.39
385,006646.OF,汇添富基金,7923754970.05
386,006653.OF,南方基金,8547103031.72
387,006660.OF,永赢基金,1451015457.39
388,006662.OF,易方达基金,7695066528.72
389,006664.OF,易方达基金,7695066528.72
390,006665.OF,华夏基金,6611634871.21
391,006668.OF,华夏基金,9581980893.92
392,006683.OF,富国基金,12043362984.99
393,006684.OF,富国基金,18139279969.3
394,006707.OF,永赢基金,1228397661.45
395,006714.OF,博时基金,1505311424.17
396,006740.OF,工银瑞信,421324169.52
397,006750.OF,富国基金,2875442315.67
398,006758.OF,农银汇理基金,6163762758.41
399,006764.OF,景顺长城基金,708160599.3
400,006771.OF,永赢基金,1999994224.2
401,006772.OF,汇添富基金,211753451.62
402,006776.OF,华夏基金,2153656778.25
403,006782.OF,国泰基金,4009281647.08
404,006791.OF,建信基金,1857311001.81
405,006793.OF,交银施罗德,7955027518.270001
406,006797.OF,嘉实基金,15671255801.95
407,006804.OF,富国基金,10243709396.7
408,006806.OF,西部利得基金,1309046961.01
409,006824.OF,创金合信基金,6039263540.76
410,006829.OF,鹏扬基金,907975529.85
411,006834.OF,工银瑞信,5137730305.79
412,006838.OF,鑫元基金,331187281.16
413,006841.OF,嘉实基金,7124739995.6
414,006846.OF,中银基金,728592586.08
415,006850.OF,永赢基金,2349283825.51
416,006852.OF,永赢基金,8607220655.76
417,006869.OF,广发基金,2622376729.54
418,006874.OF,创金合信基金,5086575455.19
419,006884.OF,汇添富基金,11982248288.75
420,006885.OF,汇添富基金,11982248288.75
421,006893.OF,汇添富基金,3548156251.13
422,006901.OF,上银基金,6152286104.32
423,006907.OF,银华基金,5876694481.08
424,006915.OF,南方基金,6308919954.3
425,006919.OF,国寿安保基金,5666959772.63
426,006929.OF,博时基金,1019705727.78
427,006934.OF,平安基金,55621255.27
428,006936.OF,华安基金,1491309631.57
429,006944.OF,永赢基金,8674354342.72
430,006953.OF,华安基金,4664200967.29
431,006955.OF,国泰基金,2910119822.09
432,006956.OF,鹏华基金,1964936528.29
433,006958.OF,鹏华基金,860501230.38
434,006963.OF,中加基金,2009412373.99
435,006965.OF,财通基金,16835189752.67
436,006970.OF,广发基金,508535751.76
437,006984.OF,兴证全球基金,5025655970.270001
438,006985.OF,兴证全球基金,10940142102.42
439,006986.OF,平安基金,1467193778.21
440,006995.OF,南方基金,3335755637.22
441,006998.OF,广发基金,3688707408.53
442,007017.OF,平安基金,17951536373.46
443,007050.OF,鑫元基金,1727384008.52
444,007053.OF,平安基金,5192641642.98
445,007061.OF,中加基金,936141070.5
446,007068.OF,浦银安盛基金,3045084101.9
447,007086.OF,永赢基金,5651018125.15
448,007104.OF,易方达基金,1197080950.13
449,007105.OF,国泰基金,1583582709.77
450,007121.OF,中加基金,1141324835.88
451,007145.OF,泰康基金,2213722549.84
452,007158.OF,平安基金,989414959.43
453,007167.OF,华安基金,1013187470.25
454,007175.OF,国联基金,501900352.26
455,007184.OF,蜂巢基金,2392077497.14
456,007199.OF,永赢基金,571637422.79
457,007201.OF,民生加银基金,6132155887.22
458,007213.OF,华安基金,815729302.59
459,007215.OF,国寿安保基金,2789058876.16
460,007220.OF,天弘基金,1026912729.27
461,007268.OF,山西证券,1754940385.97
462,007278.OF,国泰基金,503365579.97
463,007295.OF,天弘基金,1669706488.61
464,007321.OF,鹏华基金,5750992183.53
465,007342.OF,国投瑞银基金,2104517702.78
466,007347.OF,永赢基金,12087151353.46
467,007373.OF,永赢基金,2105339781.72
468,007374.OF,永赢基金,3166047760.79
469,007408.OF,鹏扬基金,504706110.52
470,007417.OF,泰康基金,3655579545.07
471,007427.OF,永赢基金,1073707008.89
472,007440.OF,南方基金,2027969301.07
473,007447.OF,平安基金,851710796.21
474,007451.OF,易方达基金,8001741972.3
475,007454.OF,民生加银基金,3080727889.03
476,007496.OF,农银汇理基金,8151400383.2
477,007513.OF,博时基金,1673972271.54
478,007515.OF,鹏华基金,8542506982.12
479,007517.OF,博时基金,1997963743.82
480,007525.OF,易方达基金,3055713312.96
481,007529.OF,嘉实基金,16977884170.77
482,007535.OF,中欧基金,7372650558.59
483,007537.OF,景顺长城基金,1238200877.7
484,007542.OF,永赢基金,8472816393.04
485,007544.OF,鹏华基金,1079776754.57
486,007555.OF,中航基金,1022916535.88
487,007562.OF,景顺长城基金,2505845896.35
488,007572.OF,中加基金,505627393.56
489,007573.OF,农银汇理基金,8132700933.43
490,007576.OF,华夏基金,2035366798.82
491,007584.OF,鹏华基金,1794027871.5
492,007585.OF,工银瑞信,14176919726.73
493,007589.OF,嘉实基金,7976500564.85
494,007595.OF,招商基金,1980320062.08
495,007600.OF,泰康基金,8536772879.29
496,007603.OF,景顺长城基金,4509502848.46
497,007616.OF,富国基金,4896295163.66
498,007618.OF,富国基金,4896295163.66
499,007619.OF,中欧基金,8251746727.76
500,007645.OF,平安基金,1580719606.26
501,007653.OF,长盛基金,2279684091.86
502,007659.OF,博时基金,5432519712.47
503,007670.OF,嘉实基金,451577905.98
504,007680.OF,中加基金,9157068860.99
505,007681.OF,鹏华基金,2794298216.48
506,007682.OF,鹏华基金,8119024120.18
507,007691.OF,永赢基金,1519134621.01
508,007692.OF,永赢基金,2525799396.46
509,007706.OF,南方基金,3642945379.82
510,007714.OF,南方基金,3172022853.81
511,007716.OF,嘉实基金,980797955.33
512,007717.OF,工银瑞信,5137730305.79
513,007723.OF,鹏华基金,8271073342.69
514,007740.OF,天弘基金,608392416.39
515,007744.OF,长盛基金,9734363894.39
516,007754.OF,上银基金,833572507.24
517,007758.OF,平安基金,7123649441.8
518,007761.OF,鑫元基金,8098167856.45
519,007762.OF,富国基金,5493833046.12
520,007772.OF,浦银安盛基金,4527050885.74
521,007823.OF,天弘基金,7787122151.9
522,007828.OF,创金合信基金,2799251771.67
523,007830.OF,建信基金,8105506472.57
524,007836.OF,泰康基金,7729711547.64
525,007852.OF,工银瑞信,10998990397.28
526,007867.OF,华泰柏瑞基金,8095001269.67
527,007870.OF,鹏华基金,1644290016.96
528,007871.OF,国泰基金,2012744218.09
529,007888.OF,农银汇理基金,1904351396.0
530,007915.OF,财通证券资管,17013112912.51
531,007928.OF,中加基金,8044296267.2
532,007930.OF,淳厚基金,974672508.28
533,007935.OF,平安基金,8493303968.58
534,007948.OF,汇添富基金,8014659738.45
535,007949.OF,富国基金,560231224.94
536,007953.OF,平安基金,1046942344.02
537,007954.OF,平安基金,1034471374.79
538,007958.OF,华泰柏瑞基金,2505604231.07
539,007967.OF,大成基金,8060378460.35
540,007970.OF,国寿安保基金,8790063819.45
541,007985.OF,博时基金,3028176998.17
542,007986.OF,嘉实基金,986152963.64
543,007990.OF,富国基金,10121045307.36
544,007996.OF,博时基金,2262861707.64
545,007997.OF,易方达基金,2380455197.62
546,008003.OF,大成基金,8004106575.99
547,008014.OF,天弘基金,11771496274.07
548,008017.OF,国泰基金,13744661630.6
549,008018.OF,华富基金,8084102871.12
550,008022.OF,建信基金,19934409386.8
551,008027.OF,工银瑞信,7914697482.22
552,008030.OF,农银汇理基金,6243121061.57
553,008031.OF,创金合信基金,4002887250.39
554,008032.OF,海富通基金,8004783733.51
555,008102.OF,中金基金,8144170144.53
556,008104.OF,中金基金,3263096849.97
557,008117.OF,博时基金,16283431090.49
558,008130.OF,广发基金,14578764453.4
559,008139.OF,鑫元基金,1412981729.91
560,008170.OF,博时基金,4907191238.24
561,008204.OF,交银施罗德,12745824950.38
562,008207.OF,国泰基金,7007678015.42
563,008214.OF,华安基金,12114146573.56
564,008217.OF,国泰基金,2267663983.25
565,008219.OF,西部利得基金,8018324676.16
566,008223.OF,交银施罗德,7846279709.88
567,008229.OF,鑫元基金,8132204661.87
568,008231.OF,海富通基金,8094461254.68
569,008242.OF,英大基金,6272671299.55
570,008266.OF,华夏基金,1129163279.82
571,008278.OF,国泰基金,558514904.13
572,008302.OF,永赢基金,2564629500.08
573,008316.OF,蜂巢基金,8024896193.18
574,008338.OF,嘉实基金,16592437109.06
575,008349.OF,华夏基金,7160585251.55
576,008352.OF,交银施罗德,2552722563.17
577,008366.OF,广发基金,505421244.0
578,008383.OF,招商基金,10160812014.76
579,008406.OF,兴银基金,11110180.9
580,008409.OF,景顺长城基金,14819547236.81
581,008411.OF,博时基金,2536947310.4
582,008429.OF,中信保诚基金,9341168676.53
583,008460.OF,招商基金,8792587182.47
584,008463.OF,招商基金,8410579664.7
585,008465.OF,蜂巢基金,118208451.32
586,008471.OF,工银瑞信,8007838892.18
587,008478.OF,天弘基金,8261082648.05
588,008493.OF,鹏华基金,2038332821.24
589,008497.OF,鹏扬基金,4636636961.770001
590,008508.OF,国联基金,1550955765.37
591,008509.OF,南方基金,1018167093.62
592,008516.OF,浦银安盛基金,5685386564.76
593,008521.OF,富国基金,8191347402.11
594,008535.OF,兴银基金,8000949230.1
595,008539.OF,工银瑞信,1428409611.35
596,008558.OF,永赢基金,3537770544.4
597,008568.OF,蜂巢基金,3789863363.35
598,008569.OF,中航基金,204749452.09
599,008575.OF,财通基金,4086466960.89
600,008582.OF,兴银基金,1531850813.79
601,008587.OF,淳厚基金,221386528.57
602,008596.OF,平安基金,8363673076.19
603,008608.OF,广发基金,8004781712.38
604,008620.OF,嘉实基金,1623540784.49
605,008644.OF,天弘基金,596465666.82
606,008646.OF,天弘基金,6970922639.74
607,008648.OF,嘉实基金,1041015790.66
608,008649.OF,华泰柏瑞基金,8027575091.63
609,008650.OF,华泰柏瑞基金,2042546679.48
610,008651.OF,博时基金,9006676595.22
611,008661.OF,嘉实基金,1742060329.91
612,008674.OF,博时基金,8346398077.55
613,008675.OF,华安基金,8169540664.59
614,008700.OF,泰康基金,231352611.28
615,008722.OF,永赢基金,1973582466.25
616,008730.OF,天弘基金,2004007554.45
617,008738.OF,天弘基金,999827190.61
618,008746.OF,财通基金,5414478670.97
619,008761.OF,南方基金,1528727102.7
620,008762.OF,天弘基金,4229365019.93
621,008774.OF,招商基金,7022338327.22
622,008796.OF,国联基金,1002503369.84
623,008802.OF,浦银安盛基金,55251582.02
624,008807.OF,鹏扬基金,1950027870.09
625,008826.OF,天弘基金,7998199605.65
626,008829.OF,博时基金,1054995928.82
627,008857.OF,华夏基金,1207328742.28
628,008862.OF,中银证券,212143504.42
629,008863.OF,中银证券,3003527381.38
630,008875.OF,国寿安保基金,1526908940.92
631,008902.OF,国寿安保基金,2137602574.09
632,008925.OF,鹏华基金,2307613325.03
633,008995.OF,中银证券,204534500.67
634,009001.OF,长城基金,14332771964.27
635,009021.OF,鹏华基金,1026731049.17
636,009041.OF,浦银安盛基金,1071304509.91
637,009045.OF,浦银安盛基金,110720531.68
638,009082.OF,华夏基金,6348119391.11
639,009091.OF,兴银基金,2826657330.31
640,009105.OF,兴业基金,8011813691.26
641,009148.OF,平安基金,965473844.69
642,009166.OF,平安基金,531282568.17
643,009167.OF,博时基金,1020613410.62
644,009207.OF,兴银基金,1002563842.91
645,009212.OF,易方达基金,8041430670.19
646,009235.OF,景顺长城基金,8595941055.74
647,009237.OF,兴业基金,1334458197.01
648,009252.OF,蜂巢基金,526054461.44
649,009254.OF,蜂巢基金,8083633032.75
650,009257.OF,工银瑞信,421324169.52
651,009271.OF,博时基金,6821896740.28
652,009284.OF,上银基金,1001334748.03
653,009289.OF,富国基金,3417291563.93
654,009290.OF,富国基金,2152431569.91
655,009292.OF,易方达基金,2278562129.22
656,009294.OF,嘉实基金,1013472083.96
657,009298.OF,英大基金,5523844488.48
658,009306.OF,平安基金,4881785808.95
659,009309.OF,国寿安保基金,88711332.54
660,009338.OF,万家基金,1986244634.35
661,009343.OF,泰康基金,953109623.5
662,009356.OF,博时基金,5766051709.15
663,009417.OF,国投瑞银基金,8405659202.47
664,009450.OF,中金基金,4008502794.7
665,009453.OF,平安基金,213766588.46
666,009483.OF,鹏华基金,3194692169.13
