,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
157,003265.OF,招商基金,2214101389.99
158,003268.OF,博时基金,1565758339.58
159,003269.OF,招商基金,3624279903.51
160,003280.OF,鹏华基金,18026158414.35
161,003285.OF,国寿安保基金,13564428669.93
162,003289.OF,创金合信基金,1020472700.62
163,003290.OF,长城基金,1008659996.94
164,003309.OF,兴业基金,783519693.76
165,003313.OF,中银基金,24493033412.52
166,003315.OF,景顺长城基金,2608327299.71
167,003327.OF,万家基金,23734213472.08
168,003329.OF,万家基金,4661020859.19
169,003417.OF,中加基金,988753275.05
170,003428.OF,中加基金,2094865840.69
171,003445.OF,中加基金,6237524103.19
172,003452.OF,招商基金,6556518353.54
173,003454.OF,招商基金,2071092946.24
174,003528.OF,汇添富基金,15015536573.56
175,003547.OF,鹏华基金,3333404554.39
176,003571.OF,招商基金,7896554490.32
177,003590.OF,建信基金,7384327718.7
178,003605.OF,景顺长城基金,6860680031.16
179,003607.OF,博时基金,2065204605.5
180,003640.OF,兴业基金,2400105735.81
181,003651.OF,博时基金,1493617542.12
182,003660.OF,中加基金,1056024977.82
183,003662.OF,鹏华基金,3795726473.37
184,003671.OF,兴业基金,1711301087.02
185,003673.OF,中加基金,2000818036.12
186,003703.OF,博时基金,310573918.26
187,003730.OF,博时基金,1095264969.52
188,003746.OF,广发基金,7460309314.84
189,003770.OF,中银基金,5460203986.14
190,003809.OF,招商基金,1629932993.4
191,003832.OF,中银基金,16857569191.99
192,003847.OF,华安基金,5613353848.98
193,003859.OF,招商基金,8974654626.19
194,003863.OF,招商基金,5516014148.13
195,003869.OF,长信基金,4621565625.020001
196,003880.OF,嘉实基金,305242636.2
197,003929.OF,中银证券,33401206777.71
198,003949.OF,兴证全球基金,22081778234.44
199,003983.OF,鹏华基金,1607319910.2
200,004020.OF,广发基金,2258119885.02
201,004027.OF,广发基金,2614638227.92
202,004030.OF,嘉实基金,1034963655.39
203,004031.OF,鑫元基金,1551487662.4
204,004032.OF,工银瑞信,7803304026.25
205,004042.OF,华夏基金,18899681994.53
206,004052.OF,华夏基金,4678945688.09
207,004061.OF,华夏基金,1004908169.31
208,004118.OF,博时基金,1228384606.89
209,004122.OF,兴银基金,3039448647.06
210,004126.OF,浦银安盛基金,194354266.8
211,004127.OF,鹏华基金,7194020639.87
212,004136.OF,博时基金,1002224600.53
213,004140.OF,兴业基金,5795406091.44
214,004141.OF,兴业基金,2568706288.02
215,004200.OF,博时基金,30119880015.57
216,004230.OF,永赢基金,60070513.31
217,004238.OF,永赢基金,1186931891.18
218,004307.OF,博时基金,4515224841.06
219,004322.OF,创金合信基金,210266242.45
220,004334.OF,博时基金,6065670854.72
221,004366.OF,博时基金,1039359905.97
222,004388.OF,鹏华基金,8935759853.06
223,004438.OF,鹏华基金,376260974.16
224,004459.OF,鑫元基金,1016722009.28
225,004479.OF,博时基金,1913563200.52
226,004498.OF,鹏华基金,69379594.45
227,004499.OF,鹏华基金,1110624989.53
228,004503.OF,鹏华基金,689209169.98
229,004504.OF,鹏华基金,1078738565.54
230,004544.OF,嘉实基金,2467384765.8
231,004547.OF,华夏基金,296080808.9
232,004555.OF,南方基金,5664928986.770001
233,004601.OF,博时基金,527988099.64
234,004614.OF,鹏扬基金,5495862366.67
235,004637.OF,华夏基金,1023560316.17
236,004639.OF,华夏基金,2270267809.73
237,004655.OF,汇添富基金,1716422264.85
238,004672.OF,华夏基金,25398483315.11
239,004689.OF,博时基金,507715996.56
240,004705.OF,南方基金,6142103675.73
241,004722.OF,中银基金,47980088045.48
242,004728.OF,中欧基金,202435671.04
243,004736.OF,富国基金,2382139866.87
244,004797.OF,国寿安保基金,5384329977.35
245,004821.OF,国寿安保基金,5244329480.79
246,004839.OF,银华基金,1028108596.36
247,004859.OF,泰康基金,7756517922.770001
248,004882.OF,中银基金,7887443985.520001
249,004887.OF,长信基金,1065753384.42
250,004899.OF,中银基金,1068205458.98
251,004910.OF,中加基金,403326865.21
252,004911.OF,中加基金,8821058888.23
253,004919.OF,兴证全球基金,5028528049.62
254,004920.OF,富国基金,7910422487.67
255,004923.OF,华夏基金,2036775807.49
256,004940.OF,中加基金,247936499.74
257,004954.OF,中银证券,1073160772.73
258,004956.OF,中银证券,540348456.45
259,004978.OF,富国基金,4591384605.75
260,005024.OF,南方基金,3040049307.19
261,005072.OF,中银基金,606349195.08
262,005073.OF,永赢基金,2048666089.49
263,005099.OF,易方达基金,196826734.7
264,005124.OF,易方达基金,4009947126.71
265,005171.OF,富国基金,1159229139.4
266,005200.OF,浦银安盛基金,1007931822.49
267,005307.OF,财通证券资管,14980639153.27
268,005309.OF,中银证券,42233215087.7
269,005321.OF,中银证券,11660473601.38
270,005322.OF,中银基金,2695943587.89
271,005336.OF,中加基金,7100016158.54
272,005362.OF,中银证券,1090494891.79
273,005364.OF,华夏基金,5106061159.13
274,005369.OF,富国基金,4009410759.78
275,005383.OF,富国基金,250174548.23
276,005388.OF,兴业基金,1987403285.7
277,005393.OF,南方基金,13046527566.69
278,005398.OF,鹏扬基金,1255846901.72
279,005419.OF,中欧基金,733455576.5
280,005432.OF,上银基金,2527623111.0
281,005435.OF,国投瑞银基金,2336070264.28
282,005439.OF,易方达基金,994791494.46
283,005442.OF,兴业基金,4980160235.26
284,005462.OF,博时基金,2000914771.08
285,005469.OF,南方基金,2579584633.23
286,005525.OF,工银瑞信,5086195104.520001
287,005531.OF,华安基金,1837448390.78
288,005577.OF,交银施罗德,7542801377.67
289,005590.OF,汇添富基金,5799327876.03
290,005594.OF,招商基金,5223126792.270001
291,005606.OF,招商基金,1000895728.28
292,005622.OF,博时基金,5122299701.14
293,005631.OF,博时基金,8143086078.33
294,005648.OF,招商基金,2211569718.8
295,005666.OF,上银基金,8071878067.17
296,005670.OF,嘉实基金,3448512696.8
297,005684.OF,财通证券资管,221771574.75
298,005703.OF,永赢基金,5076453782.73
299,005705.OF,永赢基金,7119501510.42
300,005709.OF,华安基金,5475555110.020001
301,005710.OF,兴业基金,701010614.11
302,005712.OF,兴证全球基金,10007519329.16
303,005718.OF,长信基金,10059993151.0
304,005719.OF,招商基金,1820064363.65
305,005736.OF,中欧基金,3128940294.43
306,005740.OF,易方达基金,6288711489.020001
307,005754.OF,平安基金,10586148199.73
308,005772.OF,工银瑞信,14102334664.6
309,005781.OF,华富基金,4956124503.25
310,005782.OF,创金合信基金,409692656.62
311,005784.OF,创金合信基金,303767564.69
312,005791.OF,华夏基金,2020711072.26
313,005816.OF,国泰基金,217965115.41
314,005820.OF,博时基金,3362224124.37
315,005831.OF,鹏华基金,3481603659.07
316,005836.OF,创金合信基金,538554640.79
317,005841.OF,富国基金,7083427636.42
318,005842.OF,海富通基金,515446205.84
319,005845.OF,长城基金,981937042.92
320,005853.OF,财通基金,528557768.96
321,005854.OF,财通基金,511238119.61
322,005862.OF,华夏基金,4026721280.14
323,005864.OF,国投瑞银基金,2031468128.26
324,005871.OF,天弘基金,3061277949.37
325,005879.OF,中加基金,2017332826.91
326,005897.OF,平安基金,3515107481.54
327,005898.OF,浦银安盛基金,1859422962.54
328,005920.OF,富国基金,958156121.83
329,005921.OF,农银汇理基金,5177626891.32
330,005971.OF,平安基金,965625453.3
331,005972.OF,交银施罗德,1393724963.57
332,005988.OF,兴业基金,649226007.56
333,006029.OF,鹏华基金,3108842806.91
334,006032.OF,创金合信基金,329404098.21
335,006043.OF,永赢基金,3617961687.82
336,006045.OF,长城基金,2119021255.04
337,006053.OF,中航基金,4567810849.46
338,006066.OF,中加基金,2469735093.03
339,006076.OF,创金合信基金,2830146424.26
340,006082.OF,鑫元基金,1038743661.34
341,006088.OF,永赢基金,1094273882.14
342,006097.OF,平安基金,936687735.13
343,006107.OF,招商基金,2543831030.82
344,006112.OF,易方达基金,1109080671.14
345,006116.OF,国泰基金,4068691342.78
346,006120.OF,国联基金,2002502367.58
347,006137.OF,广发基金,4203683395.04
348,006150.OF,招商基金,285750498.79
349,006151.OF,南方基金,6102676195.2
350,006169.OF,工银瑞信,537834455.95
351,006171.OF,鹏扬基金,763921890.26
352,006172.OF,万家基金,13251893639.88
353,006191.OF,华夏基金,7049841924.08
354,006275.OF,永赢基金,2034850369.54
355,006287.OF,永赢基金,4248963530.66
356,006319.OF,易方达基金,2673960324.08
357,006325.OF,招商基金,8284023273.32
358,006332.OF,招商基金,542851182.47
359,006360.OF,财通证券资管,13379782525.93
360,006367.OF,交银施罗德,1790778761.41
361,006378.OF,广发基金,212258619.59
362,006393.OF,招商基金,3029933763.75
363,006405.OF,华富基金,533162779.84
364,006411.OF,中加基金,1001125359.17
365,006421.OF,中银基金,2023685788.49
366,006427.OF,招商基金,153377385.49
367,006434.OF,鹏华基金,203463873.24
368,006436.OF,浦银安盛基金,4053410403.5
369,006450.OF,嘉实基金,3321485388.83
370,006464.OF,浦银安盛基金,1991978099.34
371,006468.OF,嘉实基金,1046727511.9
372,006489.OF,招商基金,5396783616.73
373,006504.OF,广发基金,349018249.48
374,006517.OF,南方基金,226916634.94
375,006552.OF,广发基金,512324144.09
376,006570.OF,中金基金,8186525510.33
377,006582.OF,博时基金,2027810163.35
378,006591.OF,广发基金,22172844949.8
379,006597.OF,国泰基金,18364809264.64
380,006599.OF,国寿安保基金,610240381.56
381,006617.OF,工银瑞信,7314741034.04
382,006626.OF,山西证券,10046141848.39
383,006629.OF,招商基金,5458870073.76
384,006635.OF,永赢基金,1841170822.0
385,006646.OF,汇添富基金,23128107584.79
386,006653.OF,南方基金,8287936217.29
387,006660.OF,永赢基金,1408605957.8
388,006662.OF,易方达基金,11213581820.72
389,006664.OF,易方达基金,11213581820.72
390,006665.OF,华夏基金,5790460943.04
391,006668.OF,华夏基金,11489515352.1
392,006683.OF,富国基金,20440732712.7
393,006684.OF,富国基金,23223665736.15
394,006707.OF,永赢基金,1192992532.81
395,006714.OF,博时基金,2671217156.18
396,006740.OF,工银瑞信,646806428.87
397,006750.OF,富国基金,2965206518.12
398,006758.OF,农银汇理基金,6191302340.69
399,006764.OF,景顺长城基金,755065847.9
400,006771.OF,永赢基金,2009877024.96
401,006772.OF,汇添富基金,3161846230.08
402,006776.OF,华夏基金,2203533954.71
403,006782.OF,国泰基金,3129391397.65
404,006791.OF,建信基金,4802808870.73
405,006793.OF,交银施罗德,22581521222.19
406,006797.OF,嘉实基金,8864101249.49
407,006804.OF,富国基金,8300783308.26
408,006806.OF,西部利得基金,209656320.28
409,006824.OF,创金合信基金,10196204608.77
410,006829.OF,鹏扬基金,158143193.07
411,006834.OF,工银瑞信,5298310390.96
412,006838.OF,鑫元基金,332989980.88
413,006841.OF,嘉实基金,4484919622.21
414,006846.OF,中银基金,481462417.83
415,006850.OF,永赢基金,2269775464.43
416,006852.OF,永赢基金,16341706251.31
417,006869.OF,广发基金,60813999.88
418,006874.OF,创金合信基金,14234173439.77
419,006884.OF,汇添富基金,8431560400.3
420,006885.OF,汇添富基金,8431560400.3
421,006893.OF,汇添富基金,2541128463.58
422,006901.OF,上银基金,6078834827.62
423,006907.OF,银华基金,2297345924.58
424,006915.OF,南方基金,2190561027.54
425,006919.OF,国寿安保基金,2344694302.23
426,006929.OF,博时基金,1012139748.76
427,006934.OF,平安基金,587568232.05
428,006936.OF,华安基金,1512177821.5
429,006944.OF,永赢基金,12003095602.95
430,006953.OF,华安基金,4588760652.770001
431,006955.OF,国泰基金,52038955.5
432,006956.OF,鹏华基金,2487811438.3
433,006958.OF,鹏华基金,921777931.75
434,006963.OF,中加基金,2049300340.7
435,006965.OF,财通基金,13093126494.05
436,006970.OF,广发基金,507418695.88
437,006984.OF,兴证全球基金,4032799869.69
438,006985.OF,兴证全球基金,8947178936.71
439,006986.OF,平安基金,196798674.43
440,006995.OF,南方基金,1672827840.54
441,006998.OF,广发基金,6345113542.81
442,007017.OF,平安基金,18730773394.56
443,007050.OF,鑫元基金,1826485012.66
444,007053.OF,平安基金,750738306.76
445,007061.OF,中加基金,732168297.52
446,007068.OF,浦银安盛基金,1804146761.84
447,007086.OF,永赢基金,101713848.12
448,007104.OF,易方达基金,308126222.69
449,007105.OF,国泰基金,489017557.41
450,007121.OF,中加基金,1115473581.24
451,007145.OF,泰康基金,4457776540.48
452,007158.OF,平安基金,2013946692.72
453,007167.OF,华安基金,1010449591.54
454,007175.OF,国联基金,485682970.21
455,007184.OF,蜂巢基金,2831279737.18
456,007199.OF,永赢基金,4314622959.2
457,007201.OF,民生加银基金,531040115.81
458,007213.OF,华安基金,834251292.76
459,007215.OF,国寿安保基金,3144481107.64
460,007220.OF,天弘基金,1063934372.72
461,007268.OF,山西证券,973313130.93
462,007278.OF,国泰基金,1924230885.44
463,007295.OF,天弘基金,1568570024.01
464,007321.OF,鹏华基金,7724210051.49
465,007342.OF,国投瑞银基金,2139561669.8
466,007347.OF,永赢基金,8126465120.35
467,007373.OF,永赢基金,2046834837.8
468,007374.OF,永赢基金,3084296685.22
469,007408.OF,鹏扬基金,53445610.74
470,007417.OF,泰康基金,9177293400.61
471,007427.OF,永赢基金,1043157050.96
472,007440.OF,南方基金,2022355930.01
473,007447.OF,平安基金,867994456.81
474,007451.OF,易方达基金,2518328451.47
475,007454.OF,民生加银基金,805058276.43
476,007496.OF,农银汇理基金,10558547300.13
477,007513.OF,博时基金,1641092501.93
478,007515.OF,鹏华基金,9078321919.97
479,007517.OF,博时基金,1997299945.3
480,007525.OF,易方达基金,4428998991.16
481,007529.OF,嘉实基金,2541246684.24
482,007535.OF,中欧基金,7304916353.07
483,007537.OF,景顺长城基金,1185214933.92
484,007542.OF,永赢基金,5324149485.37
485,007544.OF,鹏华基金,1115559357.58
486,007555.OF,中航基金,3547126300.89
487,007562.OF,景顺长城基金,302815855.99
488,007572.OF,中加基金,511416477.86
489,007573.OF,农银汇理基金,4745597980.12
490,007576.OF,华夏基金,1991740450.1
491,007584.OF,鹏华基金,4342243947.81
492,007585.OF,工银瑞信,14180350556.01
493,007589.OF,嘉实基金,2281257871.33
494,007595.OF,招商基金,1934818057.95
495,007600.OF,泰康基金,8386323507.73
496,007603.OF,景顺长城基金,2719283151.47
497,007616.OF,富国基金,4118895539.85
498,007618.OF,富国基金,4118895539.85
499,007619.OF,中欧基金,8115945648.56
500,007645.OF,平安基金,1014852391.2
501,007653.OF,长盛基金,61834611.08
502,007659.OF,博时基金,5289911908.57
503,007670.OF,嘉实基金,662548297.98
504,007680.OF,中加基金,9161250125.07
505,007681.OF,鹏华基金,2729055207.52
506,007682.OF,鹏华基金,8093113934.04
507,007691.OF,永赢基金,105816363.71
508,007692.OF,永赢基金,2545968043.25
509,007706.OF,南方基金,3612110098.68
510,007714.OF,南方基金,4898698905.65
511,007716.OF,嘉实基金,845782060.01
512,007717.OF,工银瑞信,5298310390.96
513,007723.OF,鹏华基金,8188370275.73
514,007740.OF,天弘基金,50606878.61
515,007744.OF,长盛基金,3583166777.27
516,007754.OF,上银基金,808394892.08
517,007758.OF,平安基金,848192186.99
518,007761.OF,鑫元基金,1514899164.67
519,007762.OF,富国基金,4455902213.89
520,007772.OF,浦银安盛基金,4964409220.64
521,007823.OF,天弘基金,6950401818.03
522,007828.OF,创金合信基金,1592319596.77
523,007830.OF,建信基金,5499384344.89
524,007836.OF,泰康基金,7779856647.06
525,007852.OF,工银瑞信,11008906419.51
526,007867.OF,华泰柏瑞基金,3766428357.89
527,007870.OF,鹏华基金,2578119733.25
528,007871.OF,国泰基金,1020465458.29
529,007888.OF,农银汇理基金,1677526403.12
530,007915.OF,财通证券资管,26929479227.43
531,007928.OF,中加基金,8051019143.59
532,007930.OF,淳厚基金,832938307.44
533,007935.OF,平安基金,6817115006.34
534,007948.OF,汇添富基金,7844454787.21
535,007949.OF,富国基金,2104899918.5
536,007953.OF,平安基金,1042552105.47
537,007954.OF,平安基金,1011764241.68
538,007958.OF,华泰柏瑞基金,2529691463.19
539,007967.OF,大成基金,8318716170.1
540,007970.OF,国寿安保基金,11775925591.24
541,007985.OF,博时基金,3904305824.0
542,007986.OF,嘉实基金,210194549.68
543,007990.OF,富国基金,10950728197.32
544,007996.OF,博时基金,2473261754.53
545,007997.OF,易方达基金,2332406635.16
546,008003.OF,大成基金,7247240110.11
547,008014.OF,天弘基金,12877667211.36
548,008017.OF,国泰基金,14633478350.73
549,008018.OF,华富基金,7119983528.61
550,008022.OF,建信基金,24200351993.4
551,008027.OF,工银瑞信,7806869727.89
552,008030.OF,农银汇理基金,5101630146.41
553,008031.OF,创金合信基金,3538855449.17
554,008032.OF,海富通基金,3283074954.65
555,008102.OF,中金基金,8119488235.64
556,008104.OF,中金基金,1610812502.65
557,008117.OF,博时基金,18483752684.63
558,008130.OF,广发基金,14636067761.45
559,008139.OF,鑫元基金,1555044599.34
560,008170.OF,博时基金,2163210010.84
561,008204.OF,交银施罗德,13215335376.49
562,008207.OF,国泰基金,1909108896.32
563,008214.OF,华安基金,12348357738.85
564,008217.OF,国泰基金,5138280861.04
565,008219.OF,西部利得基金,4325741274.25
566,008223.OF,交银施罗德,7888767050.69
567,008229.OF,鑫元基金,2288569775.28
568,008231.OF,海富通基金,7508811309.82
569,008242.OF,英大基金,6121956786.06
570,008266.OF,华夏基金,1104935202.59
571,008278.OF,国泰基金,539127392.57
572,008302.OF,永赢基金,1824858124.73
573,008316.OF,蜂巢基金,8013285103.46
574,008338.OF,嘉实基金,20543634784.21
575,008349.OF,华夏基金,7255598108.45
576,008352.OF,交银施罗德,1076647643.67
577,008366.OF,广发基金,508393217.84
578,008383.OF,招商基金,11935725995.95
579,008406.OF,兴银基金,510481845.03
580,008409.OF,景顺长城基金,9265046867.03
581,008411.OF,博时基金,2821327451.95
582,008429.OF,中信保诚基金,9195037684.0
583,008460.OF,招商基金,9292004926.9
584,008463.OF,招商基金,8149282980.75
585,008465.OF,蜂巢基金,537633347.45
586,008471.OF,工银瑞信,6187676157.5
587,008478.OF,天弘基金,8263614882.41
588,008493.OF,鹏华基金,1579135680.12
589,008497.OF,鹏扬基金,1029008456.31
590,008508.OF,国联基金,1563980060.84
591,008509.OF,南方基金,985668983.67
592,008516.OF,浦银安盛基金,7194232528.62
593,008521.OF,富国基金,8032782214.49
594,008535.OF,兴银基金,1255774760.77
595,008539.OF,工银瑞信,4602894287.87
596,008558.OF,永赢基金,5269551942.8
597,008568.OF,蜂巢基金,3292939140.4
598,008569.OF,中航基金,
599,008575.OF,财通基金,4053262752.54
600,008582.OF,兴银基金,1534521730.61
601,008587.OF,淳厚基金,224999372.27
602,008596.OF,平安基金,11213438348.47
603,008608.OF,广发基金,8009495954.26
604,008620.OF,嘉实基金,1625442957.32
605,008644.OF,天弘基金,830169888.78
606,008646.OF,天弘基金,6221316537.07
607,008648.OF,嘉实基金,1021818117.96
608,008649.OF,华泰柏瑞基金,3826461502.28
609,008650.OF,华泰柏瑞基金,2014102412.25
610,008651.OF,博时基金,8776791484.01
611,008661.OF,嘉实基金,1783665385.76
612,008674.OF,博时基金,8244809094.32
613,008675.OF,华安基金,8051300993.520001
614,008700.OF,泰康基金,962909465.53
615,008722.OF,永赢基金,1985953611.44
616,008730.OF,天弘基金,2011387749.57
617,008738.OF,天弘基金,1024173827.89
618,008746.OF,财通基金,1324519220.69
619,008761.OF,南方基金,1096633929.98
620,008762.OF,天弘基金,4124560405.11
621,008774.OF,招商基金,10697833216.13
622,008796.OF,国联基金,1016961546.06
623,008802.OF,浦银安盛基金,2006393420.07
624,008807.OF,鹏扬基金,1079192328.56
625,008826.OF,天弘基金,3088880090.89
626,008829.OF,博时基金,1050493556.53
627,008857.OF,华夏基金,1137115434.4
628,008862.OF,中银证券,218616431.49
629,008863.OF,中银证券,3002534526.95
630,008875.OF,国寿安保基金,3364920792.31
631,008902.OF,国寿安保基金,1887816921.44
632,008925.OF,鹏华基金,2246025830.13
633,008995.OF,中银证券,200115963.93
634,009001.OF,长城基金,14157782387.09
635,009021.OF,鹏华基金,2731765317.07
636,009041.OF,浦银安盛基金,1040396814.07
637,009045.OF,浦银安盛基金,510809623.36
638,009082.OF,华夏基金,622579464.65
639,009091.OF,兴银基金,2824954149.47
640,009105.OF,兴业基金,7886713639.65
641,009148.OF,平安基金,965583350.86
642,009166.OF,平安基金,1034269700.18
643,009167.OF,博时基金,1051223403.59
644,009207.OF,兴银基金,1003858914.89
645,009212.OF,易方达基金,8039543088.93
646,009235.OF,景顺长城基金,8570716867.34
647,009237.OF,兴业基金,1369960887.84
648,009252.OF,蜂巢基金,535488880.07
649,009254.OF,蜂巢基金,8049484366.37
650,009257.OF,工银瑞信,646806428.87
651,009271.OF,博时基金,110058709.01
652,009284.OF,上银基金,1065692324.22
653,009289.OF,富国基金,1193219060.31
654,009290.OF,富国基金,1796381232.87
655,009292.OF,易方达基金,2077173348.31
656,009294.OF,嘉实基金,2053241187.95
657,009298.OF,英大基金,5270680797.82
658,009306.OF,平安基金,1737034478.55
659,009309.OF,国寿安保基金,231388996.21
660,009338.OF,万家基金,5345258874.3
661,009343.OF,泰康基金,682042690.64
662,009356.OF,博时基金,11809506434.82
663,009417.OF,国投瑞银基金,8249824501.44
664,009450.OF,中金基金,3996812219.99
665,009453.OF,平安基金,10207519.18
666,009483.OF,鹏华基金,5255440311.76
667,009577.OF,上银基金,5110012883.71
668,009578.OF,上银基金,5078796324.21
